Queue,Flow,Packet_ID,Type,Arrival,Deadline,Exec,Start,Finish,Slack
1,F1,P1_1,M,0,400000,10799,3185.0,13984.0,386016.0
1,F1,P1_2,O,400000,800000,10799,,,
1,F1,P1_3,M,800000,1200000,10799,800000.0,810799.0,389201.0
1,F1,P1_4,M,1200000,1600000,10799,1203185.0,1213984.0,386016.0
1,F1,P1_5,O,1600000,2000000,10799,,,
1,F1,P1_6,M,2000000,2400000,10799,2000000.0,2010799.0,389201.0
1,F19,P19_1,O,0,800000,3841,,,
1,F19,P19_2,M,800000,1600000,3841,810799.0,814640.0,785360.0
1,F19,P19_3,M,1600000,2400000,3841,1613239.0,1617080.0,782920.0
1,F26,P26_1,M,0,800000,10054,13984.0,24038.0,775962.0
1,F26,P26_2,O,800000,1600000,10054,,,
1,F26,P26_3,M,1600000,2400000,10054,1603185.0,1613239.0,786761.0
1,F27,P27_1,O,0,800000,2685,,,
1,F27,P27_2,M,800000,1600000,2685,814640.0,817325.0,782675.0
1,F27,P27_3,M,1600000,2400000,2685,1617080.0,1619765.0,780235.0
1,F38,P38_1,O,0,800000,1396,,,
1,F38,P38_2,M,800000,1600000,1396,817325.0,818721.0,781279.0
1,F38,P38_3,M,1600000,2400000,1396,1619765.0,1621161.0,778839.0
1,F7,P7_1,M,0,200000,3185,0.0,3185.0,196815.0
1,F7,P7_2,O,200000,400000,3185,,,
1,F7,P7_3,M,400000,600000,3185,400000.0,403185.0,196815.0
1,F7,P7_4,M,600000,800000,3185,600000.0,603185.0,196815.0
1,F7,P7_5,O,800000,1000000,3185,,,
1,F7,P7_6,M,1000000,1200000,3185,1000000.0,1003185.0,196815.0
1,F7,P7_7,M,1200000,1400000,3185,1200000.0,1203185.0,196815.0
1,F7,P7_8,O,1400000,1600000,3185,,,
1,F7,P7_9,M,1600000,1800000,3185,1600000.0,1603185.0,196815.0
1,F7,P7_10,M,1800000,2000000,3185,1800000.0,1803185.0,196815.0
1,F7,P7_11,O,2000000,2200000,3185,,,
1,F7,P7_12,M,2200000,2400000,3185,2200000.0,2203185.0,196815.0
2,F14,P14_1,M,0,400000,2617,16368.0,18985.0,381015.0
2,F14,P14_2,M,400000,800000,2617,407094.0,409711.0,390289.0
2,F14,P14_3,O,800000,1200000,2617,,,
2,F14,P14_4,M,1200000,1600000,2617,1216368.0,1218985.0,381015.0
2,F14,P14_5,M,1600000,2000000,2617,1607094.0,1609711.0,390289.0
2,F14,P14_6,O,2000000,2400000,2617,,,
2,F17,P17_1,M,0,400000,882,18985.0,19867.0,380133.0
2,F17,P17_2,M,400000,800000,882,409711.0,410593.0,389407.0
2,F17,P17_3,O,800000,1200000,882,,,
2,F17,P17_4,M,1200000,1600000,882,1218985.0,1219867.0,380133.0
