Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,100000,100000,7442,1,3,0.07442427841027666,0.07442,,1
F2,100000,100000,6489,1,3,0.06488954986061224,0.06489,,1
F3,400000,400000,3759,1,3,0.009397680018610188,0.0093975,,3
F4,200000,200000,1518,1,3,0.007589068783477648,0.00759,,2
F5,200000,200000,3433,1,3,0.017164251450362156,0.017165,,5
F6,200000,200000,7989,1,3,0.039945892381472725,0.039945,,7
F7,400000,400000,10925,1,3,0.02731238411023207,0.0273125,,6
F8,100000,100000,1440,1,3,0.014399252253648576,0.0144,,4
F9,200000,200000,8441,1,3,0.042203932500921026,0.042205,,1
F10,50000,50000,1334,1,3,0.026680967017319035,0.02668,,7
F11,200000,200000,1897,1,3,0.009486080938711394,0.009485,,7
F12,400000,400000,7742,1,3,0.01935488951478681,0.019355,,6
F13,100000,100000,6787,1,3,0.06786534250863208,0.06787,,1
F14,400000,400000,4263,1,3,0.010656677283509719,0.0106575,,6
F15,200000,200000,9114,1,3,0.04557216438930578,0.04557,,7
F16,200000,200000,4827,1,3,0.02413523631205905,0.024135,,5
F17,400000,400000,8577,1,3,0.021443435235033337,0.0214425,,1
F18,400000,400000,6769,1,3,0.016922369595601006,0.0169225,,7
F19,400000,400000,1134,1,3,0.0028346209656420207,0.002835,,7
F20,50000,50000,7143,1,3,0.142853670862791,0.14286,,5
F21,400000,400000,6418,1,3,0.016044848341533136,0.016045,,2
F22,200000,200000,2445,1,3,0.012224034118502258,0.012225,,1
F23,50000,50000,3274,1,3,0.06548417619851471,0.06548,,5
F24,200000,200000,8790,1,3,0.0439489876218816,0.04395,,5
F25,50000,50000,2069,1,3,0.04138090754297688,0.04138,,6
F26,200000,200000,6354,1,3,0.03176856937845332,0.03177,,1
F27,400000,400000,5254,1,3,0.01313582882898709,0.013135,,5
F28,400000,400000,2470,1,3,0.0061746350707096165,0.006175,,4
F29,50000,50000,1849,1,3,0.0369812154660914,0.03698,,5
F30,100000,100000,6391,1,3,0.06391027254764434,0.06391,,5
F31,100000,100000,6198,1,3,0.061981104362333846,0.06198,,1
F32,400000,400000,8733,1,3,0.021833676129367395,0.0218325,,4
