Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,50000,50000,4712,1,3,0.09423926796842086,0.09424,,4
F2,50000,50000,11412,1,3,0.2282450481560775,0.22824,,1
F3,200000,200000,7566,1,3,0.03782816068575823,0.03783,,7
F4,50000,50000,4197,1,3,0.08393899050640707,0.08394,,4
F5,200000,200000,7335,1,3,0.03667462327633736,0.036675,,4
F6,400000,400000,8639,1,3,0.021596725275017825,0.0215975,,1
F7,400000,400000,2069,1,3,0.0051726166625447045,0.0051725,,3
F8,400000,400000,9368,1,3,0.023421069338396827,0.02342,,5
F9,200000,200000,7718,1,3,0.03858811956633257,0.03859,,3
F10,200000,200000,854,1,3,0.004270547979408235,0.00427,,6
F11,200000,200000,9106,1,3,0.045527987169509926,0.04553,,5
F12,400000,400000,2342,1,3,0.005854525228376067,0.005855,,3
F13,50000,50000,2252,1,3,0.04503965036295968,0.04504,,2
F14,100000,100000,6815,1,3,0.06815274766991375,0.06815,,7
F15,200000,200000,2041,1,3,0.010205934385244968,0.010205,,2
F16,200000,200000,10249,1,3,0.051243985769294495,0.051245,,1
