Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,200000,200000,3561,1,2,0.0178041957426771,0.017805,,2
F2,400000,400000,2997,1,2,0.0074930477807628,0.0074925,,6
F3,400000,400000,8855,1,2,0.0221366599491691,0.0221375,,1
F4,400000,400000,4331,1,2,0.0108265527079703,0.0108275,,2
F5,400000,400000,600,1,2,0.0009484687861755,0.0015,,4
F6,200000,200000,9157,1,2,0.0457843184118317,0.045785,,2
F7,100000,100000,931,1,2,0.0093101770671268,0.00931,,3
F8,400000,400000,3193,1,2,0.0079824398457913,0.0079825,,5
F9,400000,400000,600,1,2,0.0006944953122433,0.0015,,2
F10,200000,200000,6871,1,2,0.034356851139007,0.034355,,2
F11,400000,400000,3834,1,2,0.0095839736155576,0.009585,,7
F12,400000,400000,3267,1,2,0.0081663008042927,0.0081675,,4
F13,400000,400000,5212,1,2,0.0130291842715415,0.01303,,7
F14,400000,400000,919,1,2,0.0022978923948023,0.0022975,,1
F15,400000,400000,2753,1,2,0.0068818377090216,0.0068825,,4
F16,400000,400000,9105,1,2,0.0227623324872645,0.0227625,,2
F17,100000,100000,722,1,2,0.0072189055497709,0.00722,,2
F18,400000,400000,2173,1,2,0.0054327695025436,0.0054325,,5
F19,400000,400000,11925,1,2,0.0298127106350238,0.0298125,,7
F20,400000,400000,600,1,2,0.000582044619082,0.0015,,3
F21,400000,400000,2393,1,2,0.005981966427283,0.0059825,,7
F22,400000,400000,2206,1,2,0.0055156060682229,0.005515,,6
F23,400000,400000,1682,1,2,0.0042058572567565,0.004205,,2
F24,400000,400000,2125,1,2,0.0053135244939178,0.0053125,,4
F25,100000,100000,655,1,2,0.0065489063626634,0.00655,,5
F26,400000,400000,6549,1,2,0.016371596509727,0.0163725,,1
F27,100000,100000,4074,1,2,0.0407385059974356,0.04074,,1
F28,400000,400000,600,1,2,0.0004000126100829,0.0015,,6
F29,400000,400000,7745,1,2,0.0193615034609425,0.0193625,,7
F30,50000,50000,2036,1,2,0.0407221868224258,0.04072,,7
F31,400000,400000,655,1,2,0.001637067170931,0.0016375,,4
F32,400000,400000,6791,1,2,0.016977856162334,0.0169775,,5
F33,400000,400000,1722,1,2,0.0043043416892419,0.004305,,3
F34,400000,400000,1075,1,2,0.002687095587489,0.0026875,,3
F35,200000,200000,1245,1,2,0.0062245201599425,0.006225,,1
F36,400000,400000,3125,1,2,0.0078133762153215,0.0078125,,1
F37,400000,400000,2262,1,2,0.005653795097048,0.005655,,1
F38,400000,400000,1708,1,2,0.0042696534356563,0.00427,,7
F39,400000,400000,600,1,2,0.0003619248321078,0.0015,,1
F40,400000,400000,1000,1,2,0.0024998891241437,0.0025,,5
F41,400000,400000,822,1,2,0.0020547542097904,0.002055,,6
F42,400000,400000,2362,1,2,0.0059044649834173,0.005905,,3
F43,200000,200000,6085,1,2,0.0304271874449669,0.030425,,1
F44,200000,200000,1991,1,2,0.0099558479748267,0.009955,,2
F45,400000,400000,1026,1,2,0.0025658645618826,0.002565,,2
F46,400000,400000,4305,1,2,0.0107625861328861,0.0107625,,6
F47,400000,400000,6901,1,2,0.0172529350851626,0.0172525,,3
F48,400000,400000,1629,1,2,0.0040732370102711,0.0040725,,7
