Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,1619,1,3,0.004047872174054112,0.0040475,,1
F2,200000,200000,5111,1,3,0.025553996089773934,0.025555,,7
F3,200000,200000,4283,1,3,0.02141527291851142,0.021415,,6
F4,400000,400000,1385,1,3,0.0034629943484656978,0.0034625,,2
F5,200000,200000,1864,1,3,0.009319385223476695,0.00932,,7
F6,400000,400000,4228,1,3,0.010570626523110194,0.01057,,1
F7,50000,50000,943,1,3,0.01886111369044552,0.01886,,3
F8,400000,400000,600,1,3,0.00010062272190475285,0.0015,,6
F9,200000,200000,4400,1,3,0.02200029535098008,0.022,,7
F10,400000,400000,600,1,3,0.00042486674506814204,0.0015,,5
F11,400000,400000,1145,1,3,0.002863387103983428,0.0028625,,5
F12,400000,400000,600,1,3,0.0013843625150415928,0.0015,,2
F13,400000,400000,1489,1,3,0.003722349493117283,0.0037225,,4
F14,400000,400000,2029,1,3,0.005071540225560889,0.0050725,,6
F15,400000,400000,923,1,3,0.002306466481413305,0.0023075,,7
F16,400000,400000,8656,1,3,0.02164067804943326,0.02164,,5
F17,400000,400000,5737,1,3,0.014342093617527696,0.0143425,,2
F18,200000,200000,4821,1,3,0.024104378818850775,0.024105,,4
F19,100000,100000,4239,1,3,0.04238925444841651,0.04239,,4
F20,400000,400000,11915,1,3,0.029788167573662788,0.0297875,,7
F21,400000,400000,2237,1,3,0.005593035015136055,0.0055925,,5
F22,400000,400000,1351,1,3,0.0033786825301788947,0.0033775,,1
F23,400000,400000,5125,1,3,0.012813182946143864,0.0128125,,7
F24,400000,400000,1013,1,3,0.0025314577668028304,0.0025325,,3
F25,400000,400000,11129,1,3,0.02782308656360237,0.0278225,,4
F26,400000,400000,1281,1,3,0.0032027844355991125,0.0032025,,6
F27,100000,100000,8173,1,3,0.08173182473098953,0.08173,,4
F28,400000,400000,2344,1,3,0.005861158431906592,0.00586,,2
F29,400000,400000,1016,1,3,0.0025404744187649125,0.00254,,4
F30,200000,200000,1970,1,3,0.009849905920105075,0.00985,,3
F31,400000,400000,600,1,3,0.00039659743759431695,0.0015,,1
F32,400000,400000,7437,1,3,0.018592025634392825,0.0185925,,4
