Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,7813,1,3,0.019531550387471,0.0195325,9.496125289928936e-07,6,6
F2,200000,200000,11348,1,3,0.0567391707320312,0.05674,8.292679687244009e-07,3,12
F3,200000,200000,9888,1,3,0.04943896559847,0.04944,1.0344015299451614e-06,2,12
F4,800000,800000,1523,1,3,0.0019036252906726,0.00190375,1.2470932732756154e-07,1,3
F5,400000,400000,5022,1,3,0.0125555336409571,0.012555,5.336409571836398e-07,4,6
F6,200000,200000,6525,1,3,0.0326228246061629,0.032625,2.175393837053341e-06,6,12
F7,800000,800000,8488,1,3,0.0106100090076834,0.01061,9.007683496667362e-09,1,3
F8,200000,200000,1220,1,3,0.0061006028148842,0.0061,6.028148842257899e-07,4,12
F9,800000,800000,1663,1,3,0.0020793325200212,0.00207875,5.82520021237716e-07,7,3
F10,800000,800000,600,1,3,1.8489737116267332e-05,0.00075,0.0007315102628837,1,3
F11,200000,200000,8790,1,3,0.0439517289684054,0.04395,1.7289684054871968e-06,3,12
F12,400000,400000,1744,1,3,0.0043600795868582,0.00436,7.958685824521057e-08,2,6
F13,800000,800000,11171,1,3,0.0139636043908478,0.01396375,1.4560915212805114e-07,6,3
F14,800000,800000,1778,1,3,0.0022229503206686,0.0022225,4.503206686595242e-07,5,3
F15,400000,400000,2175,1,3,0.0054378160253139,0.0054375,3.160253139022212e-07,3,6
F16,400000,400000,11708,1,3,0.029270442466451,0.02927,4.424664510511989e-07,4,6
F17,200000,200000,7569,1,3,0.0378431279606074,0.037845,1.8720393925933387e-06,1,12
F18,800000,800000,3147,1,3,0.003933678816835,0.00393375,7.11831649041761e-08,6,3
F19,800000,800000,2755,1,3,0.0034436282986228,0.00344375,1.2170137711963946e-07,4,3
F20,100000,100000,6410,1,3,0.0640984222300635,0.0641,1.5777699364921682e-06,6,24
F21,800000,800000,600,1,3,0.0001059119161045,0.00075,0.0006440880838954,4,3
F22,800000,800000,5041,1,3,0.0063007904074386,0.00630125,4.595925613059757e-07,3,3
F23,200000,200000,1682,1,3,0.0084104908913749,0.00841,4.908913749102073e-07,5,12
F24,400000,400000,8863,1,3,0.0221567700935205,0.0221575,7.299064794276389e-07,1,6
F25,800000,800000,600,1,3,0.0006197237638283,0.00075,0.0001302762361716,6,3
F26,200000,200000,3420,1,3,0.0171002442426948,0.0171,2.442426948502663e-07,4,12
F27,800000,800000,1343,1,3,0.0016792708284859,0.00167875,5.208284859015751e-07,3,3
F28,800000,800000,10630,1,3,0.0132877508879417,0.0132875,2.5088794176203466e-07,2,3
F29,800000,800000,2895,1,3,0.003618513106937,0.00361875,2.368930629953296e-07,1,3
F30,200000,200000,11908,1,3,0.0595418708980713,0.05954,1.8708980713891263e-06,6,12
F31,400000,400000,7665,1,3,0.0191619114321755,0.0191625,5.88567824449937e-07,3,6
F32,200000,200000,2766,1,3,0.013830302725057,0.01383,3.027250570584311e-07,3,12
F33,400000,400000,6287,1,3,0.0157187076916035,0.0157175,1.2076916035795582e-06,1,6
F34,800000,800000,4928,1,3,0.0061602458974044,0.00616,2.458974044652548e-07,2,3
F35,400000,400000,6095,1,3,0.0152375600081031,0.0152375,6.000810314106543e-08,5,6
F36,400000,400000,6649,1,3,0.0166221727735345,0.0166225,3.2722646543803524e-07,7,6
F37,800000,800000,608,1,3,0.0007596041444915,0.00076,3.958555084176193e-07,2,3
F38,800000,800000,3966,1,3,0.004957199595923,0.0049575,3.004040769159777e-07,5,3
F39,100000,100000,3472,1,3,0.0347204949512375,0.03472,4.949512375507226e-07,3,24
F40,800000,800000,3307,1,3,0.004133608513454,0.00413375,1.4148654596014834e-07,7,3
F41,400000,400000,7514,1,3,0.0187854509372817,0.018785,4.509372817616819e-07,2,6
F42,400000,400000,4569,1,3,0.0114231176571374,0.0114225,6.176571374517242e-07,7,6
F43,200000,200000,6241,1,3,0.0312029512503915,0.031205,2.048749608480477e-06,2,12
F44,800000,800000,1405,1,3,0.0017560434884415,0.00175625,2.065115584639829e-07,6,3
F45,800000,800000,1949,1,3,0.0024362382962831,0.00243625,1.1703716897536189e-08,2,3
F46,800000,800000,6329,1,3,0.0079111024666789,0.00791125,1.4753332106508257e-07,6,3
F47,200000,200000,3907,1,3,0.0195343416511635,0.019535,6.583488364915457e-07,5,12
F48,100000,100000,5149,1,3,0.0514894062450552,0.05149,5.937549447179724e-07,6,24
