Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,6617,1,3,0.0082716311279901,0.00827125,3.8112799011919e-07,6,3
F2,800000,800000,6907,1,3,0.0086336534961054,0.00863375,9.650389454739229e-08,5,3
F3,400000,400000,6302,1,3,0.0157543727669879,0.015755,6.272330120120351e-07,2,6
F4,200000,200000,6516,1,3,0.0325822987593277,0.03258,2.2987593277234986e-06,3,12
F5,400000,400000,2326,1,3,0.0058150409201935,0.005815,4.0920193581685256e-08,1,6
F6,800000,800000,8073,1,3,0.0100917894786722,0.01009125,5.394786722866252e-07,5,3
F7,400000,400000,7694,1,3,0.0192351651148635,0.019235,1.651148635629929e-07,4,6
F8,800000,800000,10670,1,3,0.0133380375590087,0.0133375,5.375590087525889e-07,1,3
F9,800000,800000,6705,1,3,0.0083818233183389,0.00838125,5.733183389214358e-07,2,3
F10,800000,800000,10018,1,3,0.0125225396435664,0.0125225,3.964356642092992e-08,4,3
F11,800000,800000,1659,1,3,0.002074078592158,0.00207375,3.285921580239645e-07,6,3
F12,100000,100000,2350,1,3,0.0235007954918147,0.0235,7.95491814718774e-07,3,24
F13,400000,400000,9755,1,3,0.0243863559194764,0.0243875,1.1440805235338192e-06,5,6
F14,400000,400000,7650,1,3,0.0191237522016969,0.019125,1.2477983030688422e-06,2,6
F15,400000,400000,11036,1,3,0.0275894691781297,0.02759,5.308218702336498e-07,5,6
F16,800000,800000,600,1,3,0.0001310232050314,0.00075,0.0006189767949685,1,3
F17,800000,800000,9097,1,3,0.0113716520865229,0.01137125,4.020865229104054e-07,1,3
F18,400000,400000,5905,1,3,0.0147625667800248,0.0147625,6.678002485542568e-08,5,6
F19,400000,400000,3415,1,3,0.0085372695754827,0.0085375,2.3042451726892899e-07,3,6
F20,400000,400000,10559,1,3,0.0263969711092214,0.0263975,5.288907785443164e-07,2,6
F21,400000,400000,10905,1,3,0.027261812935771,0.0272625,6.870642289859286e-07,3,6
F22,400000,400000,6558,1,3,0.0163959817473989,0.016395,9.817473989245928e-07,3,6
F23,200000,200000,4907,1,3,0.0245357033642529,0.024535,7.033642529796769e-07,4,12
F24,100000,100000,7317,1,3,0.0731716196606669,0.07317,1.61966066698771e-06,3,24
F25,400000,400000,8407,1,3,0.0210171738872694,0.0210175,3.261127305212441e-07,1,6
F26,800000,800000,600,1,3,0.00035635815982,0.00075,0.0003936418401799,5,3
F27,200000,200000,3875,1,3,0.0193759230919886,0.019375,9.230919886006606e-07,2,12
F28,800000,800000,1539,1,3,0.0019237285322367,0.00192375,2.1467763231799653e-08,2,3
F29,200000,200000,6889,1,3,0.0344428217638765,0.034445,2.1782361234179426e-06,3,12
F30,800000,800000,6763,1,3,0.0084531713801662,0.00845375,5.786198337305593e-07,1,3
F31,800000,800000,5004,1,3,0.0062551106648254,0.006255,1.1066482542496094e-07,5,3
F32,100000,100000,1832,1,3,0.0183189734744103,0.01832,1.0265255896389769e-06,1,24
F33,800000,800000,2406,1,3,0.0030070234563411,0.0030075,4.76543658815571e-07,7,3
F34,800000,800000,10183,1,3,0.0127291230388926,0.01272875,3.730388926752315e-07,4,3
F35,100000,100000,3815,1,3,0.0381524907296138,0.03815,2.4907296138493296e-06,2,24
F36,800000,800000,11571,1,3,0.0144632539844227,0.01446375,4.960155772244096e-07,3,3
F37,400000,400000,3277,1,3,0.0081930325952196,0.0081925,5.325952196957168e-07,3,6
F38,800000,800000,8347,1,3,0.0104338212089538,0.01043375,7.120895386368564e-08,3,3
F39,100000,100000,3305,1,3,0.03304930555466,0.03305,6.9444533998958e-07,5,24
F40,400000,400000,6485,1,3,0.0162120934635279,0.0162125,4.06536472038338e-07,4,6
F41,200000,200000,6310,1,3,0.0315483725732653,0.03155,1.6274267346863549e-06,2,12
F42,400000,400000,7429,1,3,0.0185717831125704,0.0185725,7.168874295096495e-07,5,6
F43,200000,200000,8276,1,3,0.0413816451821022,0.04138,1.6451821022861468e-06,3,12
F44,800000,800000,1656,1,3,0.0020695615016034,0.00207,4.384983965351544e-07,4,3
F45,800000,800000,7933,1,3,0.0099167520994604,0.00991625,5.020994604306578e-07,2,3
F46,800000,800000,6630,1,3,0.0082874561608732,0.0082875,4.3839126754111064e-08,4,3
F47,800000,800000,4429,1,3,0.005536279570666,0.00553625,2.9570666017393613e-08,2,3
F48,400000,400000,1657,1,3,0.0041426904415583,0.0041425,1.904415583599273e-07,4,6
