Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,11114,1,3,0.0277849211063087,0.027785,7.8893691298626e-08,4,6
F2,400000,400000,9279,1,3,0.0231981880262844,0.0231975,6.880262844836948e-07,3,6
F3,800000,800000,6435,1,3,0.0080433928726044,0.00804375,3.5712739552933026e-07,5,3
F4,400000,400000,7577,1,3,0.0189423603557605,0.0189425,1.3964423942192108e-07,2,6
F5,400000,400000,11543,1,3,0.0288568330589371,0.0288575,6.669410628420969e-07,3,6
F6,800000,800000,4111,1,3,0.0051387218507165,0.00513875,2.8149283490090663e-08,6,3
F7,800000,800000,4052,1,3,0.0050644692648981,0.005065,5.307351018807305e-07,5,3
F8,400000,400000,8251,1,3,0.0206279889945358,0.0206275,4.889945358840797e-07,7,6
F9,400000,400000,8319,1,3,0.0207967682222409,0.0207975,7.317777590311325e-07,2,6
F10,400000,400000,8169,1,3,0.0204230850184642,0.0204225,5.850184642379463e-07,3,6
F11,400000,400000,4834,1,3,0.0120849967977423,0.012085,3.202257669102093e-09,1,6
F12,200000,200000,3410,1,3,0.0170508272111536,0.01705,8.272111536970772e-07,1,12
F13,400000,400000,1148,1,3,0.0028705860392757,0.00287,5.860392757019509e-07,4,6
F14,800000,800000,3835,1,3,0.004793724570536,0.00479375,2.54294639382216e-08,4,3
F15,400000,400000,8200,1,3,0.0204991936418869,0.0205,8.06358113097233e-07,6,6
F16,400000,400000,1019,1,3,0.0025479669811688,0.0025475,4.66981168881133e-07,6,6
F17,800000,800000,835,1,3,0.0010436852583267,0.00104375,6.474167323468685e-08,1,3
F18,100000,100000,7346,1,3,0.0734556916480235,0.07346,4.308351976428648e-06,4,24
F19,400000,400000,5279,1,3,0.0131975780176175,0.0131975,7.801761756250082e-08,4,6
F20,400000,400000,1362,1,3,0.00340444119798,0.003405,5.588020199984861e-07,3,6
F21,200000,200000,10275,1,3,0.0513766296057646,0.051375,1.629605764670583e-06,4,12
F22,200000,200000,7209,1,3,0.0360432310900417,0.036045,1.7689099582954282e-06,7,12
F23,800000,800000,11610,1,3,0.0145130248491329,0.0145125,5.248491329167687e-07,3,3
F24,400000,400000,1562,1,3,0.0039055555969229,0.003905,5.555969229049419e-07,5,6
F25,200000,200000,3046,1,3,0.0152311224715996,0.01523,1.1224715996335788e-06,6,12
F26,400000,400000,11071,1,3,0.027678339289973,0.0276775,8.39289973041113e-07,7,6
F27,200000,200000,7361,1,3,0.0368055865162752,0.036805,5.865162752485831e-07,3,12
F28,100000,100000,10701,1,3,0.1070059749237039,0.10701,4.025076296015895e-06,7,24
F29,800000,800000,7791,1,3,0.0097381435657839,0.00973875,6.064342160470165e-07,7,3
F30,400000,400000,608,1,3,0.0015195198609664,0.00152,4.801390335660953e-07,5,6
F31,200000,200000,3961,1,3,0.0198045111703294,0.019805,4.888296705023165e-07,4,12
F32,800000,800000,10325,1,3,0.0129068586291246,0.01290625,6.086291246074765e-07,6,3
F33,800000,800000,1987,1,3,0.0024839269212046,0.00248375,1.769212046379143e-07,3,3
F34,800000,800000,2940,1,3,0.0036747057077528,0.003675,2.942922471432276e-07,7,3
F35,800000,800000,4537,1,3,0.0056708292254839,0.00567125,4.2077451607464716e-07,1,3
F36,800000,800000,3427,1,3,0.0042836309545667,0.00428375,1.1904543328628697e-07,1,3
F37,200000,200000,10845,1,3,0.054224987127076,0.054225,1.2872923997597764e-08,7,12
F38,100000,100000,2165,1,3,0.0216489232606151,0.02165,1.0767393848302995e-06,4,24
F39,800000,800000,7179,1,3,0.0089731288695687,0.00897375,6.211304312813554e-07,3,3
F40,400000,400000,7529,1,3,0.0188230555880608,0.0188225,5.555880608562602e-07,7,6
F41,400000,400000,2561,1,3,0.0064021152231351,0.0064025,3.847768648371913e-07,3,6
F42,400000,400000,2801,1,3,0.0070028338794808,0.0070025,3.3387948084918906e-07,7,6
F43,800000,800000,3634,1,3,0.0045421385140604,0.0045425,3.614859395238007e-07,2,3
F44,100000,100000,727,1,3,0.0072702581987895,0.00727,2.581987895346888e-07,4,24
F45,400000,400000,10013,1,3,0.0250319229422857,0.0250325,5.770577142794053e-07,6,6
F46,800000,800000,8547,1,3,0.0106840280141285,0.01068375,2.780141285328025e-07,2,3
F47,800000,800000,4519,1,3,0.005648313678525,0.00564875,4.3632147498241097e-07,2,3
F48,800000,800000,3183,1,3,0.0039786052357333,0.00397875,1.44764266693867e-07,6,3
