Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,5046,1,3,0.0063075170927788,0.0063075,1.7092778880657692e-08,4,3
F2,200000,200000,4648,1,3,0.0232402076057356,0.02324,2.076057356407979e-07,5,12
F3,100000,100000,4851,1,3,0.0485103663734524,0.04851,3.663734524095297e-07,4,24
F4,200000,200000,1094,1,3,0.0054705120307224,0.00547,5.120307224630236e-07,2,12
F5,800000,800000,11754,1,3,0.0146931219819577,0.0146925,6.219819577123198e-07,3,3
F6,800000,800000,7445,1,3,0.0093062612439452,0.00930625,1.1243945290465018e-08,3,3
F7,200000,200000,3569,1,3,0.0178445747111019,0.017845,4.252888980982306e-07,2,12
F8,200000,200000,8461,1,3,0.0423047934120855,0.042305,2.0658791440725246e-07,5,12
F9,400000,400000,1410,1,3,0.0035249265978963,0.003525,7.340210361706997e-08,1,6
F10,800000,800000,1403,1,3,0.0017539010914614,0.00175375,1.5109146145157737e-07,6,3
F11,400000,400000,8042,1,3,0.0201060884369735,0.020105,1.088436973589041e-06,2,6
F12,800000,800000,1116,1,3,0.0013954043418458,0.001395,4.043418458184352e-07,4,3
F13,400000,400000,6784,1,3,0.0169598385909675,0.01696,1.6140903249736718e-07,6,6
F14,400000,400000,7425,1,3,0.0185632971674679,0.0185625,7.971674679634055e-07,5,6
F15,400000,400000,4216,1,3,0.0105404137811444,0.01054,4.137811444523965e-07,2,6
F16,800000,800000,1897,1,3,0.0023707239317984,0.00237125,5.260682015093693e-07,3,3
F17,200000,200000,4958,1,3,0.0247905478440599,0.02479,5.478440599851475e-07,5,12
F18,800000,800000,11977,1,3,0.0149711621703547,0.01497125,8.782964523203207e-08,6,3
F19,100000,100000,3058,1,3,0.0305777364421387,0.03058,2.2635578612074936e-06,4,24
F20,400000,400000,9451,1,3,0.0236273960859794,0.0236275,1.0391402058620992e-07,4,6
F21,800000,800000,2519,1,3,0.0031485187951473,0.00314875,2.3120485267416266e-07,1,3
F22,400000,400000,1341,1,3,0.0033529271323698,0.0033525,4.271323698983552e-07,7,6
F23,800000,800000,11015,1,3,0.0137682871855226,0.01376875,4.628144773012599e-07,4,3
F24,400000,400000,5366,1,3,0.0134148062149331,0.013415,1.9378506687164898e-07,1,6
F25,400000,400000,9761,1,3,0.0244031355136402,0.0244025,6.355136402610984e-07,3,6
F26,200000,200000,9878,1,3,0.0493924205110253,0.04939,2.4205110253222584e-06,6,12
F27,800000,800000,3003,1,3,0.0037541068048615,0.00375375,3.5680486154543445e-07,6,3
F28,200000,200000,11985,1,3,0.0599250027351822,0.059925,2.7351821987875446e-09,6,12
F29,400000,400000,2401,1,3,0.0060021948103817,0.0060025,3.0518961822208895e-07,3,6
F30,200000,200000,3188,1,3,0.0159409974714302,0.01594,9.97471430296687e-07,3,12
F31,400000,400000,6006,1,3,0.0150142612531162,0.015015,7.387468837216637e-07,2,6
F32,100000,100000,3662,1,3,0.0366195551889828,0.03662,4.448110172000641e-07,2,24
F33,400000,400000,9474,1,3,0.0236844372649879,0.023685,5.627350120503138e-07,2,6
F34,400000,400000,9109,1,3,0.0227718761747241,0.0227725,6.238252758528073e-07,3,6
F35,400000,400000,6031,1,3,0.0150766148746395,0.0150775,8.851253604294507e-07,5,6
F36,400000,400000,9461,1,3,0.0236528734560532,0.0236525,3.734560532417386e-07,6,6
F37,800000,800000,3778,1,3,0.0047228864331775,0.0047225,3.864331775309607e-07,5,3
F38,200000,200000,8600,1,3,0.04300062059459,0.043,6.205945900089604e-07,6,12
F39,800000,800000,600,1,3,0.0007045410156567,0.00075,4.5458984343243374e-05,5,3
F40,800000,800000,7686,1,3,0.0096069872516074,0.0096075,5.127483925174842e-07,4,3
F41,800000,800000,9693,1,3,0.0121159074951689,0.01211625,3.425048310991969e-07,1,3
F42,800000,800000,684,1,3,0.0008552317473281,0.000855,2.31747328100179e-07,2,3
F43,400000,400000,7619,1,3,0.0190469715223625,0.0190475,5.284776374188394e-07,6,6
F44,800000,800000,10536,1,3,0.013170159914684,0.01317,1.5991468402427877e-07,5,3
F45,400000,400000,10690,1,3,0.0267246443728522,0.026725,3.556271477994644e-07,6,6
F46,800000,800000,9647,1,3,0.0120587197363949,0.01205875,3.0263605038660664e-08,6,3
F47,400000,400000,6173,1,3,0.0154337212485625,0.0154325,1.2212485625429786e-06,4,6
F48,200000,200000,3807,1,3,0.0190352306577218,0.019035,2.306577218842698e-07,4,12
