Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,6399,1,3,0.0079983350526636,0.00799875,4.149473363263684e-07,7,3
F2,800000,800000,1884,1,3,0.002354481497622,0.002355,5.185023779258509e-07,2,3
F3,100000,100000,1235,1,3,0.0123498548411151,0.01235,1.4515888482891093e-07,1,24
F4,800000,800000,4515,1,3,0.0056439615238453,0.00564375,2.115238453863008e-07,4,3
F5,800000,800000,11402,1,3,0.0142529524800669,0.0142525,4.5248006697203035e-07,4,3
F6,800000,800000,9107,1,3,0.0113836518353631,0.01138375,9.816463683760825e-08,2,3
F7,400000,400000,5329,1,3,0.0133223446270517,0.0133225,1.5537294826943607e-07,6,6
F8,200000,200000,940,1,3,0.0046995764373226,0.0047,4.235626773390136e-07,7,12
F9,400000,400000,3378,1,3,0.0084455642333972,0.008445,5.642333972630947e-07,2,6
F10,800000,800000,1547,1,3,0.0019334427295054,0.00193375,3.072704945364467e-07,7,3
F11,400000,400000,10241,1,3,0.0256035227083895,0.0256025,1.0227083895031353e-06,7,6
F12,400000,400000,6672,1,3,0.0166806019188521,0.01668,6.019188521222407e-07,6,6
F13,800000,800000,5223,1,3,0.0065281261529765,0.00652875,6.238470234010141e-07,1,3
F14,100000,100000,3190,1,3,0.0319024915962653,0.0319,2.491596265349893e-06,1,24
F15,400000,400000,11543,1,3,0.0288582302376273,0.0288575,7.302376273457534e-07,6,6
F16,400000,400000,2501,1,3,0.006251879435887,0.0062525,6.205641129913494e-07,4,6
F17,800000,800000,3498,1,3,0.004372104354922,0.0043725,3.956450779201565e-07,2,3
F18,100000,100000,10907,1,3,0.109068306591539,0.10907,1.693408460956558e-06,3,24
F19,100000,100000,1004,1,3,0.0100402463014599,0.01004,2.4630145994269936e-07,4,24
F20,200000,200000,5801,1,3,0.029005182759783,0.029005,1.8275978303297638e-07,4,12
F21,800000,800000,7406,1,3,0.0092572394656224,0.0092575,2.605343775424068e-07,6,3
F22,800000,800000,600,1,3,0.0002299380452577,0.00075,0.0005200619547422,4,3
F23,800000,800000,4565,1,3,0.0057063658991394,0.00570625,1.1589913947573223e-07,1,3
F24,200000,200000,2069,1,3,0.0103455241590272,0.010345,5.241590272861418e-07,5,12
F25,200000,200000,6785,1,3,0.0339239658094659,0.033925,1.0341905340577329e-06,4,12
F26,200000,200000,6699,1,3,0.0334966124907203,0.033495,1.6124907203374228e-06,7,12
F27,800000,800000,3799,1,3,0.0047491447614769,0.00474875,3.947614769751404e-07,5,3
F28,800000,800000,10513,1,3,0.0131407420360831,0.01314125,5.07963916825116e-07,7,3
F29,800000,800000,1126,1,3,0.001406979892036,0.0014075,5.201079639133646e-07,1,3
F30,800000,800000,4255,1,3,0.0053184457989379,0.00531875,3.042010620233835e-07,3,3
F31,800000,800000,1255,1,3,0.0015691157217725,0.00156875,3.657217725959016e-07,3,3
F32,400000,400000,1701,1,3,0.0042526835882701,0.0042525,1.835882701894595e-07,6,6
F33,800000,800000,11457,1,3,0.0143210665941376,0.01432125,1.8340586237924894e-07,3,3
F34,800000,800000,1894,1,3,0.0023679411899977,0.0023675,4.4118999777999213e-07,5,3
F35,800000,800000,4789,1,3,0.0059859089272376,0.00598625,3.410727623404803e-07,6,3
F36,800000,800000,5832,1,3,0.0072895913530075,0.00729,4.08646992447817e-07,3,3
F37,800000,800000,600,1,3,0.0005223652849217,0.00075,0.0002276347150782,1,3
F38,800000,800000,11888,1,3,0.0148605963970467,0.01486,5.963970467325747e-07,1,3
F39,200000,200000,11167,1,3,0.0558369812754707,0.055835,1.981275470762378e-06,4,12
F40,800000,800000,6303,1,3,0.0078787712910536,0.00787875,2.129105365969441e-08,5,3
F41,200000,200000,4043,1,3,0.0202158412253633,0.020215,8.412253633231781e-07,3,12
F42,200000,200000,6313,1,3,0.0315663186752489,0.031565,1.3186752489749431e-06,3,12
F43,100000,100000,10298,1,3,0.102975849976788,0.10298,4.150023211982323e-06,3,24
F44,800000,800000,913,1,3,0.0011407601449325,0.00114125,4.8985506747104e-07,4,3
F45,400000,400000,8928,1,3,0.0223194651190294,0.02232,5.348809705638113e-07,1,6
F46,400000,400000,6057,1,3,0.0151417716328014,0.0151425,7.283671985928997e-07,7,6
F47,400000,400000,8041,1,3,0.0201023325746588,0.0201025,1.6742534116043206e-07,4,6
F48,800000,800000,8443,1,3,0.0105539511018564,0.01055375,2.0110185649721562e-07,3,3
