Queue,Flow,Packet_ID,Type,Arrival,Deadline,Exec,Start,Finish,Slack
1,F12,P12_1,M,0,400000,6309,0.0,6309.0,393691.0
1,F12,P12_2,M,400000,800000,6309,400000.0,406309.0,393691.0
1,F12,P12_3,O,800000,1200000,6309,,,
2,F15,P15_1,M,0,400000,9987,11035.0,21022.0,378978.0
2,F15,P15_2,M,400000,800000,9987,400000.0,409987.0,390013.0
2,F15,P15_3,O,800000,1200000,9987,,,
2,F6,P6_1,M,0,50000,11035,0.0,11035.0,38965.0
2,F6,P6_2,M,50000,100000,11035,50000.0,61035.0,38965.0
2,F6,P6_3,O,100000,150000,11035,,,
2,F6,P6_4,M,150000,200000,11035,150000.0,161035.0,38965.0
2,F6,P6_5,M,200000,250000,11035,200000.0,211035.0,38965.0
2,F6,P6_6,O,250000,300000,11035,,,
2,F6,P6_7,M,300000,350000,11035,300000.0,311035.0,38965.0
2,F6,P6_8,M,350000,400000,11035,350000.0,361035.0,38965.0
2,F6,P6_9,O,400000,450000,11035,,,
2,F6,P6_10,M,450000,500000,11035,450000.0,461035.0,38965.0
2,F6,P6_11,M,500000,550000,11035,500000.0,511035.0,38965.0
2,F6,P6_12,O,550000,600000,11035,,,
2,F6,P6_13,M,600000,650000,11035,600000.0,611035.0,38965.0
2,F6,P6_14,M,650000,700000,11035,650000.0,661035.0,38965.0
2,F6,P6_15,O,700000,750000,11035,,,
2,F6,P6_16,M,750000,800000,11035,750000.0,761035.0,38965.0
2,F6,P6_17,M,800000,850000,11035,800000.0,811035.0,38965.0
2,F6,P6_18,O,850000,900000,11035,,,
2,F6,P6_19,M,900000,950000,11035,900000.0,911035.0,38965.0
2,F6,P6_20,M,950000,1000000,11035,950000.0,961035.0,38965.0
2,F6,P6_21,O,1000000,1050000,11035,,,
2,F6,P6_22,M,1050000,1100000,11035,1050000.0,1061035.0,38965.0
2,F6,P6_23,M,1100000,1150000,11035,1100000.0,1111035.0,38965.0
2,F6,P6_24,O,1150000,1200000,11035,,,
3,F1,P1_1,M,0,200000,9045,2838.0,11883.0,188117.0
3,F1,P1_2,M,200000,400000,9045,210341.0,219386.0,180614.0
3,F1,P1_3,O,400000,600000,9045,,,
3,F1,P1_4,M,600000,800000,9045,602838.0,611883.0,188117.0
3,F1,P1_5,M,800000,1000000,9045,810341.0,819386.0,180614.0
3,F1,P1_6,O,1000000,1200000,9045,,,
