Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,3189,1,3,0.00797340820070458,0.0079725,,3
F2,200000,200000,11057,1,3,0.05528480120154944,0.055285,,7
F3,50000,50000,862,1,3,0.01723998529072457,0.01724,,5
F4,200000,200000,6975,1,3,0.034872782233265065,0.034875,,4
F5,200000,200000,794,1,3,0.003969785970438178,0.00397,,3
F6,400000,400000,8978,1,3,0.02244512643398755,0.022445,,5
F7,400000,400000,3888,1,3,0.009719073693746472,0.00972,,1
F8,400000,400000,927,1,3,0.0023184918267811216,0.0023175,,5
F9,400000,400000,721,1,3,0.0018021607911811177,0.0018025,,4
F10,100000,100000,6015,1,3,0.060149708026105975,0.06015,,1
F11,200000,200000,4317,1,3,0.021583922429842417,0.021585,,2
F12,400000,400000,7003,1,3,0.01750850569416007,0.0175075,,1
F13,100000,100000,3909,1,3,0.03909102195673064,0.03909,,1
F14,50000,50000,745,1,3,0.014900697745478197,0.0149,,6
F15,400000,400000,917,1,3,0.0022915248398547305,0.0022925,,3
F16,400000,400000,2324,1,3,0.005810893150753005,0.00581,,6
F17,400000,400000,600,1,3,0.0011208693884088294,0.0015,,2
F18,100000,100000,4557,1,3,0.04556874997913718,0.04557,,1
F19,100000,100000,5051,1,3,0.050511175243132644,0.05051,,4
F20,400000,400000,999,1,3,0.0024986673383798896,0.0024975,,4
F21,200000,200000,8102,1,3,0.040509768562550286,0.04051,,7
F22,200000,200000,7976,1,3,0.039879562351904374,0.03988,,3
F23,400000,400000,8574,1,3,0.021434286023583327,0.021435,,3
F24,400000,400000,10891,1,3,0.027228730989990124,0.0272275,,2
F25,400000,400000,7123,1,3,0.017807046037315755,0.0178075,,7
F26,100000,100000,10315,1,3,0.10315249497028733,0.10315,,7
F27,400000,400000,5071,1,3,0.012676901238509175,0.0126775,,4
F28,200000,200000,6567,1,3,0.0328362413065173,0.032835,,7
F29,400000,400000,9345,1,3,0.02336196292128534,0.0233625,,3
F30,400000,400000,600,1,3,0.0009824832656009086,0.0015,,6
F31,400000,400000,11069,1,3,0.02767249602652455,0.0276725,,5
F32,400000,400000,3778,1,3,0.00944445741281097,0.009445,,5
F33,400000,400000,3207,1,3,0.008016715673641539,0.0080175,,6
F34,400000,400000,5852,1,3,0.014630033406073717,0.01463,,2
F35,400000,400000,2834,1,3,0.007085594376179394,0.007085,,2
F36,200000,200000,690,1,3,0.003450430563593343,0.00345,,7
F37,200000,200000,5152,1,3,0.025760305835264674,0.02576,,7
F38,400000,400000,9035,1,3,0.022588662554538175,0.0225875,,1
F39,200000,200000,6333,1,3,0.03166378966983652,0.031665,,3
F40,400000,400000,965,1,3,0.002413192033619893,0.0024125,,7
F41,400000,400000,1128,1,3,0.0028201597758601427,0.00282,,5
F42,200000,200000,1356,1,3,0.006780658263040362,0.00678,,1
F43,400000,400000,7285,1,3,0.01821129256322379,0.0182125,,4
F44,200000,200000,4867,1,3,0.02433444077182695,0.024335,,4
F45,400000,400000,4361,1,3,0.01090277743989726,0.0109025,,7
F46,100000,100000,10855,1,3,0.10854859382020468,0.10855,,3
F47,100000,100000,9909,1,3,0.09909155913574796,0.09909,,3
F48,50000,50000,3520,1,3,0.07040142922522127,0.0704,,4
