Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,50000,50000,3254,1,3,0.06508209846198865,0.06508,,2
F2,400000,400000,6649,1,3,0.016622063107802898,0.0166225,,2
F3,50000,50000,9633,1,3,0.1926639610538744,0.19266,,7
F4,50000,50000,12000,1,3,0.24263540243671544,0.24,,7
F5,100000,100000,3635,1,3,0.036349730829326576,0.03635,,6
F6,200000,200000,2570,1,3,0.012850001929598287,0.01285,,3
F7,100000,100000,7634,1,3,0.07634478359007435,0.07634,,7
F8,100000,100000,8261,1,3,0.0826097328158022,0.08261,,6
F9,200000,200000,10527,1,3,0.052635247376485894,0.052635,,7
F10,50000,50000,2944,1,3,0.058877672180693785,0.05888,,5
F11,50000,50000,5495,1,3,0.10989784828500143,0.1099,,2
F12,400000,400000,946,1,3,0.0023638890683285174,0.002365,,2
F13,100000,100000,2364,1,3,0.023639125057638655,0.02364,,1
F14,50000,50000,3257,1,3,0.06513987025466939,0.06514,,5
F15,50000,50000,6390,1,3,0.1277909216457216,0.1278,,7
F16,50000,50000,3207,1,3,0.06413851110607842,0.06414,,3
