Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,50000,50000,12000,1,3,0.24034607876244196,0.24,,5
F2,400000,400000,3070,1,3,0.007675278100762073,0.007675,,2
F3,200000,200000,11952,1,3,0.05975787796381782,0.05976,,7
F4,100000,100000,7256,1,3,0.07255915929665935,0.07256,,1
F5,100000,100000,9082,1,3,0.09081675066838879,0.09082,,5
F6,400000,400000,9057,1,3,0.022642006487975985,0.0226425,,1
F7,200000,200000,4255,1,3,0.021274970244780866,0.021275,,5
F8,400000,400000,872,1,3,0.0021794822514938916,0.00218,,1
F9,400000,400000,6479,1,3,0.016197863526541845,0.0161975,,2
F10,100000,100000,4055,1,3,0.04055063307692541,0.04055,,3
F11,50000,50000,3545,1,3,0.07090151839118475,0.0709,,5
F12,50000,50000,8233,1,3,0.16466258720988575,0.16466,,7
F13,200000,200000,9455,1,3,0.047272984898041326,0.047275,,6
F14,50000,50000,9458,1,3,0.18915452404476055,0.18916,,1
F15,100000,100000,11060,1,3,0.11060279940964932,0.1106,,1
F16,200000,200000,8909,1,3,0.04454495549833231,0.044545,,4
