Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,200000,200000,7976,1,3,0.03987955521246661,0.03988,,7
F2,400000,400000,5252,1,3,0.013130179533811348,0.01313,,5
F3,100000,100000,1219,1,3,0.012190781027893338,0.01219,,7
F4,400000,400000,1897,1,3,0.0047413650724209555,0.0047425,,4
F5,400000,400000,10477,1,3,0.026192254581163532,0.0261925,,4
F6,400000,400000,1813,1,3,0.004533205472363411,0.0045325,,1
F7,400000,400000,7033,1,3,0.017582640314941334,0.0175825,,6
F8,200000,200000,3247,1,3,0.01623453321944851,0.016235,,6
F9,400000,400000,1164,1,3,0.002909907703161907,0.00291,,1
F10,400000,400000,1211,1,3,0.0030279610088392306,0.0030275,,3
F11,400000,400000,696,1,3,0.0017398482736986076,0.00174,,6
F12,400000,400000,1575,1,3,0.003937928446391847,0.0039375,,4
F13,200000,200000,2351,1,3,0.011755407123308997,0.011755,,4
F14,400000,400000,3576,1,3,0.008940516764344736,0.00894,,7
F15,400000,400000,925,1,3,0.0023134292186836325,0.0023125,,5
F16,400000,400000,3959,1,3,0.009896810884674173,0.0098975,,3
F17,200000,200000,8150,1,3,0.04074917206577136,0.04075,,7
F18,200000,200000,2775,1,3,0.013875682503248415,0.013875,,3
F19,200000,200000,6239,1,3,0.031194730934048953,0.031195,,5
F20,200000,200000,2223,1,3,0.01111406851887195,0.011115,,2
F21,100000,100000,1748,1,3,0.01747880231507286,0.01748,,4
F22,400000,400000,9071,1,3,0.0226774371936687,0.0226775,,7
F23,400000,400000,1005,1,3,0.002511672295274589,0.0025125,,2
F24,400000,400000,4603,1,3,0.011508031603390145,0.0115075,,1
F25,200000,200000,865,1,3,0.004324377783960373,0.004325,,5
F26,400000,400000,6582,1,3,0.016456163628970885,0.016455,,1
F27,400000,400000,9098,1,3,0.022746197140712927,0.022745,,5
F28,400000,400000,1499,1,3,0.003747237203939248,0.0037475,,7
F29,200000,200000,1705,1,3,0.008525600778052322,0.008525,,6
F30,400000,400000,2680,1,3,0.006700266294737574,0.0067,,5
F31,200000,200000,629,1,3,0.0031453241658263575,0.003145,,6
F32,400000,400000,1696,1,3,0.004238911716841193,0.00424,,2
