Packet_ID,Flow,Queue,Arrival,Deadline,Execution_Time,Scheduled,Gate_Open,Gate_Close,Response_Time
P4_1,F4,5,0,50000,4677,True,0.0,4677.0,4677.0
P13_1,F13,5,0,50000,615,True,4773.0,5388.0,5388.0
P2_1,F2,1,0,100000,9938,True,5484.0,15422.0,15422.0
P6_1,F6,6,0,100000,9882,True,15518.0,25400.0,25400.0
P1_1,F1,3,0,100000,8912,True,25496.0,34408.0,34408.0
P12_1,F12,6,0,100000,7055,True,34504.0,41559.0,41559.0
P15_1,F15,2,0,100000,6525,True,41655.0,48180.0,48180.0
P10_1,F10,1,0,100000,4456,True,48276.0,52732.0,52732.0
P5_1,F5,3,0,400000,10285,True,52828.0,63113.0,63113.0
P14_2,F14,3,50000,100000,11206,True,63209.0,74415.0,24415.0
P4_2,F4,5,50000,100000,4677,True,74511.0,79188.0,29188.0
P7_2,F7,1,50000,100000,4244,True,79284.0,83528.0,33528.0
P3_1,F3,7,0,200000,10204,True,83624.0,93828.0,93828.0
P16_1,F16,4,0,200000,9475,True,93924.0,103399.0,103399.0
P14_3,F14,3,100000,150000,11206,True,103495.0,114701.0,14701.0
P7_3,F7,1,100000,150000,4244,True,114797.0,119041.0,19041.0
P13_3,F13,5,100000,150000,615,True,119137.0,119752.0,19752.0
P11_2,F11,6,100000,200000,10656,True,119848.0,130504.0,30504.0
P6_2,F6,6,100000,200000,9882,True,130600.0,140482.0,40482.0
P1_2,F1,3,100000,200000,8912,True,140578.0,149490.0,49490.0
P8_2,F8,5,100000,200000,7200,True,149586.0,156786.0,56786.0
P15_2,F15,2,100000,200000,6525,True,156882.0,163407.0,63407.0
P4_4,F4,5,150000,200000,4677,True,163503.0,168180.0,18180.0
P10_2,F10,1,100000,200000,4456,True,168276.0,172732.0,72732.0
P13_4,F13,5,150000,200000,615,True,172828.0,173443.0,23443.0
P9_1,F9,7,0,400000,5925,True,173539.0,179464.0,179464.0
P12_2,F12,8,100000,200000,7055,True,179560.0,186615.0,86615.0
P14_5,F14,3,200000,250000,11206,True,200000.0,211206.0,11206.0
P4_5,F4,5,200000,250000,4677,True,211302.0,215979.0,15979.0
P7_5,F7,1,200000,250000,4244,True,216075.0,220319.0,20319.0
P11_3,F11,6,200000,300000,10656,True,220415.0,231071.0,31071.0
P2_3,F2,1,200000,300000,9938,True,231167.0,241105.0,41105.0
P8_3,F8,5,200000,300000,7200,True,241201.0,248401.0,48401.0
P12_3,F12,6,200000,300000,7055,True,248497.0,255552.0,55552.0
P14_6,F14,3,250000,300000,11206,True,255648.0,266854.0,16854.0
P7_6,F7,1,250000,300000,4244,True,266950.0,271194.0,21194.0
P13_6,F13,5,250000,300000,615,True,271290.0,271905.0,21905.0
P3_2,F3,7,200000,400000,10204,True,272001.0,282205.0,82205.0
P16_2,F16,4,200000,400000,9475,True,282301.0,291776.0,91776.0
P4_7,F4,5,300000,350000,4677,True,300000.0,304677.0,4677.0
P13_7,F13,5,300000,350000,615,True,304773.0,305388.0,5388.0
P2_4,F2,1,300000,400000,9938,True,305484.0,315422.0,15422.0
P6_4,F6,6,300000,400000,9882,True,315518.0,325400.0,25400.0
P1_4,F1,3,300000,400000,8912,True,325496.0,334408.0,34408.0
P12_4,F12,6,300000,400000,7055,True,334504.0,341559.0,41559.0
P15_4,F15,2,300000,400000,6525,True,341655.0,348180.0,48180.0
P10_4,F10,1,300000,400000,4456,True,348276.0,352732.0,52732.0
P14_8,F14,3,350000,400000,11206,True,352828.0,364034.0,14034.0
P4_8,F4,5,350000,400000,4677,True,364130.0,368807.0,18807.0
P7_8,F7,1,350000,400000,4244,True,368903.0,373147.0,23147.0
P11_4,F11,8,300000,400000,10656,True,373243.0,383899.0,83899.0
P13_8,F13,8,350000,400000,615,True,383995.0,384610.0,34610.0
P14_9,F14,3,400000,450000,11206,True,400000.0,411206.0,11206.0
