Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,1057,1,3,0.0026430248766575,0.0026425,,3
F2,400000,400000,4529,1,3,0.0113228917004173,0.0113225,,4
F3,100000,100000,1961,1,3,0.0196107780809039,0.01961,,2
F4,200000,200000,10004,1,3,0.0500220782203797,0.05002,,2
F5,400000,400000,907,1,3,0.002268212132393,0.0022675,,7
F6,100000,100000,1277,1,3,0.012770972042243,0.01277,,1
F7,100000,100000,6567,1,3,0.0656726220936027,0.06567,,6
F8,200000,200000,1705,1,3,0.0085258388529119,0.008525,,7
F9,400000,400000,10654,1,3,0.0266356846196662,0.026635,,4
F10,400000,400000,5593,1,3,0.0139815594611116,0.0139825,,2
F11,400000,400000,1685,1,3,0.0042118406335414,0.0042125,,6
F12,400000,400000,2174,1,3,0.0054350425518701,0.005435,,4
F13,100000,100000,7275,1,3,0.0727474895085291,0.07275,,6
F14,400000,400000,6120,1,3,0.0153003323097653,0.0153,,6
F15,400000,400000,1868,1,3,0.004669604173193,0.00467,,2
F16,400000,400000,600,1,3,0.0010085290946665,0.0015,,5
F17,400000,400000,10829,1,3,0.0270713463635365,0.0270725,,6
F18,200000,200000,10659,1,3,0.0532950968156896,0.053295,,6
F19,400000,400000,4553,1,3,0.0113821214331624,0.0113825,,7
F20,400000,400000,1921,1,3,0.0048028928795456,0.0048025,,5
F21,400000,400000,3203,1,3,0.008008517205073,0.0080075,,1
F22,400000,400000,829,1,3,0.0020734804153454,0.0020725,,1
F23,400000,400000,5647,1,3,0.0141174995419063,0.0141175,,4
F24,100000,100000,1269,1,3,0.0126901977387424,0.01269,,3
F25,400000,400000,2286,1,2,0.0057138817558746,0.005715,,2
F26,400000,400000,2742,1,2,0.0068542658558192,0.006855,,3
F27,400000,400000,600,1,2,0.0012439998330912,0.0015,,4
F28,400000,400000,600,1,2,0.0009034477193492,0.0015,,3
F29,400000,400000,3743,1,2,0.0093577560218104,0.0093575,,5
F30,100000,100000,8509,1,2,0.0850855607170908,0.08509,,6
F31,100000,100000,6495,1,2,0.0649497362858572,0.06495,,6
F32,200000,200000,6027,1,2,0.0301348589283637,0.030135,,2
F33,400000,400000,8766,1,2,0.0219140173432016,0.021915,,4
F34,200000,200000,9738,1,2,0.0486914842690746,0.04869,,6
F35,400000,400000,677,1,2,0.0016925439243298,0.0016925,,4
F36,50000,50000,2116,1,2,0.0423212624194172,0.04232,,2
F37,400000,400000,2605,1,2,0.0065130353416843,0.0065125,,6
F38,400000,400000,10593,1,2,0.026482965988252,0.0264825,,2
F39,200000,200000,2717,1,2,0.0135858395037136,0.013585,,6
F40,400000,400000,600,1,2,0.0003016138765581,0.0015,,1
F41,400000,400000,6442,1,2,0.0161060741620807,0.016105,,3
F42,400000,400000,6989,1,2,0.0174724865405349,0.0174725,,4
F43,100000,100000,1879,1,2,0.0187898335532888,0.01879,,6
F44,400000,400000,5911,1,2,0.0147767333191307,0.0147775,,7
F45,200000,200000,10049,1,2,0.0502442857043775,0.050245,,6
F46,400000,400000,6820,1,2,0.0170491925017827,0.01705,,2
F47,400000,400000,10497,1,2,0.0262418885733801,0.0262425,,6
F48,200000,200000,6644,1,2,0.0332222957696675,0.03322,,6
