Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,100000,100000,923,1,3,0.009229516329551,0.00923,,1
F2,50000,50000,784,1,3,0.0156810666018512,0.01568,,3
F3,400000,400000,3761,1,3,0.0094025570018461,0.0094025,,4
F4,400000,400000,713,1,3,0.0017826907488984,0.0017825,,2
F5,200000,200000,8981,1,3,0.0449072904314301,0.044905,,4
F6,400000,400000,8049,1,3,0.020123206811319,0.0201225,,2
F7,400000,400000,6103,1,3,0.0152573894398776,0.0152575,,6
F8,400000,400000,5427,1,3,0.0135684859502072,0.0135675,,4
F9,400000,400000,11741,1,3,0.0293533876555118,0.0293525,,2
F10,400000,400000,4426,1,3,0.0110647690843627,0.011065,,5
F11,400000,400000,1302,1,3,0.003255422897796,0.003255,,5
F12,400000,400000,3841,1,3,0.009602359392169,0.0096025,,6
F13,400000,400000,1006,1,3,0.0025154700375265,0.002515,,4
F14,400000,400000,600,1,3,0.0008409908994323,0.0015,,3
F15,200000,200000,7252,1,3,0.0362594785416424,0.03626,,7
F16,100000,100000,4609,1,3,0.046089521020437,0.04609,,7
F17,200000,200000,2791,1,3,0.0139539516877171,0.013955,,7
F18,200000,200000,8199,1,3,0.0409964511705371,0.040995,,7
F19,100000,100000,2417,1,3,0.024169686005751,0.02417,,6
F20,400000,400000,4403,1,3,0.0110079351718204,0.0110075,,7
F21,200000,200000,5316,1,3,0.0265808096306219,0.02658,,3
F22,200000,200000,3261,1,3,0.0163038092751529,0.016305,,5
F23,200000,200000,1157,1,3,0.0057853147774282,0.005785,,7
F24,400000,400000,1547,1,3,0.0038687224441052,0.0038675,,1
F25,400000,400000,841,1,2,0.0021027334840356,0.0021025,,3
F26,400000,400000,4274,1,2,0.0106859577905615,0.010685,,2
F27,200000,200000,5302,1,2,0.0265109457470937,0.02651,,4
F28,50000,50000,4395,1,2,0.087904090929793,0.0879,,4
F29,400000,400000,8105,1,2,0.0202622743183951,0.0202625,,7
F30,400000,400000,4771,1,2,0.0119270793191901,0.0119275,,3
F31,400000,400000,3482,1,2,0.0087057251502745,0.008705,,5
F32,400000,400000,11919,1,2,0.0297963807010467,0.0297975,,4
F33,400000,400000,2988,1,2,0.0074696082927992,0.00747,,4
F34,400000,400000,1473,1,2,0.0036817452601566,0.0036825,,7
F35,50000,50000,947,1,2,0.0189404571506551,0.01894,,1
F36,200000,200000,2851,1,2,0.0142550615915317,0.014255,,2
F37,200000,200000,11944,1,2,0.0597177938231172,0.05972,,6
F38,100000,100000,3908,1,2,0.0390775527591014,0.03908,,1
F39,400000,400000,2711,1,2,0.0067763533113404,0.0067775,,2
F40,200000,200000,7823,1,2,0.0391153373852926,0.039115,,6
F41,400000,400000,1815,1,2,0.004536715044166,0.0045375,,6
F42,100000,100000,3128,1,2,0.031278076007277,0.03128,,6
F43,100000,100000,7999,1,2,0.0799861447431686,0.07999,,4
F44,400000,400000,3478,1,2,0.0086960849316409,0.008695,,3
F45,400000,400000,11617,1,2,0.0290421319123751,0.0290425,,1
F46,50000,50000,3253,1,2,0.0650635045280356,0.06506,,4
F47,400000,400000,2735,1,2,0.006837166746183,0.0068375,,6
F48,400000,400000,5031,1,2,0.012578240740618,0.0125775,,1
