Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,5285,1,3,0.0132114971028212,0.0132125,,2
F2,400000,400000,2199,1,3,0.0054981631511674,0.0054975,,1
F3,400000,400000,4153,1,3,0.0103825754090691,0.0103825,,2
F4,100000,100000,2940,1,3,0.0293993311806287,0.0294,,2
F5,400000,400000,2928,1,3,0.0073197843387877,0.00732,,7
F6,100000,100000,1961,1,3,0.0196109889808191,0.01961,,7
F7,400000,400000,4239,1,3,0.0105975127134352,0.0105975,,5
F8,400000,400000,3939,1,3,0.0098469809835922,0.0098475,,7
F9,400000,400000,2369,1,3,0.0059216017425995,0.0059225,,6
F10,400000,400000,600,1,3,0.0011517609014397,0.0015,,2
F11,100000,100000,6015,1,3,0.0601463391532561,0.06015,,7
F12,200000,200000,2152,1,3,0.0107589936238298,0.01076,,7
F13,400000,400000,4246,1,3,0.0106150263583801,0.010615,,3
F14,400000,400000,600,1,3,0.0014603735635687,0.0015,,7
F15,100000,100000,5046,1,3,0.0504619070671698,0.05046,,5
F16,100000,100000,5346,1,3,0.0534621877246848,0.05346,,1
F17,100000,100000,3957,1,3,0.039569078408651,0.03957,,1
F18,200000,200000,5379,1,3,0.0268955532945434,0.026895,,7
F19,400000,400000,5783,1,3,0.0144573062004998,0.0144575,,1
F20,400000,400000,1552,1,3,0.0038792476624867,0.00388,,2
F21,400000,400000,3759,1,3,0.0093968621992562,0.0093975,,3
F22,400000,400000,3365,1,3,0.0084124614218423,0.0084125,,5
F23,50000,50000,5957,1,3,0.1191439903755704,0.11914,,7
F24,200000,200000,8399,1,3,0.0419972691473208,0.041995,,5
F25,200000,200000,6277,1,2,0.0313845061139604,0.031385,,1
F26,400000,400000,600,1,2,0.0005800451841456,0.0015,,3
F27,400000,400000,600,1,2,0.0003549331061859,0.0015,,4
F28,100000,100000,8311,1,2,0.0831105647117775,0.08311,,7
F29,200000,200000,1570,1,2,0.0078506218433302,0.00785,,2
F30,400000,400000,1092,1,2,0.002731211838986,0.00273,,5
F31,400000,400000,1655,1,2,0.0041377209058382,0.0041375,,3
F32,400000,400000,600,1,2,0.0003775089429927,0.0015,,5
F33,400000,400000,600,1,2,0.0009529081966689,0.0015,,2
F34,400000,400000,4053,1,2,0.01013344494513,0.0101325,,1
F35,400000,400000,642,1,2,0.0016044885780902,0.001605,,5
F36,400000,400000,600,1,2,0.0002199881394854,0.0015,,1
F37,200000,200000,4247,1,2,0.0212345819700539,0.021235,,2
F38,200000,200000,6701,1,2,0.0335043176281127,0.033505,,7
F39,400000,400000,8920,1,2,0.0223009900125909,0.0223,,5
F40,200000,200000,6121,1,2,0.0306070272133018,0.030605,,5
F41,400000,400000,3090,1,2,0.0077258794394191,0.007725,,1
F42,400000,400000,2659,1,2,0.006646652129931,0.0066475,,4
F43,100000,100000,1328,1,2,0.0132788230054701,0.01328,,5
F44,50000,50000,1751,1,2,0.0350215704926398,0.03502,,2
F45,100000,100000,6023,1,2,0.0602252841764387,0.06023,,7
F46,400000,400000,9283,1,2,0.0232085433996822,0.0232075,,1
F47,200000,200000,9494,1,2,0.0474704938761339,0.04747,,7
F48,200000,200000,3617,1,2,0.018083823359578,0.018085,,3
