Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,6113,1,3,0.0152828331246854,0.0152825,,7
F2,400000,400000,600,1,3,0.0003159557383739,0.0015,,7
F3,50000,50000,2045,1,3,0.0409001062197336,0.0409,,7
F4,200000,200000,2325,1,3,0.0116256681542411,0.011625,,6
F5,400000,400000,3301,1,3,0.0082534212751314,0.0082525,,2
F6,400000,400000,1213,1,3,0.0030332786328114,0.0030325,,2
F7,400000,400000,6868,1,3,0.0171697618729238,0.01717,,3
F8,200000,200000,6627,1,3,0.0331369907879955,0.033135,,5
F9,400000,400000,11623,1,3,0.0290586987126955,0.0290575,,5
F10,400000,400000,7969,1,3,0.0199214001604618,0.0199225,,5
F11,400000,400000,11865,1,3,0.0296626255344022,0.0296625,,3
F12,50000,50000,3788,1,3,0.0757631383062691,0.07576,,1
F13,400000,400000,2615,1,3,0.0065380417224504,0.0065375,,5
F14,400000,400000,6063,1,3,0.0151573447441665,0.0151575,,1
F15,100000,100000,4276,1,3,0.0427579802349126,0.04276,,5
F16,100000,100000,8307,1,3,0.083070996952329,0.08307,,1
F17,400000,400000,3719,1,3,0.0092979978005796,0.0092975,,5
F18,400000,400000,1194,1,3,0.0029840011973248,0.002985,,3
F19,200000,200000,5295,1,3,0.0264744243494781,0.026475,,3
F20,400000,400000,600,1,3,0.0011747372803676,0.0015,,6
F21,200000,200000,2076,1,3,0.0103809160043147,0.01038,,4
F22,200000,200000,9628,1,3,0.048138722853764,0.04814,,7
F23,400000,400000,9283,1,3,0.0232082107509162,0.0232075,,6
F24,400000,400000,1217,1,3,0.0030415252593277,0.0030425,,4
F25,400000,400000,2515,1,2,0.0062870608634118,0.0062875,,3
F26,400000,400000,600,1,2,0.0005353282314344,0.0015,,4
F27,200000,200000,606,1,2,0.0030303285993797,0.00303,,1
F28,400000,400000,11398,1,2,0.0284962423777329,0.028495,,1
F29,400000,400000,3915,1,2,0.0097863760164485,0.0097875,,3
F30,50000,50000,3403,1,2,0.0680622998912702,0.06806,,5
F31,400000,400000,600,1,2,0.0004115177763877,0.0015,,2
F32,400000,400000,10585,1,2,0.0264625352774607,0.0264625,,7
F33,200000,200000,1444,1,2,0.0072204707535725,0.00722,,7
F34,200000,200000,1701,1,2,0.0085041163920666,0.008505,,6
F35,400000,400000,5109,1,2,0.0127717296139778,0.0127725,,5
F36,400000,400000,600,1,2,0.0012799313769981,0.0015,,7
F37,200000,200000,7425,1,2,0.037125521999954,0.037125,,1
F38,200000,200000,2032,1,2,0.0101609042149173,0.01016,,7
F39,400000,400000,7307,1,2,0.0182668513297782,0.0182675,,1
F40,400000,400000,2474,1,2,0.0061845982102059,0.006185,,6
F41,400000,400000,4675,1,2,0.011688180312526,0.0116875,,3
F42,100000,100000,7906,1,2,0.0790617546025725,0.07906,,5
F43,400000,400000,3712,1,2,0.0092795210315533,0.00928,,1
F44,400000,400000,3059,1,2,0.0076472493773834,0.0076475,,4
F45,400000,400000,2134,1,2,0.005334404779196,0.005335,,1
F46,400000,400000,11856,1,2,0.0296398214223624,0.02964,,7
F47,400000,400000,926,1,2,0.0023155139995592,0.002315,,5
F48,100000,100000,6535,1,2,0.0653485121244904,0.06535,,1
