Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,200000,200000,1491,1,3,0.0074541456158934,0.007455,,6
F2,50000,50000,3314,1,3,0.0662788154062991,0.06628,,6
F3,100000,100000,6779,1,3,0.0677916927855865,0.06779,,2
F4,400000,400000,1349,1,3,0.0033713423322646,0.0033725,,5
F5,400000,400000,5112,1,3,0.012780145877513,0.01278,,6
F6,400000,400000,2014,1,3,0.0050348865493512,0.005035,,4
F7,200000,200000,6265,1,3,0.0313231289156189,0.031325,,3
F8,200000,200000,856,1,3,0.0042794903886609,0.00428,,1
F9,400000,400000,11353,1,3,0.0283824097752188,0.0283825,,6
F10,200000,200000,7135,1,3,0.035675520769957,0.035675,,2
F11,400000,400000,3413,1,3,0.0085316614939147,0.0085325,,2
F12,400000,400000,8797,1,3,0.0219918421256007,0.0219925,,1
F13,400000,400000,2759,1,3,0.0068963051010723,0.0068975,,2
F14,400000,400000,3273,1,3,0.0081825437639516,0.0081825,,5
F15,400000,400000,5337,1,3,0.013343245441908,0.0133425,,2
F16,400000,400000,2557,1,3,0.0063919598433624,0.0063925,,7
F17,400000,400000,3128,1,3,0.0078209165723717,0.00782,,7
F18,200000,200000,2661,1,3,0.0133042012186977,0.013305,,7
F19,400000,400000,2286,1,3,0.0057146443243505,0.005715,,1
F20,100000,100000,1891,1,3,0.0189112454204377,0.01891,,6
F21,200000,200000,6142,1,3,0.0307095352280653,0.03071,,5
F22,400000,400000,6893,1,3,0.0172331019069461,0.0172325,,5
F23,400000,400000,2783,1,3,0.0069581965238942,0.0069575,,6
F24,400000,400000,4094,1,3,0.01023614159882,0.010235,,3
F25,100000,100000,6221,1,2,0.0622078988966137,0.06221,,3
F26,200000,200000,10352,1,2,0.0517581598168452,0.05176,,7
F27,100000,100000,7393,1,2,0.0739254616935115,0.07393,,3
F28,200000,200000,8485,1,2,0.0424263005326674,0.042425,,2
F29,400000,400000,600,1,2,0.0009525325442464,0.0015,,2
F30,200000,200000,1409,1,2,0.0070450170314844,0.007045,,4
F31,400000,400000,2823,1,2,0.0070577070679008,0.0070575,,1
F32,400000,400000,2096,1,2,0.0052389316293186,0.00524,,3
F33,200000,200000,8167,1,2,0.0408336971987559,0.040835,,6
F34,400000,400000,8578,1,2,0.0214453526114957,0.021445,,2
F35,100000,100000,2175,1,2,0.0217497349426987,0.02175,,3
F36,400000,400000,7329,1,2,0.0183227930569549,0.0183225,,7
F37,50000,50000,3957,1,2,0.0791442174068464,0.07914,,7
F38,400000,400000,5345,1,2,0.0133635996658154,0.0133625,,3
F39,200000,200000,4470,1,2,0.0223497984464852,0.02235,,3
F40,200000,200000,7479,1,2,0.0373942776893857,0.037395,,7
F41,100000,100000,2393,1,2,0.0239302443628559,0.02393,,2
F42,400000,400000,4595,1,2,0.0114879527942355,0.0114875,,1
F43,400000,400000,5368,1,2,0.0134209606207982,0.01342,,1
F44,200000,200000,2429,1,2,0.0121444998871004,0.012145,,5
F45,100000,100000,3120,1,2,0.0312004193053768,0.0312,,7
F46,200000,200000,779,1,2,0.0038957910108427,0.003895,,3
F47,400000,400000,2443,1,2,0.0061081223660921,0.0061075,,5
F48,400000,400000,1181,1,2,0.002953628676722,0.0029525,,7
