Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,50000,50000,1537,1,3,0.0307413426736671,0.03074,,3
F2,400000,400000,4229,1,3,0.0105730917996202,0.0105725,,4
F3,400000,400000,7229,1,3,0.0180723706819918,0.0180725,,4
F4,400000,400000,600,1,3,0.0012948334658816,0.0015,,1
F5,100000,100000,5835,1,3,0.0583479608748993,0.05835,,6
F6,400000,400000,6497,1,3,0.0162415661889875,0.0162425,,6
F7,400000,400000,600,1,3,0.0011737404933817,0.0015,,2
F8,400000,400000,7387,1,3,0.0184683966259069,0.0184675,,2
F9,400000,400000,2787,1,3,0.0069682178743505,0.0069675,,6
F10,200000,200000,8531,1,3,0.0426572685570549,0.042655,,6
F11,200000,200000,9002,1,3,0.0450077230244141,0.04501,,6
F12,200000,200000,2891,1,3,0.014455160212108,0.014455,,5
F13,200000,200000,6379,1,3,0.0318943576087722,0.031895,,6
F14,400000,400000,11536,1,3,0.0288398215177188,0.02884,,7
F15,400000,400000,8725,1,3,0.021812112018799,0.0218125,,3
F16,200000,200000,4649,1,3,0.0232455189720917,0.023245,,4
F17,100000,100000,5694,1,3,0.0569377788846889,0.05694,,2
F18,200000,200000,5650,1,3,0.0282498324978186,0.02825,,1
F19,200000,200000,1565,1,3,0.0078262071109868,0.007825,,6
F20,200000,200000,688,1,3,0.0034393251606701,0.00344,,5
F21,400000,400000,1051,1,3,0.0026271391955777,0.0026275,,4
F22,400000,400000,1313,1,3,0.003283238272519,0.0032825,,7
F23,400000,400000,806,1,3,0.0020161260150766,0.002015,,5
F24,200000,200000,7225,1,3,0.0361269705406719,0.036125,,5
F25,400000,400000,930,1,2,0.0023262221179156,0.002325,,2
F26,400000,400000,738,1,2,0.0018448797786366,0.001845,,7
F27,200000,200000,6521,1,2,0.0326058012382199,0.032605,,4
F28,200000,200000,11219,1,2,0.0560960316757362,0.056095,,6
F29,50000,50000,1112,1,2,0.0222387925455083,0.02224,,2
F30,400000,400000,5766,1,2,0.0144147667302664,0.014415,,7
F31,400000,400000,7091,1,2,0.0177281422496969,0.0177275,,3
F32,200000,200000,6211,1,2,0.0310552660202274,0.031055,,2
F33,400000,400000,7984,1,2,0.0199597694423238,0.01996,,7
F34,100000,100000,813,1,2,0.0081309766712702,0.00813,,3
F35,50000,50000,2032,1,2,0.040639316673254,0.04064,,2
F36,100000,100000,4301,1,2,0.0430089303146366,0.04301,,2
F37,400000,400000,600,1,2,0.000735293102534,0.0015,,5
F38,100000,100000,3261,1,2,0.0326096950840587,0.03261,,7
F39,400000,400000,6697,1,2,0.0167421910974153,0.0167425,,1
F40,200000,200000,10685,1,2,0.0534239708897476,0.053425,,2
F41,200000,200000,1541,1,2,0.0077037507141432,0.007705,,1
F42,200000,200000,6011,1,2,0.0300556519246468,0.030055,,5
F43,400000,400000,2803,1,2,0.0070063738078211,0.0070075,,3
F44,400000,400000,796,1,2,0.0019897412924651,0.00199,,4
F45,200000,200000,2670,1,2,0.0133493796574194,0.01335,,2
F46,400000,400000,10315,1,2,0.0257884165432192,0.0257875,,6
F47,200000,200000,4313,1,2,0.0215646361242258,0.021565,,5
F48,400000,400000,2426,1,2,0.0060652799691186,0.006065,,1
