Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,8961,1,3,0.0224026568320673,0.0224025,,5
F2,100000,100000,6686,1,3,0.0668604793748712,0.06686,,1
F3,400000,400000,600,1,3,0.0007917742491786,0.0015,,7
F4,400000,400000,6666,1,3,0.0166644628387359,0.016665,,1
F5,400000,400000,7866,1,3,0.0196638282621809,0.019665,,3
F6,200000,200000,4581,1,3,0.0229060132727734,0.022905,,4
F7,100000,100000,9421,1,3,0.0942084743088865,0.09421,,1
F8,400000,400000,3891,1,3,0.0097276029244424,0.0097275,,5
F9,200000,200000,4169,1,3,0.0208444075862165,0.020845,,1
F10,400000,400000,4478,1,3,0.011194775046827,0.011195,,7
F11,200000,200000,5901,1,3,0.0295054358854901,0.029505,,1
F12,400000,400000,2806,1,3,0.0070160645139699,0.007015,,4
F13,400000,400000,8947,1,3,0.0223663870046552,0.0223675,,3
F14,400000,400000,8932,1,3,0.0223296198857303,0.02233,,4
F15,400000,400000,9563,1,3,0.0239083768259587,0.0239075,,1
F16,200000,200000,6268,1,3,0.0313389986063771,0.03134,,5
F17,400000,400000,10909,1,3,0.0272734214579183,0.0272725,,5
F18,400000,400000,4615,1,3,0.0115375284602733,0.0115375,,6
F19,400000,400000,1076,1,3,0.0026911039500271,0.00269,,5
F20,400000,400000,2433,1,3,0.0060814285798556,0.0060825,,1
F21,400000,400000,9130,1,3,0.0228254039887669,0.022825,,1
F22,400000,400000,1368,1,3,0.0034189607020577,0.00342,,6
F23,400000,400000,600,1,3,0.0014922332991592,0.0015,,7
F24,50000,50000,6421,1,3,0.1284107915259741,0.12842,,5
F25,200000,200000,2082,1,2,0.010411040850267,0.01041,,4
F26,100000,100000,1036,1,2,0.0103607250813795,0.01036,,3
F27,400000,400000,3799,1,2,0.0094969093184881,0.0094975,,6
F28,400000,400000,6575,1,2,0.0164377025260035,0.0164375,,3
F29,100000,100000,1269,1,2,0.0126896396005894,0.01269,,1
F30,400000,400000,7085,1,2,0.0177118784685576,0.0177125,,7
F31,400000,400000,4791,1,2,0.011978176857005,0.0119775,,3
F32,400000,400000,5951,1,2,0.0148768934849117,0.0148775,,4
F33,200000,200000,3073,1,2,0.015363998487238,0.015365,,7
F34,400000,400000,7869,1,2,0.0196714770208293,0.0196725,,5
F35,200000,200000,6477,1,2,0.0323845194005845,0.032385,,1
F36,200000,200000,1963,1,2,0.0098139405333044,0.009815,,1
F37,200000,200000,6641,1,2,0.0332039887104345,0.033205,,5
F38,400000,400000,9769,1,2,0.0244222242238955,0.0244225,,1
F39,400000,400000,9390,1,2,0.0234760399597166,0.023475,,5
F40,50000,50000,802,1,2,0.0160397120161333,0.01604,,6
F41,400000,400000,5469,1,2,0.0136727784267983,0.0136725,,5
F42,400000,400000,1385,1,2,0.003461572887336,0.0034625,,3
F43,200000,200000,3441,1,2,0.0172051782314434,0.017205,,5
F44,200000,200000,7806,1,2,0.0390314032257254,0.03903,,5
F45,100000,100000,768,1,2,0.0076796966055584,0.00768,,7
F46,400000,400000,600,1,2,0.0002040009409028,0.0015,,5
F47,100000,100000,726,1,2,0.0072593333714912,0.00726,,2
F48,400000,400000,7063,1,2,0.0176575286992774,0.0176575,,4
