Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,50000,50000,10592,1,3,0.21184769184602892,0.21184,,6
F2,50000,50000,3070,1,3,0.06140030265471619,0.0614,,6
F3,100000,100000,9569,1,3,0.09568575100146337,0.09569,,3
F4,400000,400000,2966,1,3,0.007415795568148198,0.007415,,7
F5,100000,100000,8802,1,3,0.08802274570146895,0.08802,,5
F6,200000,200000,1259,1,3,0.006295148413785867,0.006295,,4
F7,200000,200000,3955,1,3,0.01977555587979174,0.019775,,3
F8,100000,100000,6778,1,3,0.06778326997426504,0.06778,,2
F9,200000,200000,11207,1,3,0.05603564574353537,0.056035,,3
F10,50000,50000,7196,1,3,0.14392612033736454,0.14392,,5
F11,400000,400000,10689,1,3,0.026721268483728355,0.0267225,,6
F12,200000,200000,9587,1,3,0.047934152973290164,0.047935,,5
F13,400000,400000,11217,1,3,0.02804242478152149,0.0280425,,2
F14,200000,200000,7701,1,3,0.03850317754476043,0.038505,,7
F15,400000,400000,3854,1,3,0.009635048771400288,0.009635,,2
F16,200000,200000,859,1,3,0.004294040175253221,0.004295,,2
