Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,200000,200000,3612,1,3,0.0180606485348179,0.01806,6.485348179249839e-07,3,12
F2,200000,200000,8498,1,3,0.0424924838774867,0.04249,2.4838774867197437e-06,5,12
F3,800000,800000,9877,1,3,0.0123466148578037,0.01234625,3.648578037508676e-07,6,3
F4,400000,400000,4047,1,3,0.0101178797572333,0.0101175,3.7975723332812905e-07,7,6
F5,200000,200000,4527,1,3,0.0226353336597681,0.022635,3.336597681098674e-07,7,12
F6,800000,800000,7235,1,3,0.0090438637491315,0.00904375,1.1374913157571886e-07,6,3
F7,800000,800000,3947,1,3,0.0049335179983234,0.00493375,2.3200167657746326e-07,4,3
F8,800000,800000,754,1,3,0.0009428857675571,0.0009425,3.8576755718891357e-07,3,3
F9,200000,200000,7870,1,3,0.0393510052498979,0.03935,1.0052498979826183e-06,6,12
F10,200000,200000,6227,1,3,0.0311348452031536,0.031135,1.5479684631683477e-07,4,12
F11,800000,800000,3079,1,3,0.0038492528234627,0.00384875,5.02823462711962e-07,1,3
F12,400000,400000,9711,1,3,0.0242777864429541,0.0242775,2.864429541962754e-07,6,6
F13,100000,100000,3859,1,3,0.0385888113595215,0.03859,1.1886404784750004e-06,5,24
F14,800000,800000,3540,1,3,0.0044248110931424,0.004425,1.889068575889469e-07,7,3
F15,800000,800000,4565,1,3,0.0057059930703179,0.00570625,2.569296820619308e-07,5,3
F16,800000,800000,952,1,3,0.0011905906417323,0.00119,5.906417323252311e-07,4,3
F17,100000,100000,6995,1,3,0.0699536517503501,0.06995,3.651750350178173e-06,6,24
F18,800000,800000,600,1,3,0.000537835830409,0.00075,0.0002121641695909,3,3
F19,200000,200000,7415,1,3,0.0370731905515917,0.037075,1.8094484082464837e-06,7,12
F20,200000,200000,3461,1,3,0.01730469358852,0.017305,3.0641147995280615e-07,1,12
F21,800000,800000,10007,1,3,0.012508660721376,0.01250875,8.927862398151742e-08,5,3
F22,100000,100000,3848,1,3,0.0384789504427899,0.03848,1.0495572100727155e-06,4,24
F23,200000,200000,8221,1,3,0.0411049171214353,0.041105,8.287856462230182e-08,5,12
F24,800000,800000,4489,1,3,0.0056115375122687,0.00561125,2.875122687272941e-07,1,3
F25,800000,800000,6018,1,3,0.0075224725380419,0.0075225,2.746195805307383e-08,4,3
F26,400000,400000,4272,1,3,0.0106797668718276,0.01068,2.331281723551987e-07,3,6
F27,800000,800000,4911,1,3,0.0061389282368116,0.00613875,1.7823681161370508e-07,6,3
F28,200000,200000,1591,1,3,0.0079548350044767,0.007955,1.6499552325452418e-07,3,12
F29,800000,800000,1156,1,3,0.0014455198457594,0.001445,5.198457594130651e-07,7,3
F30,400000,400000,1172,1,3,0.002930343618832,0.00293,3.436188320432056e-07,6,6
F31,200000,200000,7614,1,3,0.0380689322045401,0.03807,1.0677954598373174e-06,6,12
F32,800000,800000,8381,1,3,0.0104761871973234,0.01047625,6.280267653840932e-08,4,3
F33,800000,800000,2528,1,3,0.0031601835156728,0.00316,1.8351567287631584e-07,2,3
F34,100000,100000,1928,1,3,0.0192798059037139,0.01928,1.940962860227935e-07,4,24
F35,400000,400000,10317,1,3,0.0257926961085747,0.0257925,1.961085747091696e-07,1,6
F36,400000,400000,9463,1,3,0.0236582019266898,0.0236575,7.019266898798671e-07,5,6
F37,800000,800000,4058,1,3,0.0050724073201134,0.0050725,9.267988656299493e-08,5,3
F38,800000,800000,5399,1,3,0.0067484031380432,0.00674875,3.468619567707429e-07,7,3
F39,200000,200000,8237,1,3,0.0411838288901615,0.041185,1.1711098384104002e-06,6,12
F40,800000,800000,3917,1,3,0.0048965163602374,0.00489625,2.66360237412451e-07,3,3
F41,800000,800000,3163,1,3,0.0039541606595147,0.00395375,4.106595147606793e-07,6,3
F42,400000,400000,3787,1,3,0.0094672386847292,0.0094675,2.613152707657551e-07,5,6
F43,200000,200000,7438,1,3,0.0371913367553709,0.03719,1.336755370937026e-06,5,12
F44,100000,100000,3421,1,3,0.0342119625664533,0.03421,1.962566453385384e-06,3,24
F45,100000,100000,6359,1,3,0.0635892551221906,0.06359,7.448778093221975e-07,6,24
F46,400000,400000,801,1,3,0.0020026290884655,0.0020025,1.2908846550637593e-07,1,6
F47,800000,800000,1024,1,3,0.0012798199833622,0.00128,1.8001663771639346e-07,5,3
F48,800000,800000,7150,1,3,0.0089374752276861,0.0089375,2.4772313894638746e-08,1,3
