Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,100000,100000,4493,1,3,0.0449306968118319,0.04493,6.968118319294891e-07,1,24
F2,800000,800000,3055,1,3,0.0038192436048803,0.00381875,4.936048803956192e-07,6,3
F3,800000,800000,2791,1,3,0.0034883194367195,0.00348875,4.305632804331959e-07,5,3
F4,800000,800000,7507,1,3,0.0093833245783614,0.00938375,4.2542163855921467e-07,7,3
F5,800000,800000,2619,1,3,0.0032741882932227,0.00327375,4.3829322279040697e-07,1,3
F6,800000,800000,5751,1,3,0.0071883701204198,0.00718875,3.7987958015957973e-07,6,3
F7,400000,400000,6159,1,3,0.0153970671016525,0.0153975,4.328983474379683e-07,7,6
F8,200000,200000,7415,1,3,0.0370763290337995,0.037075,1.3290337995408574e-06,4,12
F9,800000,800000,3007,1,3,0.0037593294257803,0.00375875,5.794257803889286e-07,3,3
F10,100000,100000,2147,1,3,0.0214688851805441,0.02147,1.114819455871191e-06,6,24
F11,100000,100000,7142,1,3,0.0714227405288649,0.07142,2.7405288649945403e-06,1,24
F12,200000,200000,5847,1,3,0.0292356657993905,0.029235,6.657993905194448e-07,4,12
F13,800000,800000,7597,1,3,0.0094959785209953,0.00949625,2.7147900462549945e-07,5,3
F14,100000,100000,1866,1,3,0.0186608520885881,0.01866,8.520885881428686e-07,4,24
F15,200000,200000,2857,1,3,0.0142846352297987,0.014285,3.647702012752469e-07,7,12
F16,800000,800000,4752,1,3,0.0059397468947529,0.00594,2.531052470380532e-07,1,3
F17,800000,800000,11557,1,3,0.0144458747288989,0.01444625,3.7527110108986905e-07,6,3
F18,200000,200000,1420,1,3,0.0070997898579717,0.0071,2.1014202822820799e-07,4,12
F19,400000,400000,3925,1,3,0.0098130139944205,0.0098125,5.139944205274222e-07,6,6
F20,400000,400000,7047,1,3,0.0176181803339866,0.0176175,6.803339866537361e-07,2,6
F21,200000,200000,963,1,3,0.0048152549191773,0.004815,2.549191773920656e-07,7,12
F22,200000,200000,3647,1,3,0.0182359384275197,0.018235,9.384275197477088e-07,6,12
F23,200000,200000,5350,1,3,0.0267491549718375,0.02675,8.450281624473865e-07,1,12
F24,800000,800000,7828,1,3,0.0097848759233166,0.009785,1.240766833842527e-07,4,3
F25,100000,100000,3348,1,3,0.0334797511144882,0.03348,2.488855118040756e-07,2,24
F26,400000,400000,5902,1,3,0.014755321447352,0.014755,3.21447352031462e-07,1,6
F27,800000,800000,3955,1,3,0.0049435914257534,0.00494375,1.5857424654278085e-07,5,3
F28,800000,800000,3083,1,3,0.003853636615967,0.00385375,1.1338403295120886e-07,4,3
F29,800000,800000,11363,1,3,0.0142043631852838,0.01420375,6.131852838976021e-07,3,3
F30,800000,800000,1073,1,3,0.0013409617166893,0.00134125,2.882833106516124e-07,4,3
F31,200000,200000,11025,1,3,0.0551231792089199,0.055125,1.8207910800968616e-06,1,12
F32,800000,800000,6965,1,3,0.0087066212855695,0.00870625,3.712855695375134e-07,3,3
F33,800000,800000,1294,1,3,0.0016173200063277,0.0016175,1.799936722507098e-07,6,3
F34,400000,400000,6283,1,3,0.0157067503381436,0.0157075,7.496618563834767e-07,1,6
F35,800000,800000,5295,1,3,0.0066191933630712,0.00661875,4.433630712077919e-07,2,3
F36,400000,400000,8111,1,3,0.0202778928166914,0.0202775,3.9281669145588283e-07,2,6
F37,800000,800000,11788,1,3,0.0147346900899461,0.014735,3.099100538712235e-07,2,3
F38,200000,200000,8431,1,3,0.0421527157998836,0.042155,2.2842001163869696e-06,2,12
F39,800000,800000,10411,1,3,0.0130139656805853,0.01301375,2.156805853827798e-07,2,3
F40,100000,100000,3576,1,3,0.0357611713600008,0.03576,1.171360000842836e-06,1,24
F41,800000,800000,600,1,3,0.0002504894663788,0.00075,0.0004995105336211,3,3
F42,400000,400000,5715,1,3,0.0142869352803192,0.0142875,5.647196807175708e-07,4,6
F43,200000,200000,6240,1,3,0.0312022549874865,0.0312,2.2549874865093744e-06,6,12
F44,400000,400000,909,1,3,0.0022727470214587,0.0022725,2.470214587151076e-07,7,6
F45,400000,400000,9041,1,3,0.0226016017268019,0.0226025,8.982731980501646e-07,4,6
F46,200000,200000,9219,1,3,0.0460941808912562,0.046095,8.191087437769973e-07,1,12
F47,400000,400000,876,1,3,0.0021895198956002,0.00219,4.801043997351359e-07,2,6
F48,400000,400000,5291,1,3,0.0132272150593195,0.0132275,2.8494068046898413e-07,1,6
