Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,11815,1,3,0.0147687374310615,0.01476875,1.2568938449059042e-08,5,3
F2,800000,800000,8289,1,3,0.010361239963363,0.01036125,1.0036636978114076e-08,2,3
F3,400000,400000,7385,1,3,0.0184631765601408,0.0184625,6.765601408484367e-07,7,6
F4,800000,800000,10519,1,3,0.0131489069271475,0.01314875,1.5692714754045325e-07,1,3
F5,400000,400000,10409,1,3,0.0260217482584704,0.0260225,7.517415295220375e-07,1,6
F6,400000,400000,8239,1,3,0.020596848369376,0.0205975,6.516306239705283e-07,2,6
F7,400000,400000,11263,1,3,0.0281579189073477,0.0281575,4.189073477579852e-07,7,6
F8,200000,200000,7575,1,3,0.0378773681264733,0.037875,2.3681264733552143e-06,1,12
F9,400000,400000,1378,1,3,0.0034445096534582,0.003445,4.903465417836761e-07,7,6
F10,200000,200000,6776,1,3,0.0338819268242942,0.03388,1.926824294250229e-06,7,12
F11,200000,200000,6406,1,3,0.0320316122613534,0.03203,1.6122613534230723e-06,7,12
F12,800000,800000,6732,1,3,0.0084146052920798,0.008415,3.947079201763876e-07,6,3
F13,400000,400000,5848,1,3,0.0146196800767054,0.01462,3.199232945557545e-07,2,6
F14,100000,100000,4371,1,3,0.0437092761597855,0.04371,7.238402144060796e-07,1,24
F15,800000,800000,9019,1,3,0.0112742720102061,0.01127375,5.220102061425508e-07,5,3
F16,800000,800000,4698,1,3,0.0058726000506448,0.0058725,1.0005064488265852e-07,7,3
F17,800000,800000,2124,1,3,0.0026550427111388,0.002655,4.27111388665545e-08,3,3
F18,200000,200000,6363,1,3,0.0318143959840021,0.031815,6.040159979056603e-07,1,12
F19,800000,800000,3884,1,3,0.0048554095365652,0.004855,4.09536565213961e-07,3,3
F20,800000,800000,9435,1,3,0.0117940081800834,0.01179375,2.581800834702136e-07,3,3
F21,400000,400000,3853,1,3,0.0096323785474208,0.0096325,1.214525791170401e-07,1,6
F22,200000,200000,5827,1,3,0.029135589881428,0.029135,5.898814280577702e-07,1,12
F23,100000,100000,6194,1,3,0.0619397419857224,0.06194,2.580142775057692e-07,7,24
F24,200000,200000,1932,1,3,0.0096598345964289,0.00966,1.65403571004627e-07,7,12
F25,100000,100000,1584,1,3,0.0158406212179659,0.01584,6.212179659778605e-07,2,24
F26,800000,800000,6557,1,3,0.0081965645062802,0.00819625,3.1450628020131266e-07,3,3
F27,400000,400000,1420,1,3,0.0035505075203961,0.00355,5.075203961509359e-07,5,6
F28,800000,800000,2882,1,3,0.0036020370836988,0.0036025,4.6291630117177573e-07,6,3
F29,100000,100000,5384,1,3,0.053840318310542,0.05384,3.183105420911936e-07,7,24
F30,400000,400000,8333,1,3,0.020833669983059,0.0208325,1.1699830590218565e-06,7,6
F31,200000,200000,617,1,3,0.0030848302746616,0.003085,1.6972533836267373e-07,2,12
F32,800000,800000,3947,1,3,0.0049333841828659,0.00493375,3.65817134014533e-07,5,3
F33,200000,200000,4217,1,3,0.0210857526172401,0.021085,7.526172401059461e-07,1,12
F34,400000,400000,5151,1,3,0.0128775307085184,0.0128775,3.0708518464206414e-08,7,6
F35,200000,200000,7674,1,3,0.0383709543125602,0.03837,9.543125602390343e-07,7,12
F36,800000,800000,3809,1,3,0.0047607205862236,0.00476125,5.294137763508372e-07,1,3
F37,200000,200000,8835,1,3,0.0441730513909533,0.044175,1.948609046641125e-06,1,12
F38,400000,400000,2319,1,3,0.0057976322653764,0.0057975,1.322653764264728e-07,2,6
F39,800000,800000,4355,1,3,0.0054437238312853,0.00544375,2.6168714628398152e-08,6,3
F40,400000,400000,2356,1,3,0.0058899036535871,0.00589,9.634641285564267e-08,1,6
F41,800000,800000,3253,1,3,0.0040660144237552,0.00406625,2.355762447128762e-07,2,3
F42,100000,100000,2989,1,3,0.0298902690917202,0.02989,2.690917202813337e-07,7,24
F43,400000,400000,8684,1,3,0.02171035378678,0.02171,3.537867800142147e-07,2,6
F44,800000,800000,679,1,3,0.0008486634545888,0.00084875,8.654541116864724e-08,4,3
F45,800000,800000,965,1,3,0.0012058397981315,0.00120625,4.102018684424853e-07,1,3
F46,800000,800000,3272,1,3,0.0040895988240982,0.00409,4.0117590173818773e-07,7,3
F47,100000,100000,1801,1,3,0.0180107392771443,0.01801,7.392771443487378e-07,1,24
F48,400000,400000,2427,1,3,0.0060670122229165,0.0060675,4.877770834734937e-07,5,6
