Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,6757,1,3,0.0168924290952301,0.0168925,7.09047698575771e-08,2,6
F2,400000,400000,1021,1,3,0.0025528869760601,0.0025525,3.8697606015349755e-07,4,6
F3,100000,100000,6757,1,3,0.0675708288159854,0.06757,8.288159854125121e-07,5,24
F4,200000,200000,682,1,3,0.003410217752907,0.00341,2.177529070633566e-07,5,12
F5,800000,800000,7685,1,3,0.0096064173771296,0.00960625,1.6737712963885157e-07,3,3
F6,400000,400000,7709,1,3,0.0192728851446715,0.0192725,3.851446715129325e-07,6,6
F7,200000,200000,6351,1,3,0.0317530370504647,0.031755,1.9629495352710413e-06,1,12
F8,100000,100000,2076,1,3,0.0207611695025159,0.02076,1.1695025159408343e-06,6,24
F9,800000,800000,7759,1,3,0.0096985248644448,0.00969875,2.2513555511007038e-07,4,3
F10,800000,800000,2185,1,3,0.0027310706354302,0.00273125,1.7936456978961265e-07,6,3
F11,100000,100000,1693,1,3,0.0169292279263156,0.01693,7.720736843186415e-07,6,24
F12,200000,200000,9712,1,3,0.0485624073243861,0.04856,2.4073243861041926e-06,1,12
F13,800000,800000,8409,1,3,0.0105116653118249,0.01051125,4.15311824902842e-07,2,3
F14,800000,800000,5575,1,3,0.0069684151748771,0.00696875,3.348251228817503e-07,3,3
F15,400000,400000,11549,1,3,0.0288729962698803,0.0288725,4.962698803810672e-07,2,6
F16,400000,400000,8261,1,3,0.0206515803707988,0.0206525,9.196292011619256e-07,2,6
F17,800000,800000,4568,1,3,0.0057098150938967,0.00571,1.8490610321358905e-07,7,3
F18,200000,200000,1623,1,3,0.0081152099603901,0.008115,2.0996039016771278e-07,6,12
F19,400000,400000,4814,1,3,0.0120346115212115,0.012035,3.884787884537999e-07,6,6
F20,400000,400000,6569,1,3,0.0164228025466156,0.0164225,3.025466156006407e-07,4,6
F21,800000,800000,600,1,3,0.0001773307374984,0.00075,0.0005726692625015,1,3
F22,800000,800000,600,1,3,0.0002488197597643,0.00075,0.0005011802402356,4,3
F23,800000,800000,5929,1,3,0.0074114025677758,0.00741125,1.5256777589293252e-07,5,3
F24,400000,400000,7249,1,3,0.0181215429514747,0.0181225,9.570485252213825e-07,2,6
F25,800000,800000,1855,1,3,0.0023182322685971,0.00231875,5.177314028798931e-07,1,3
F26,200000,200000,4795,1,3,0.0239745688420024,0.023975,4.311579975581348e-07,6,12
F27,400000,400000,9375,1,3,0.023438299097355,0.0234375,7.990973550087155e-07,1,6
F28,100000,100000,3722,1,3,0.0372206412443748,0.03722,6.412443747938479e-07,5,24
F29,800000,800000,7427,1,3,0.0092841524039539,0.00928375,4.0240395391549777e-07,1,3
F30,400000,400000,9554,1,3,0.02388579109481,0.023885,7.910948100382786e-07,2,6
F31,400000,400000,10884,1,3,0.0272095731814696,0.02721,4.2681853039752693e-07,1,6
F32,100000,100000,1011,1,3,0.0101098287444983,0.01011,1.712555016044476e-07,1,24
F33,800000,800000,9308,1,3,0.0116343837112105,0.011635,6.162887894387015e-07,5,3
F34,400000,400000,7128,1,3,0.0178206799132532,0.01782,6.799132532021857e-07,5,6
F35,200000,200000,6135,1,3,0.0306736078127995,0.030675,1.392187200487116e-06,6,12
F36,400000,400000,8646,1,3,0.0216142816533858,0.021615,7.183466141404138e-07,5,6
F37,800000,800000,3379,1,3,0.0042237495287205,0.00422375,4.712794893918515e-10,2,3
F38,400000,400000,7342,1,3,0.0183544333450927,0.018355,5.666549072920468e-07,5,6
F39,400000,400000,6179,1,3,0.0154482772049341,0.0154475,7.772049341360499e-07,3,6
F40,800000,800000,1328,1,3,0.0016601117412752,0.00166,1.1174127528303103e-07,7,3
F41,100000,100000,5730,1,3,0.0573010433029103,0.0573,1.0433029103348868e-06,5,24
F42,800000,800000,7411,1,3,0.0092636329306499,0.00926375,1.1706935004567045e-07,4,3
F43,200000,200000,3365,1,3,0.0168242976043359,0.016825,7.02395664055333e-07,1,12
F44,800000,800000,6703,1,3,0.0083782872679581,0.00837875,4.627320418053305e-07,2,3
F45,400000,400000,8117,1,3,0.0202928760790758,0.0202925,3.760790758290666e-07,1,6
F46,200000,200000,8361,1,3,0.0418071291933903,0.041805,2.1291933903003213e-06,2,12
F47,400000,400000,1481,1,3,0.0037030696712726,0.0037025,5.696712726101574e-07,3,6
F48,200000,200000,5418,1,3,0.0270909436016446,0.02709,9.436016446887074e-07,5,12
