Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,1142,1,3,0.0014270073095353,0.0014275,4.926904646224833e-07,7,3
F2,800000,800000,2712,1,3,0.0033894051318342,0.00339,5.948681657220664e-07,3,3
F3,400000,400000,2209,1,3,0.0055221868460061,0.0055225,3.13153993861115e-07,1,6
F4,400000,400000,3625,1,3,0.0090623292717093,0.0090625,1.7072829064206096e-07,1,6
F5,400000,400000,2093,1,3,0.0052326258908756,0.0052325,1.2589087569712248e-07,2,6
F6,200000,200000,6949,1,3,0.0347469614050808,0.034745,1.961405080824763e-06,1,12
F7,400000,400000,8827,1,3,0.02206828333753,0.0220675,7.833375300810019e-07,6,6
F8,800000,800000,5195,1,3,0.0064935344034841,0.00649375,2.1559651589789927e-07,6,3
F9,100000,100000,3441,1,3,0.0344095593239175,0.03441,4.4067608246517453e-07,4,24
F10,800000,800000,1939,1,3,0.0024243123976637,0.00242375,5.623976637191865e-07,2,3
F11,800000,800000,7603,1,3,0.0095035686535335,0.00950375,1.8134646647717525e-07,7,3
F12,100000,100000,3574,1,3,0.0357397810582031,0.03574,2.189417968104235e-07,4,24
F13,800000,800000,1160,1,3,0.0014498902858941,0.00145,1.0971410584897925e-07,7,3
F14,100000,100000,7066,1,3,0.0706634963787821,0.07066,3.4963787821085117e-06,4,24
F15,400000,400000,5993,1,3,0.0149823026845106,0.0149825,1.973154893815388e-07,4,6
F16,800000,800000,4610,1,3,0.005762446244775,0.0057625,5.3755224934531887e-08,3,3
F17,200000,200000,816,1,3,0.0040804822510338,0.00408,4.822510338564623e-07,5,12
F18,400000,400000,9603,1,3,0.0240077577999936,0.0240075,2.5779999364428097e-07,1,6
F19,200000,200000,9506,1,3,0.0475313090693838,0.04753,1.3090693837952694e-06,4,12
F20,800000,800000,5118,1,3,0.0063976898505596,0.0063975,1.8985055966203038e-07,5,3
F21,400000,400000,1621,1,3,0.004051908935892,0.0040525,5.910641079206677e-07,4,6
F22,800000,800000,5102,1,3,0.0063776883797758,0.0063775,1.883797758140196e-07,4,3
F23,800000,800000,6897,1,3,0.0086213275711788,0.00862125,7.757117889348186e-08,7,3
F24,800000,800000,9651,1,3,0.0120639221244765,0.01206375,1.7212447654506305e-07,1,3
F25,800000,800000,2379,1,3,0.0029733899806858,0.00297375,3.6001931419654e-07,1,3
F26,800000,800000,9479,1,3,0.0118482778554908,0.01184875,4.721445091369209e-07,5,3
F27,400000,400000,7963,1,3,0.0199071514473707,0.0199075,3.485526292937302e-07,7,6
F28,800000,800000,7726,1,3,0.0096571651739752,0.0096575,3.3482602475320977e-07,6,3
F29,800000,800000,9353,1,3,0.0116914157690504,0.01169125,1.657690504169862e-07,4,3
F30,400000,400000,7310,1,3,0.018273965653354,0.018275,1.0343466459589168e-06,7,6
F31,800000,800000,10827,1,3,0.0135339025522302,0.01353375,1.525522302474325e-07,6,3
F32,200000,200000,7383,1,3,0.0369166052530396,0.036915,1.6052530396881703e-06,4,12
F33,400000,400000,4589,1,3,0.011472028717301,0.0114725,4.71282698925185e-07,3,6
F34,100000,100000,2435,1,3,0.0243505270894834,0.02435,5.27089483486759e-07,6,24
F35,100000,100000,1610,1,3,0.0160999814887219,0.0161,1.8511278006977383e-08,1,24
F36,800000,800000,11031,1,3,0.013789363967639,0.01378875,6.139676390227305e-07,7,3
F37,200000,200000,6163,1,3,0.0308173413085633,0.030815,2.341308563313244e-06,7,12
F38,100000,100000,1610,1,3,0.0161006894112057,0.0161,6.89411205737761e-07,5,24
F39,400000,400000,7035,1,3,0.0175881814222049,0.0175875,6.814222049747465e-07,6,6
F40,400000,400000,9031,1,3,0.022576829109377,0.0225775,6.708906230001865e-07,4,6
F41,100000,100000,3996,1,3,0.039961250358846,0.03996,1.2503588460652248e-06,4,24
F42,800000,800000,7023,1,3,0.0087782620564844,0.00877875,4.879435155352024e-07,2,3
F43,200000,200000,3733,1,3,0.0186662364151363,0.018665,1.236415136302016e-06,4,12
F44,800000,800000,600,1,3,0.0007416993311457,0.00075,8.300668854251863e-06,3,3
F45,200000,200000,7524,1,3,0.0376185564158436,0.03762,1.4435841563936735e-06,4,12
F46,400000,400000,7571,1,3,0.018926512428045,0.0189275,9.875719549426454e-07,1,6
F47,200000,200000,10994,1,3,0.0549684748694203,0.05497,1.5251305796118442e-06,4,12
F48,800000,800000,3800,1,3,0.0047504271174059,0.00475,4.271174059156113e-07,6,3
