Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,200000,200000,1839,1,3,0.0091947598347201,0.009195,,4
F2,400000,400000,600,1,3,0.001288480809932,0.0015,,7
F3,400000,400000,4163,1,3,0.0104073511558058,0.0104075,,6
F4,400000,400000,600,1,3,0.0009149532156667,0.0015,,2
F5,200000,200000,4250,1,3,0.0212504578363393,0.02125,,6
F6,400000,400000,11965,1,3,0.0299125838140156,0.0299125,,7
F7,200000,200000,4349,1,3,0.0217460488252053,0.021745,,7
F8,400000,400000,723,1,3,0.001806819678637,0.0018075,,7
F9,200000,200000,3845,1,3,0.0192245894440737,0.019225,,6
F10,400000,400000,5381,1,3,0.0134524296993859,0.0134525,,6
F11,400000,400000,10209,1,3,0.025522043145934,0.0255225,,2
F12,400000,400000,1695,1,3,0.0042375542414359,0.0042375,,5
F13,400000,400000,6541,1,3,0.0163513768802753,0.0163525,,4
F14,50000,50000,646,1,3,0.0129195756981326,0.01292,,2
F15,400000,400000,7975,1,3,0.0199368578822811,0.0199375,,1
F16,200000,200000,6601,1,3,0.0330052586036437,0.033005,,6
F17,400000,400000,7542,1,3,0.0188554076862438,0.018855,,2
F18,200000,200000,11581,1,3,0.0579072506297391,0.057905,,6
F19,200000,200000,9641,1,3,0.048202678239865,0.048205,,7
F20,100000,100000,671,1,3,0.0067111426035582,0.00671,,7
F21,100000,100000,9355,1,3,0.0935545833178648,0.09355,,2
F22,100000,100000,4194,1,3,0.0419408880043837,0.04194,,2
F23,400000,400000,5937,1,3,0.0148431150628157,0.0148425,,1
F24,200000,200000,2265,1,3,0.0113248798850876,0.011325,,7
F25,400000,400000,1975,1,2,0.004938700235527,0.0049375,,1
F26,400000,400000,1547,1,2,0.003866311857983,0.0038675,,3
F27,400000,400000,5112,1,2,0.012780543680201,0.01278,,1
F28,400000,400000,1338,1,2,0.0033449319075376,0.003345,,4
F29,200000,200000,7321,1,2,0.036604421678144,0.036605,,1
F30,100000,100000,1087,1,2,0.0108694224565553,0.01087,,2
F31,100000,100000,8987,1,2,0.0898689936111528,0.08987,,7
F32,200000,200000,10560,1,2,0.0527982846273511,0.0528,,1
F33,400000,400000,3617,1,2,0.0090436475156046,0.0090425,,5
F34,400000,400000,600,1,2,0.0006727753212958,0.0015,,4
F35,400000,400000,11331,1,2,0.0283280434787712,0.0283275,,2
F36,100000,100000,7711,1,2,0.0771094642937617,0.07711,,2
F37,400000,400000,5913,1,2,0.0147816535439426,0.0147825,,4
F38,400000,400000,1324,1,2,0.0033097411849175,0.00331,,6
F39,200000,200000,1387,1,2,0.0069350402380685,0.006935,,4
F40,400000,400000,837,1,2,0.0020917199675903,0.0020925,,2
F41,400000,400000,7850,1,2,0.019625880259748,0.019625,,7
F42,400000,400000,600,1,2,6.398542364313697e-05,0.0015,,6
F43,200000,200000,10464,1,2,0.0523192692330859,0.05232,,6
F44,400000,400000,1840,1,2,0.0046011548029232,0.0046,,1
F45,400000,400000,2796,1,2,0.0069899446401669,0.00699,,6
F46,200000,200000,2967,1,2,0.0148361463745242,0.014835,,7
F47,400000,400000,2749,1,2,0.0068724466695792,0.0068725,,2
F48,100000,100000,2635,1,2,0.0263499350858878,0.02635,,1
