Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,6775,1,3,0.0169376504752958,0.0169375,,4
F2,100000,100000,6343,1,3,0.0634271385543057,0.06343,,7
F3,400000,400000,810,1,3,0.0020249807464327,0.002025,,6
F4,200000,200000,1178,1,3,0.0058899665452054,0.00589,,2
F5,400000,400000,1347,1,3,0.003368601345461,0.0033675,,1
F6,400000,400000,600,1,3,0.0012238491473065,0.0015,,7
F7,200000,200000,9077,1,3,0.0453832360481096,0.045385,,7
F8,400000,400000,5684,1,3,0.0142105569714506,0.01421,,5
F9,100000,100000,6409,1,3,0.0640897956043029,0.06409,,7
F10,400000,400000,758,1,3,0.001894424091179,0.001895,,4
F11,400000,400000,7546,1,3,0.0188648688801826,0.018865,,5
F12,400000,400000,7751,1,3,0.0193775565155044,0.0193775,,7
F13,400000,400000,11834,1,3,0.0295850294399402,0.029585,,4
F14,400000,400000,3799,1,3,0.00949749997129,0.0094975,,5
F15,400000,400000,7069,1,3,0.0176732304972547,0.0176725,,2
F16,400000,400000,6042,1,3,0.0151044862583149,0.015105,,6
F17,400000,400000,9100,1,3,0.0227508016664079,0.02275,,5
F18,100000,100000,7704,1,3,0.0770410649547594,0.07704,,7
F19,400000,400000,11764,1,3,0.0294103185807802,0.02941,,7
F20,400000,400000,600,1,3,0.0007612818665225,0.0015,,3
F21,400000,400000,1081,1,3,0.0027031867930665,0.0027025,,1
F22,400000,400000,9567,1,3,0.0239177749959839,0.0239175,,3
F23,100000,100000,7965,1,3,0.0796516682597606,0.07965,,7
F24,200000,200000,1279,1,3,0.0063958452145941,0.006395,,6
F25,200000,200000,3098,1,2,0.0154890116798801,0.01549,,7
F26,200000,200000,6232,1,2,0.0311608041342851,0.03116,,3
F27,400000,400000,6198,1,2,0.015494668516616,0.015495,,6
F28,400000,400000,9323,1,2,0.0233074038875332,0.0233075,,2
F29,100000,100000,1128,1,2,0.0112789748808116,0.01128,,3
F30,200000,200000,6557,1,2,0.0327863417008271,0.032785,,7
F31,400000,400000,5188,1,2,0.0129690122652097,0.01297,,4
F32,400000,400000,4607,1,2,0.011517223732088,0.0115175,,7
F33,400000,400000,1283,1,2,0.0032073974526314,0.0032075,,2
F34,400000,400000,909,1,2,0.0022718993019345,0.0022725,,5
F35,200000,200000,6143,1,2,0.0307141251357349,0.030715,,2
F36,50000,50000,3446,1,2,0.0689195140156808,0.06892,,7
F37,400000,400000,6151,1,2,0.0153781080266393,0.0153775,,2
F38,200000,200000,606,1,2,0.0030291657754543,0.00303,,6
F39,400000,400000,8353,1,2,0.0208832307384424,0.0208825,,4
F40,400000,400000,1088,1,2,0.0027198863742505,0.00272,,7
F41,200000,200000,2686,1,2,0.0134289193843298,0.01343,,3
F42,100000,100000,6241,1,2,0.0624121510008845,0.06241,,7
F43,400000,400000,4197,1,2,0.0104934962648682,0.0104925,,4
F44,200000,200000,3842,1,2,0.0192095396892545,0.01921,,3
F45,400000,400000,933,1,2,0.0023333926297193,0.0023325,,2
F46,400000,400000,600,1,2,0.0012663162420369,0.0015,,7
F47,400000,400000,600,1,2,0.0001723800407136,0.0015,,6
F48,200000,200000,8011,1,2,0.0400548083077776,0.040055,,4
