Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,9219,1,3,0.0230467839863973,0.0230475,,4
F2,200000,200000,8608,1,3,0.0430396333206128,0.04304,,6
F3,50000,50000,3732,1,3,0.0746376694060715,0.07464,,1
F4,200000,200000,808,1,3,0.0040396264202029,0.00404,,3
F5,400000,400000,1261,1,3,0.0031519147697929,0.0031525,,5
F6,100000,100000,2538,1,3,0.0253793499831668,0.02538,,5
F7,100000,100000,6917,1,3,0.0691686528370292,0.06917,,2
F8,400000,400000,6407,1,3,0.0160180744982787,0.0160175,,7
F9,50000,50000,1526,1,3,0.0305217397832414,0.03052,,6
F10,200000,200000,3930,1,3,0.0196492940637537,0.01965,,5
F11,400000,400000,8318,1,3,0.0207945413314448,0.020795,,2
F12,400000,400000,600,1,3,0.000133196676111,0.0015,,7
F13,400000,400000,4637,1,3,0.0115925050597874,0.0115925,,7
F14,400000,400000,5653,1,3,0.0141337265409849,0.0141325,,5
F15,400000,400000,7621,1,3,0.0190528775763615,0.0190525,,1
F16,100000,100000,1346,1,3,0.0134591128868953,0.01346,,1
F17,100000,100000,6331,1,3,0.0633116688793656,0.06331,,7
F18,400000,400000,600,1,3,0.0012475479624641,0.0015,,1
F19,400000,400000,1749,1,3,0.0043726718232657,0.0043725,,7
F20,400000,400000,6228,1,3,0.015569009175279,0.01557,,6
F21,400000,400000,5330,1,3,0.0133248105107622,0.013325,,3
F22,400000,400000,600,1,3,0.0008075361274527,0.0015,,7
F23,200000,200000,7825,1,3,0.0391252930943464,0.039125,,5
F24,400000,400000,600,1,3,0.0011294456515269,0.0015,,5
F25,400000,400000,1024,1,2,0.0025595291028208,0.00256,,1
F26,400000,400000,7131,1,2,0.0178270187447738,0.0178275,,4
F27,400000,400000,3357,1,2,0.008393014053417,0.0083925,,5
F28,200000,200000,1263,1,2,0.0063159414685413,0.006315,,2
F29,400000,400000,904,1,2,0.0022597978844646,0.00226,,2
F30,200000,200000,6725,1,2,0.033624112272646,0.033625,,4
F31,200000,200000,8561,1,2,0.0428062776661245,0.042805,,2
F32,400000,400000,1296,1,2,0.0032401548771279,0.00324,,4
F33,400000,400000,5359,1,2,0.0133979049689114,0.0133975,,4
F34,400000,400000,3911,1,2,0.0097782518592622,0.0097775,,6
F35,400000,400000,8239,1,2,0.020596388305888,0.0205975,,7
F36,400000,400000,11503,1,2,0.0287579100980158,0.0287575,,7
F37,100000,100000,9427,1,2,0.0942725471065654,0.09427,,7
F38,200000,200000,912,1,2,0.0045599899763688,0.00456,,6
F39,200000,200000,1669,1,2,0.0083438525357771,0.008345,,1
F40,400000,400000,3529,1,2,0.0088233347017123,0.0088225,,2
F41,200000,200000,6298,1,2,0.031491392721795,0.03149,,2
F42,50000,50000,856,1,2,0.0171196626850172,0.01712,,2
F43,400000,400000,1426,1,2,0.0035660091171737,0.003565,,6
F44,200000,200000,1297,1,2,0.0064848087099223,0.006485,,3
F45,400000,400000,3198,1,2,0.007995051481946,0.007995,,4
F46,200000,200000,4549,1,2,0.022745779909734,0.022745,,6
F47,100000,100000,6289,1,2,0.0628930582999188,0.06289,,1
F48,100000,100000,2811,1,2,0.0281110851740117,0.02811,,1
