Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,11336,1,3,0.0141704706447177,0.01417,4.706447177694334e-07,5,3
F2,400000,400000,7337,1,3,0.0183421367611741,0.0183425,3.6323882586855604e-07,7,6
F3,800000,800000,8275,1,3,0.0103434647424311,0.01034375,2.85257568804001e-07,3,3
F4,400000,400000,10424,1,3,0.0260606869682175,0.02606,6.869682175059122e-07,7,6
F5,200000,200000,6272,1,3,0.0313588121014869,0.03136,1.187898513055341e-06,4,12
F6,400000,400000,7824,1,3,0.0195603423723413,0.01956,3.42372341387287e-07,6,6
F7,400000,400000,7045,1,3,0.0176136763931434,0.0176125,1.1763931434850827e-06,4,6
F8,800000,800000,2363,1,3,0.0029531442990773,0.00295375,6.057009226631029e-07,4,3
F9,200000,200000,4088,1,3,0.0204412066506418,0.02044,1.206650641863427e-06,4,12
F10,400000,400000,6967,1,3,0.0174168339253161,0.0174175,6.660746838769993e-07,3,6
F11,800000,800000,600,1,3,4.8999490748991015e-05,0.00075,0.000701000509251,3,3
F12,200000,200000,8259,1,3,0.0412928281224098,0.041295,2.171877590134708e-06,4,12
F13,400000,400000,11451,1,3,0.0286279554247594,0.0286275,4.5542475948789917e-07,4,6
F14,200000,200000,7085,1,3,0.035424053440547,0.035425,9.465594529994848e-07,4,12
F15,200000,200000,4437,1,3,0.0221858180935664,0.022185,8.180935664563183e-07,7,12
F16,800000,800000,796,1,3,0.0009945035097191,0.000995,4.964902808087934e-07,4,3
F17,800000,800000,4187,1,3,0.0052340108354532,0.00523375,2.608354532735932e-07,5,3
F18,400000,400000,8976,1,3,0.0224394453694608,0.02244,5.54630539148504e-07,5,6
F19,400000,400000,11379,1,3,0.0284462938232992,0.0284475,1.206176700782602e-06,5,6
F20,800000,800000,10267,1,3,0.0128332004565835,0.01283375,5.495434164618646e-07,6,3
F21,400000,400000,6227,1,3,0.0155671662709441,0.0155675,3.337290558225875e-07,7,6
F22,800000,800000,957,1,3,0.0011956774019042,0.00119625,5.725980957063236e-07,5,3
F23,400000,400000,10483,1,3,0.0262083776148727,0.0262075,8.776148727115962e-07,5,6
F24,200000,200000,4434,1,3,0.0221697907528545,0.02217,2.092471454752387e-07,5,12
F25,400000,400000,10179,1,3,0.0254474434232206,0.0254475,5.657677930662187e-08,3,6
F26,400000,400000,8716,1,3,0.0217910910864617,0.02179,1.091086461766505e-06,3,6
F27,200000,200000,5841,1,3,0.0292047690613385,0.029205,2.3093866148918285e-07,5,12
F28,200000,200000,6417,1,3,0.0320829585662008,0.032085,2.041433799199188e-06,5,12
F29,200000,200000,8701,1,3,0.0435028724087084,0.043505,2.1275912915758037e-06,4,12
F30,800000,800000,9985,1,3,0.0124811539351296,0.01248125,9.606487033630985e-08,3,3
F31,200000,200000,6887,1,3,0.034432973552694,0.034435,2.0264473059097843e-06,4,12
F32,800000,800000,3767,1,3,0.0047090314074716,0.00470875,2.814074716419105e-07,7,3
F33,400000,400000,1977,1,3,0.0049428157376203,0.0049425,3.1573762039865255e-07,2,6
F34,400000,400000,10038,1,3,0.0250961951353205,0.025095,1.195135320548879e-06,4,6
F35,400000,400000,11122,1,3,0.027804749451537,0.027805,2.505484629246324e-07,3,6
F36,400000,400000,2252,1,3,0.0056300309343873,0.00563,3.093438735377041e-08,7,6
F37,800000,800000,2544,1,3,0.0031800031689646,0.00318,3.168964690051373e-09,5,3
F38,800000,800000,9639,1,3,0.0120483257602486,0.01204875,4.2423975130448377e-07,1,3
F39,800000,800000,11565,1,3,0.01445623922122,0.01445625,1.0778779976211572e-08,4,3
F40,400000,400000,6899,1,3,0.0172478992495822,0.0172475,3.9924958225578965e-07,5,6
F41,400000,400000,10694,1,3,0.0267353057543929,0.026735,3.057543929811668e-07,4,6
F42,800000,800000,4923,1,3,0.0061538890531276,0.00615375,1.390531276087778e-07,6,3
F43,800000,800000,600,1,3,0.0003937401984138,0.00075,0.0003562598015861,2,3
F44,400000,400000,2235,1,3,0.0055878787722269,0.0055875,3.787722269677982e-07,4,6
F45,400000,400000,1915,1,3,0.0047872458290044,0.0047875,2.541709955700133e-07,6,6
F46,400000,400000,6351,1,3,0.0158774517959348,0.0158775,4.8204065187379415e-08,6,6
F47,200000,200000,9142,1,3,0.0457102681715165,0.04571,2.681715165209209e-07,4,12
F48,800000,800000,9195,1,3,0.0114938408982426,0.01149375,9.089824263425197e-08,1,3
