Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,200000,200000,6301,1,3,0.0315066872220461,0.031505,1.6872220461941478e-06,5,12
F2,200000,200000,1897,1,3,0.0094844053170286,0.009485,5.946829713457391e-07,1,12
F3,400000,400000,11935,1,3,0.0298384421227978,0.0298375,9.421227978485824e-07,3,6
F4,800000,800000,4205,1,3,0.0052565333245782,0.00525625,2.833245782056862e-07,3,3
F5,800000,800000,4344,1,3,0.0054296114177698,0.00543,3.885822301248274e-07,2,3
F6,800000,800000,669,1,3,0.0008357792150803,0.00083625,4.707849196210808e-07,2,3
F7,800000,800000,600,1,3,0.000262988738185,0.00075,0.0004870112618149,5,3
F8,800000,800000,5367,1,3,0.0067088660968213,0.00670875,1.1609682130844097e-07,6,3
F9,200000,200000,9389,1,3,0.0469446736404789,0.046945,3.2635952106063737e-07,7,12
F10,800000,800000,1872,1,3,0.0023405443075897,0.00234,5.44307589786866e-07,7,3
F11,800000,800000,600,1,3,0.000658426736858,0.00075,9.157326314199124e-05,6,3
F12,800000,800000,694,1,3,0.0008676758952788,0.0008675,1.7589527880773097e-07,2,3
F13,100000,100000,5634,1,3,0.0563411334729101,0.05634,1.133472910141986e-06,3,24
F14,800000,800000,1611,1,3,0.0020132238710784,0.00201375,5.261289215043735e-07,1,3
F15,800000,800000,8978,1,3,0.0112225486832617,0.0112225,4.868326177950855e-08,4,3
F16,800000,800000,6857,1,3,0.0085718118488079,0.00857125,5.618488079523615e-07,3,3
F17,200000,200000,7413,1,3,0.0370655650498265,0.037065,5.650498264980763e-07,1,12
F18,800000,800000,11702,1,3,0.0146280940846978,0.0146275,5.940846978958608e-07,1,3
F19,200000,200000,6533,1,3,0.0326661603682375,0.032665,1.1603682375516122e-06,3,12
F20,800000,800000,1120,1,3,0.001399579504045,0.0014,4.204959549879064e-07,5,3
F21,200000,200000,3738,1,3,0.0186891140469249,0.01869,8.859530750277012e-07,7,12
F22,800000,800000,7810,1,3,0.0097625040645423,0.0097625,4.064542320769693e-09,7,3
F23,400000,400000,973,1,3,0.0024323481679011,0.0024325,1.5183209883416413e-07,4,6
F24,800000,800000,4839,1,3,0.0060490217798505,0.00604875,2.7177985056046905e-07,7,3
F25,800000,800000,8980,1,3,0.0112253064900405,0.011225,3.064900405535393e-07,6,3
F26,400000,400000,5341,1,3,0.0133528819564188,0.0133525,3.819564188718705e-07,3,6
F27,400000,400000,11931,1,3,0.0298286835753967,0.0298275,1.1835753967529006e-06,4,6
F28,800000,800000,2915,1,3,0.0036431618921972,0.00364375,5.88107802788982e-07,1,3
F29,100000,100000,8904,1,3,0.0890431253748997,0.08904,3.125374899728972e-06,5,24
F30,400000,400000,6375,1,3,0.0159380320247444,0.0159375,5.320247444748349e-07,4,6
F31,800000,800000,600,1,3,7.93508032664314e-05,0.00075,0.0006706491967335,3,3
F32,800000,800000,5435,1,3,0.0067935682291589,0.00679375,1.81770841058658e-07,5,3
F33,200000,200000,6393,1,3,0.031963173338036,0.031965,1.8266619640008863e-06,7,12
F34,400000,400000,9353,1,3,0.0233818422007663,0.0233825,6.577992336109784e-07,3,6
F35,400000,400000,8622,1,3,0.0215550571787918,0.021555,5.71787918852984e-08,1,6
F36,200000,200000,6149,1,3,0.0307469781903302,0.030745,1.978190330285956e-06,1,12
F37,400000,400000,2321,1,3,0.0058025598135739,0.0058025,5.981357394276021e-08,5,6
F38,800000,800000,10472,1,3,0.0130899459485742,0.01309,5.4051425760551226e-08,5,3
F39,800000,800000,4973,1,3,0.0062156801280005,0.00621625,5.698719994446169e-07,4,3
F40,400000,400000,10513,1,3,0.0262825955838849,0.0262825,9.558388490427117e-08,7,6
F41,400000,400000,6692,1,3,0.0167290749498601,0.01673,9.250501398529176e-07,6,6
F42,400000,400000,10002,1,3,0.0250057796975319,0.025005,7.796975319551702e-07,5,6
F43,400000,400000,4531,1,3,0.0113268901267392,0.0113275,6.098732607366653e-07,2,6
F44,800000,800000,986,1,3,0.0012325634344741,0.0012325,6.343447412921617e-08,6,3
F45,400000,400000,10063,1,3,0.0251578431057767,0.0251575,3.4310577672058695e-07,6,6
F46,800000,800000,5427,1,3,0.0067840436747312,0.00678375,2.9367473129530974e-07,2,3
F47,800000,800000,682,1,3,0.0008530856379637,0.0008525,5.856379637755524e-07,3,3
F48,200000,200000,9939,1,3,0.0496963776133198,0.049695,1.3776133198084572e-06,1,12
