Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,200000,200000,8680,1,3,0.04340009811522949,0.0434,,3
F2,400000,400000,4018,1,3,0.010045099653118061,0.010045,,2
F3,400000,400000,6603,1,3,0.016507900088920446,0.0165075,,5
F4,400000,400000,5758,1,3,0.014396000549046328,0.014395,,6
F5,400000,400000,11239,1,3,0.028097093448533283,0.0280975,,4
F6,100000,100000,5752,1,3,0.0575190302683084,0.05752,,6
F7,200000,200000,6516,1,3,0.032582169444483555,0.03258,,5
F8,200000,200000,4661,1,3,0.02330501330064505,0.023305,,1
F9,100000,100000,1016,1,3,0.010161141576093824,0.01016,,7
F10,400000,400000,4797,1,3,0.011993022651277663,0.0119925,,4
F11,400000,400000,10710,1,3,0.026775332307719224,0.026775,,7
F12,400000,400000,7366,1,3,0.018414478645162657,0.018415,,4
F13,200000,200000,7493,1,3,0.037463003754223845,0.037465,,6
F14,200000,200000,7546,1,3,0.037731005077564994,0.03773,,1
F15,400000,400000,978,1,3,0.0024442280430350127,0.002445,,7
F16,400000,400000,5027,1,3,0.012567392658825893,0.0125675,,6
F17,400000,400000,8687,1,3,0.02171679872633575,0.0217175,,2
F18,400000,400000,10105,1,3,0.02526142984329305,0.0252625,,3
F19,100000,100000,4507,1,3,0.04507094036364229,0.04507,,4
F20,200000,200000,7602,1,3,0.03800872775858305,0.03801,,4
F21,200000,200000,2185,1,3,0.01092469077366881,0.010925,,5
F22,400000,400000,3054,1,3,0.007634724144890359,0.007635,,3
F23,50000,50000,1890,1,3,0.03780221917455551,0.0378,,3
F24,200000,200000,8079,1,3,0.04039617540453022,0.040395,,6
F25,200000,200000,1747,1,3,0.008734436340734286,0.008735,,1
F26,400000,400000,5279,1,3,0.013198057945493502,0.0131975,,3
F27,400000,400000,2781,1,3,0.006951769914109174,0.0069525,,5
F28,100000,100000,10835,1,3,0.10834936356177347,0.10835,,6
F29,200000,200000,7745,1,3,0.03872678895052997,0.038725,,2
F30,200000,200000,4013,1,3,0.020065839671316768,0.020065,,7
F31,200000,200000,5692,1,3,0.02846071264512895,0.02846,,2
F32,50000,50000,3265,1,3,0.06529531519922714,0.0653,,2
