Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,2995,1,2,0.0074865529016168,0.0074875,,7
F2,400000,400000,3133,1,2,0.0078330562107451,0.0078325,,7
F3,400000,400000,1673,1,2,0.0041817316272748,0.0041825,,1
F4,400000,400000,2065,1,2,0.0051636486234319,0.0051625,,3
F5,400000,400000,6343,1,2,0.0158571752213699,0.0158575,,2
F6,400000,400000,1665,1,2,0.0041613840708255,0.0041625,,2
F7,400000,400000,5411,1,2,0.0135285662296348,0.0135275,,1
F8,400000,400000,2864,1,2,0.0071596082601451,0.00716,,3
F9,200000,200000,2307,1,2,0.0115354258562744,0.011535,,3
F10,200000,200000,6227,1,2,0.031136508978681,0.031135,,7
F11,400000,400000,9161,1,2,0.0229022989694192,0.0229025,,2
F12,200000,200000,8529,1,2,0.0426456918375334,0.042645,,3
F13,400000,400000,7605,1,2,0.019012453826843,0.0190125,,3
F14,400000,400000,2871,1,2,0.0071774947429461,0.0071775,,6
F15,400000,400000,604,1,2,0.001510785172148,0.00151,,7
F16,200000,200000,11702,1,2,0.0585077883941894,0.05851,,7
F17,400000,400000,7169,1,2,0.0179222947643101,0.0179225,,7
F18,400000,400000,1604,1,2,0.0040106587715421,0.00401,,6
F19,200000,200000,2177,1,2,0.0108855610910681,0.010885,,7
F20,400000,400000,4073,1,2,0.0101816617183426,0.0101825,,6
F21,200000,200000,1520,1,2,0.0075991548744802,0.0076,,1
F22,400000,400000,6955,1,2,0.01738665917266,0.0173875,,6
F23,200000,200000,1550,1,2,0.0077512237849828,0.00775,,6
F24,400000,400000,2174,1,2,0.0054355772387247,0.005435,,2
F25,200000,200000,11261,1,2,0.0563027372390178,0.056305,,6
F26,100000,100000,969,1,2,0.0096889012671849,0.00969,,3
F27,200000,200000,1080,1,2,0.0054012068591771,0.0054,,4
F28,400000,400000,600,1,2,0.0003262323751712,0.0015,,4
F29,200000,200000,10507,1,2,0.0525362996511054,0.052535,,7
F30,200000,200000,5609,1,2,0.0280454585820158,0.028045,,3
F31,200000,200000,3845,1,2,0.0192247376979018,0.019225,,1
F32,400000,400000,3869,1,2,0.0096728650870889,0.0096725,,1
F33,400000,400000,2481,1,2,0.006202042932552,0.0062025,,7
F34,400000,400000,600,1,2,0.0008151361525196,0.0015,,1
F35,400000,400000,11637,1,2,0.0290917357293865,0.0290925,,6
F36,400000,400000,2591,1,2,0.0064783334285335,0.0064775,,1
F37,200000,200000,1486,1,2,0.0074295374364028,0.00743,,2
F38,400000,400000,600,1,2,0.0010209484872815,0.0015,,3
F39,400000,400000,2385,1,2,0.0059627064228341,0.0059625,,6
F40,400000,400000,4310,1,2,0.0107760759333261,0.010775,,2
F41,200000,200000,10081,1,2,0.0504055342130408,0.050405,,6
F42,400000,400000,9975,1,2,0.0249383638693364,0.0249375,,7
F43,400000,400000,3105,1,2,0.0077618815143978,0.0077625,,2
F44,400000,400000,10703,1,2,0.0267581207452218,0.0267575,,6
F45,200000,200000,1533,1,2,0.0076654806670456,0.007665,,3
F46,200000,200000,5630,1,2,0.0281489325464354,0.02815,,1
F47,400000,400000,683,1,2,0.0017077365836453,0.0017075,,7
F48,400000,400000,600,1,2,0.0012666600406411,0.0015,,5
