Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,4013,1,2,0.0100329146701255,0.0100325,,2
F2,200000,200000,4255,1,2,0.021275523087991,0.021275,,2
F3,100000,100000,1776,1,2,0.0177609672369162,0.01776,,2
F4,200000,200000,1667,1,2,0.0083350513625873,0.008335,,3
F5,400000,400000,4303,1,2,0.0107585527976561,0.0107575,,5
F6,400000,400000,3120,1,2,0.0078011693908343,0.0078,,1
F7,400000,400000,4283,1,2,0.0107077852425622,0.0107075,,4
F8,400000,400000,1549,1,2,0.0038732498290142,0.0038725,,7
F9,400000,400000,6147,1,2,0.0153672688029856,0.0153675,,5
F10,400000,400000,2766,1,2,0.0069145386182445,0.006915,,6
F11,200000,200000,6567,1,2,0.0328327825181039,0.032835,,6
F12,200000,200000,6191,1,2,0.030952755540703,0.030955,,2
F13,400000,400000,3255,1,2,0.008137258741815,0.0081375,,5
F14,400000,400000,2717,1,2,0.006791772128895,0.0067925,,2
F15,400000,400000,2229,1,2,0.005572420192683,0.0055725,,4
F16,400000,400000,3055,1,2,0.0076384783266633,0.0076375,,3
F17,200000,200000,7419,1,2,0.0370973295324567,0.037095,,4
F18,400000,400000,7107,1,2,0.0177676876942162,0.0177675,,6
F19,200000,200000,1025,1,2,0.005124499438243,0.005125,,6
F20,400000,400000,4826,1,2,0.0120653155979751,0.012065,,2
F21,400000,400000,1531,1,2,0.00382781420748,0.0038275,,5
F22,400000,400000,9737,1,2,0.0243421300015232,0.0243425,,1
F23,200000,200000,10035,1,2,0.0501768940870571,0.050175,,2
F24,400000,400000,5983,1,2,0.0149579892261512,0.0149575,,1
F25,200000,200000,1172,1,2,0.0058601117250092,0.00586,,5
F26,200000,200000,2633,1,2,0.0131638204806087,0.013165,,3
F27,200000,200000,1161,1,2,0.0058047805331172,0.005805,,1
F28,400000,400000,5325,1,2,0.0133125343332928,0.0133125,,4
F29,400000,400000,1099,1,2,0.0027479323538631,0.0027475,,3
F30,400000,400000,1297,1,2,0.0032422241997928,0.0032425,,7
F31,100000,100000,905,1,2,0.009050970268594,0.00905,,7
F32,200000,200000,9651,1,2,0.0482552764230095,0.048255,,2
F33,400000,400000,3029,1,2,0.0075724444629186,0.0075725,,7
F34,200000,200000,11286,1,2,0.0564313921467764,0.05643,,2
F35,400000,400000,7716,1,2,0.0192902520342703,0.01929,,1
F36,200000,200000,3646,1,2,0.0182308765765064,0.01823,,4
F37,200000,200000,984,1,2,0.0049196908427807,0.00492,,3
F38,400000,400000,4299,1,2,0.0107464957392483,0.0107475,,1
F39,400000,400000,8072,1,2,0.0201793060556018,0.02018,,5
F40,400000,400000,2426,1,2,0.0060640599062373,0.006065,,4
F41,400000,400000,1499,1,2,0.0037467737019256,0.0037475,,1
F42,400000,400000,8990,1,2,0.0224747253672295,0.022475,,6
F43,400000,400000,9528,1,2,0.023819105329327,0.02382,,4
F44,200000,200000,2795,1,2,0.0139748430145634,0.013975,,6
F45,200000,200000,1884,1,2,0.0094205848674467,0.00942,,6
F46,400000,400000,1961,1,2,0.0049024420802572,0.0049025,,2
F47,200000,200000,8293,1,2,0.0414642308525788,0.041465,,1
F48,400000,400000,5943,1,2,0.0148568561413272,0.0148575,,7
