Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,2225,1,3,0.005563275810255175,0.0055625,,4
F2,400000,400000,5157,1,3,0.012891876259537693,0.0128925,,3
F3,400000,400000,9391,1,3,0.023476664059079555,0.0234775,,4
F4,200000,200000,4455,1,3,0.022274404914401136,0.022275,,5
F5,200000,200000,3854,1,3,0.019269218864669257,0.01927,,7
F6,400000,400000,600,1,3,0.00021558950682187827,0.0015,,7
F7,400000,400000,9855,1,3,0.02463783244392126,0.0246375,,3
F8,200000,200000,1064,1,3,0.0053193493336041175,0.00532,,2
F9,100000,100000,3220,1,3,0.03220141432540713,0.0322,,4
F10,400000,400000,3689,1,3,0.009221876064935963,0.0092225,,3
F11,400000,400000,2178,1,3,0.005445523299913657,0.005445,,3
F12,400000,400000,1813,1,3,0.004532634526349222,0.0045325,,1
F13,100000,100000,8040,1,3,0.0804044880683159,0.0804,,4
F14,400000,400000,2010,1,3,0.005024771543171269,0.005025,,7
F15,400000,400000,600,1,3,0.0011432260338934963,0.0015,,1
F16,400000,400000,7241,1,3,0.018103748925443863,0.0181025,,5
F17,400000,400000,9506,1,3,0.0237653709476649,0.023765,,7
F18,400000,400000,4641,1,3,0.01160246653522451,0.0116025,,4
F19,400000,400000,600,1,3,0.00011779808039463768,0.0015,,4
F20,400000,400000,3543,1,3,0.008857658049925665,0.0088575,,2
F21,400000,400000,852,1,3,0.0021287897646826703,0.00213,,5
F22,400000,400000,1129,1,3,0.002821729028352371,0.0028225,,6
F23,400000,400000,1007,1,3,0.002516347792258955,0.0025175,,4
F24,100000,100000,2520,1,3,0.025199469994407586,0.0252,,5
F25,400000,400000,3763,1,3,0.0094066280320248,0.0094075,,6
F26,400000,400000,600,1,3,0.00046474203759194754,0.0015,,3
F27,100000,100000,998,1,3,0.009979735116692756,0.00998,,5
F28,400000,400000,3020,1,3,0.007550674900685117,0.00755,,6
F29,400000,400000,7428,1,3,0.018570894141545224,0.01857,,4
F30,400000,400000,3264,1,3,0.008159423133711818,0.00816,,7
F31,200000,200000,7107,1,3,0.035533052064392945,0.035535,,7
F32,200000,200000,6387,1,3,0.031935356041655594,0.031935,,2
F33,400000,400000,7395,1,3,0.018487688593981505,0.0184875,,2
F34,400000,400000,2453,1,3,0.006133522148634829,0.0061325,,1
F35,200000,200000,3323,1,3,0.01661426244989439,0.016615,,7
F36,100000,100000,1029,1,3,0.0102889758369277,0.01029,,2
F37,100000,100000,4621,1,3,0.046211168937756314,0.04621,,3
F38,400000,400000,3672,1,3,0.009178826250336891,0.00918,,5
F39,200000,200000,8581,1,3,0.04290326928349546,0.042905,,7
F40,400000,400000,2101,1,3,0.005251328340758518,0.0052525,,5
F41,400000,400000,725,1,3,0.0018127685173327246,0.0018125,,6
F42,400000,400000,839,1,3,0.0020966242568816046,0.0020975,,2
F43,400000,400000,8539,1,3,0.021346327127550413,0.0213475,,3
F44,400000,400000,1044,1,3,0.0026110298841263285,0.00261,,3
F45,200000,200000,8447,1,3,0.04223531272428812,0.042235,,3
F46,400000,400000,3769,1,3,0.009423567699916084,0.0094225,,1
F47,400000,400000,3693,1,3,0.009232136107744208,0.0092325,,4
F48,400000,400000,9259,1,3,0.023148000926854605,0.0231475,,2
