Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,100000,100000,7235,1,3,0.07235382504696974,0.07235,,2
F2,200000,200000,1551,1,3,0.007754725985334332,0.007755,,7
F3,400000,400000,2528,1,3,0.006319599574781121,0.00632,,5
F4,50000,50000,3512,1,3,0.07023747208359232,0.07024,,5
F5,400000,400000,8295,1,3,0.020736602145005056,0.0207375,,3
F6,400000,400000,3633,1,3,0.009082900757866996,0.0090825,,2
F7,100000,100000,3349,1,3,0.033490762414318476,0.03349,,3
F8,50000,50000,2190,1,3,0.043802323558963074,0.0438,,3
F9,400000,400000,865,1,3,0.002162835079450809,0.0021625,,2
F10,200000,200000,3205,1,3,0.01602486760407318,0.016025,,2
F11,100000,100000,6275,1,3,0.06275213775880006,0.06275,,2
F12,100000,100000,10026,1,3,0.10026417161405055,0.10026,,5
F13,200000,200000,1910,1,3,0.009549108625628189,0.00955,,4
F14,400000,400000,1263,1,3,0.0031575118438974537,0.0031575,,4
F15,400000,400000,1847,1,3,0.004616601907057483,0.0046175,,7
F16,400000,400000,9149,1,3,0.02287139232216795,0.0228725,,6
F17,400000,400000,3456,1,3,0.008639763902993702,0.00864,,6
F18,100000,100000,3077,1,3,0.030768158545788737,0.03077,,5
F19,200000,200000,2053,1,3,0.010266235229588916,0.010265,,5
F20,400000,400000,5391,1,3,0.013478549377038074,0.0134775,,7
F21,400000,400000,970,1,3,0.0024248621704019424,0.002425,,2
F22,400000,400000,10987,1,3,0.027467621114965257,0.0274675,,3
F23,200000,200000,9423,1,3,0.047113680497935295,0.047115,,5
F24,400000,400000,2174,1,3,0.005435619866427155,0.005435,,6
F25,200000,200000,11221,1,3,0.05610426690104375,0.056105,,2
F26,400000,400000,918,1,3,0.0022955124364933965,0.002295,,1
F27,400000,400000,5335,1,3,0.01333638103658441,0.0133375,,3
F28,400000,400000,2950,1,3,0.007374307594493368,0.007375,,2
F29,400000,400000,741,1,3,0.0018525136948293053,0.0018525,,4
F30,200000,200000,10181,1,3,0.05090509530511933,0.050905,,3
F31,200000,200000,11732,1,3,0.05866160224992939,0.05866,,5
F32,400000,400000,10509,1,3,0.026271384755532257,0.0262725,,2
F33,400000,400000,600,1,3,0.00023602410077938618,0.0015,,5
F34,200000,200000,7226,1,3,0.036128011463546106,0.03613,,5
F35,400000,400000,4017,1,3,0.010043387699438244,0.0100425,,6
F36,200000,200000,3921,1,3,0.019606188009061387,0.019605,,7
F37,50000,50000,842,1,3,0.016839570631748735,0.01684,,5
F38,400000,400000,2684,1,3,0.0067112446684368665,0.00671,,4
F39,400000,400000,1753,1,3,0.0043830474681374465,0.0043825,,3
F40,400000,400000,11585,1,3,0.028963129552848244,0.0289625,,6
F41,100000,100000,757,1,3,0.007569510523054324,0.00757,,3
F42,200000,200000,5338,1,3,0.026690225732048628,0.02669,,5
F43,400000,400000,3461,1,3,0.008653177540059925,0.0086525,,5
F44,50000,50000,2552,1,3,0.05104165359918686,0.05104,,5
F45,400000,400000,6478,1,3,0.01619600911041745,0.016195,,6
F46,100000,100000,3053,1,3,0.030530347167370575,0.03053,,2
F47,100000,100000,5025,1,3,0.0502493642901339,0.05025,,2
F48,200000,200000,8639,1,3,0.043193247098017716,0.043195,,2
