Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,3331,1,3,0.00832645671863308,0.0083275,,3
F2,400000,400000,1099,1,3,0.002746657608862113,0.0027475,,7
F3,200000,200000,689,1,3,0.00344479665353975,0.003445,,1
F4,400000,400000,1695,1,3,0.004238214616513969,0.0042375,,2
F5,200000,200000,995,1,3,0.004974205363465767,0.004975,,2
F6,200000,200000,7223,1,3,0.03611427465844108,0.036115,,2
F7,100000,100000,782,1,3,0.007820591535069477,0.00782,,6
F8,400000,400000,8678,1,3,0.021694846276553215,0.021695,,4
F9,100000,100000,1631,1,3,0.016311195440804338,0.01631,,4
F10,200000,200000,5453,1,3,0.027266080890371913,0.027265,,3
F11,400000,400000,7715,1,3,0.019288248625552562,0.0192875,,1
F12,400000,400000,600,1,3,0.00015497014207255244,0.0015,,6
F13,400000,400000,1395,1,3,0.00348798474431955,0.0034875,,3
F14,200000,200000,6911,1,3,0.03455423650752565,0.034555,,4
F15,400000,400000,600,1,3,0.0005366225138675462,0.0015,,3
F16,400000,400000,3877,1,3,0.00969354429789071,0.0096925,,3
F17,400000,400000,2517,1,3,0.0062934915664650815,0.0062925,,3
F18,200000,200000,3147,1,3,0.01573593802281223,0.015735,,6
F19,400000,400000,1374,1,3,0.0034351230440375635,0.003435,,3
F20,400000,400000,2253,1,3,0.005631342086714813,0.0056325,,1
F21,400000,400000,600,1,3,0.001073227051792941,0.0015,,1
F22,400000,400000,1818,1,3,0.0045458316015165035,0.004545,,4
F23,400000,400000,4207,1,3,0.010518044616430688,0.0105175,,1
F24,400000,400000,600,1,3,0.0011124678341854766,0.0015,,7
F25,400000,400000,2037,1,3,0.00509188558877785,0.0050925,,4
F26,400000,400000,3659,1,3,0.009146728542107019,0.0091475,,1
F27,400000,400000,1166,1,3,0.0029152374539007375,0.002915,,4
F28,400000,400000,2737,1,3,0.006842510029572785,0.0068425,,4
F29,400000,400000,600,1,3,0.0010199913378862446,0.0015,,4
F30,200000,200000,1501,1,3,0.007505494986791428,0.007505,,2
F31,400000,400000,987,1,3,0.0024678038851544126,0.0024675,,6
F32,400000,400000,1860,1,3,0.004649745902155,0.00465,,6
F33,200000,200000,1024,1,3,0.005120100507862102,0.00512,,6
F34,400000,400000,8392,1,3,0.020981125946773663,0.02098,,2
F35,400000,400000,2268,1,3,0.005671188472759853,0.00567,,3
F36,400000,400000,5127,1,3,0.01281737253813199,0.0128175,,2
F37,400000,400000,6835,1,3,0.017088475495519617,0.0170875,,3
F38,400000,400000,3375,1,3,0.008438509306823355,0.0084375,,4
F39,200000,200000,653,1,3,0.0032640936251390057,0.003265,,2
F40,100000,100000,710,1,3,0.007099688078659155,0.0071,,6
F41,400000,400000,600,1,3,0.00011115542732935413,0.0015,,2
F42,400000,400000,600,1,3,0.0003559382837315245,0.0015,,5
F43,400000,400000,805,1,3,0.00201238696302343,0.0020125,,5
F44,400000,400000,1359,1,3,0.0033975668907804332,0.0033975,,1
F45,200000,200000,1810,1,3,0.009048898863610176,0.00905,,2
F46,200000,200000,1991,1,3,0.009953962504028031,0.009955,,4
F47,400000,400000,3111,1,3,0.0077775251590481535,0.0077775,,1
F48,200000,200000,6098,1,3,0.03049101939783982,0.03049,,2
