Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,100000,100000,2257,1,2,0.0225703780461036,0.02257,,3
F2,400000,400000,3171,1,2,0.0079263769821855,0.0079275,,3
F3,400000,400000,2571,1,2,0.0064282908337633,0.0064275,,4
F4,50000,50000,3847,1,2,0.0769425254077768,0.07694,,4
F5,400000,400000,8403,1,2,0.0210073567764026,0.0210075,,2
F6,400000,400000,600,1,2,0.0007234345824984,0.0015,,5
F7,200000,200000,11261,1,2,0.0563063041710566,0.056305,,1
F8,400000,400000,10167,1,2,0.0254176022611102,0.0254175,,1
F9,400000,400000,7433,1,2,0.0185821599815317,0.0185825,,1
F10,100000,100000,2202,1,2,0.0220189864446491,0.02202,,6
F11,400000,400000,846,1,2,0.0021144629300945,0.002115,,6
F12,400000,400000,9235,1,2,0.0230874385337974,0.0230875,,7
F13,400000,400000,5750,1,2,0.0143752451938146,0.014375,,3
F14,400000,400000,6725,1,2,0.016811427206659,0.0168125,,7
F15,400000,400000,1855,1,2,0.0046369941046814,0.0046375,,2
F16,200000,200000,710,1,2,0.0035499492170922,0.00355,,3
F17,100000,100000,7501,1,2,0.0750099908845026,0.07501,,2
F18,400000,400000,1538,1,2,0.0038462117518633,0.003845,,4
F19,400000,400000,1284,1,2,0.003210087678677,0.00321,,7
F20,400000,400000,2130,1,2,0.005325503397106,0.005325,,5
F21,200000,200000,11014,1,2,0.05506931364761,0.05507,,4
F22,400000,400000,4505,1,2,0.0112614990213722,0.0112625,,4
F23,400000,400000,3012,1,2,0.0075287999475661,0.00753,,7
F24,400000,400000,1986,1,2,0.0049640306457226,0.004965,,7
F25,400000,400000,10403,1,2,0.0260084123567402,0.0260075,,7
F26,400000,400000,627,1,2,0.001567313787037,0.0015675,,3
F27,400000,400000,2875,1,2,0.007187155485426,0.0071875,,6
F28,100000,100000,753,1,2,0.0075309821178389,0.00753,,2
F29,200000,200000,6037,1,2,0.03018541173594,0.030185,,5
F30,200000,200000,6034,1,2,0.030170699294381,0.03017,,3
F31,400000,400000,600,1,2,0.0003391789057796,0.0015,,7
F32,400000,400000,1505,1,2,0.0037630391192273,0.0037625,,6
F33,400000,400000,7693,1,2,0.0192313172758405,0.0192325,,4
F34,400000,400000,4574,1,2,0.0114354883441042,0.011435,,2
F35,400000,400000,1091,1,2,0.0027271963976522,0.0027275,,4
F36,400000,400000,600,1,2,0.00124380588748,0.0015,,2
F37,400000,400000,5197,1,2,0.0129930830359859,0.0129925,,6
F38,200000,200000,1787,1,2,0.0089347005462639,0.008935,,5
F39,400000,400000,1194,1,2,0.0029847856974581,0.002985,,5
F40,400000,400000,7225,1,2,0.0180625777647232,0.0180625,,5
F41,400000,400000,787,1,2,0.0019662582098836,0.0019675,,2
F42,400000,400000,614,1,2,0.0015352148312951,0.001535,,1
F43,100000,100000,926,1,2,0.0092596060902527,0.00926,,1
F44,400000,400000,1163,1,2,0.0029067824970761,0.0029075,,1
F45,400000,400000,2147,1,2,0.0053662976194534,0.0053675,,1
F46,400000,400000,10031,1,2,0.0250781320025887,0.0250775,,5
F47,100000,100000,8699,1,2,0.0869892924457694,0.08699,,2
F48,400000,400000,2153,1,2,0.0053828421640482,0.0053825,,3
