Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,100000,100000,2687,1,2,0.0268704035927295,0.02687,,4
F2,400000,400000,600,1,2,0.0013694434194981,0.0015,,6
F3,200000,200000,889,1,2,0.0044447014168669,0.004445,,5
F4,400000,400000,4162,1,2,0.0104054300932245,0.010405,,7
F5,400000,400000,600,1,2,0.0007191846589963,0.0015,,1
F6,400000,400000,2827,1,2,0.007067361129737,0.0070675,,1
F7,400000,400000,4491,1,2,0.0112287080790294,0.0112275,,5
F8,400000,400000,600,1,2,0.0003120136625843,0.0015,,6
F9,400000,400000,3095,1,2,0.0077371715026202,0.0077375,,4
F10,200000,200000,1315,1,2,0.0065762255730685,0.006575,,4
F11,200000,200000,11125,1,2,0.0556227072903183,0.055625,,4
F12,100000,100000,3346,1,2,0.0334593404412056,0.03346,,4
F13,200000,200000,8934,1,2,0.0446683469965901,0.04467,,7
F14,400000,400000,3101,1,2,0.0077517834517623,0.0077525,,6
F15,400000,400000,4157,1,2,0.0103913955821544,0.0103925,,2
F16,200000,200000,2267,1,2,0.0113358548345507,0.011335,,7
F17,400000,400000,11751,1,2,0.0293779112878592,0.0293775,,3
F18,200000,200000,1913,1,2,0.0095658256509909,0.009565,,1
F19,400000,400000,1213,1,2,0.0030321614750792,0.0030325,,3
F20,200000,200000,4689,1,2,0.0234437561271573,0.023445,,4
F21,200000,200000,986,1,2,0.004931202498574,0.00493,,2
F22,400000,400000,600,1,2,0.0013724013722199,0.0015,,4
F23,100000,100000,8852,1,2,0.0885166812669556,0.08852,,4
F24,100000,100000,6075,1,2,0.0607536997979981,0.06075,,4
F25,200000,200000,837,1,2,0.0041841989730457,0.004185,,3
F26,400000,400000,2697,1,2,0.0067426161093698,0.0067425,,6
F27,400000,400000,5245,1,2,0.0131118868005761,0.0131125,,2
F28,400000,400000,1050,1,2,0.0026253434280799,0.002625,,7
F29,400000,400000,2556,1,2,0.0063898103097946,0.00639,,7
F30,400000,400000,3083,1,2,0.007707958201756,0.0077075,,5
F31,400000,400000,801,1,2,0.0020012849457604,0.0020025,,4
F32,400000,400000,10231,1,2,0.0255771049274032,0.0255775,,7
F33,200000,200000,5645,1,2,0.0282242764175283,0.028225,,1
F34,400000,400000,600,1,2,0.0001225292039568,0.0015,,2
F35,400000,400000,7170,1,2,0.0179241363159267,0.017925,,1
F36,200000,200000,1643,1,2,0.0082148547687501,0.008215,,7
F37,400000,400000,3039,1,2,0.0075964495732374,0.0075975,,2
F38,200000,200000,7567,1,2,0.0378331043347753,0.037835,,1
F39,200000,200000,768,1,2,0.0038392161737036,0.00384,,5
F40,400000,400000,3953,1,2,0.0098833864878078,0.0098825,,3
F41,400000,400000,3009,1,2,0.0075234365882816,0.0075225,,3
F42,200000,200000,2986,1,2,0.0149311391955836,0.01493,,3
F43,200000,200000,9760,1,2,0.0488002245220001,0.0488,,1
F44,200000,200000,639,1,2,0.0031942159035877,0.003195,,2
F45,400000,400000,11090,1,2,0.027725179408358,0.027725,,3
F46,200000,200000,1984,1,2,0.0099202587714895,0.00992,,5
F47,400000,400000,1573,1,2,0.0039325458327853,0.0039325,,1
F48,100000,100000,6436,1,2,0.0643640004772585,0.06436,,4
