Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,200000,200000,7185,1,3,0.035923247280863935,0.035925,,2
F2,400000,400000,10387,1,3,0.025967049467825798,0.0259675,,2
F3,100000,100000,6378,1,3,0.06377532805774522,0.06378,,5
F4,100000,100000,3218,1,3,0.03218076553072058,0.03218,,5
F5,200000,200000,8538,1,3,0.042690030512695265,0.04269,,5
F6,400000,400000,1405,1,3,0.0035123771166705176,0.0035125,,6
F7,400000,400000,4966,1,3,0.012415694842289327,0.012415,,7
F8,200000,200000,6214,1,3,0.03106990901367357,0.03107,,7
F9,100000,100000,4171,1,3,0.041709611801139745,0.04171,,3
F10,50000,50000,3421,1,3,0.06841847103153242,0.06842,,5
F11,400000,400000,5691,1,3,0.014228525708351647,0.0142275,,2
F12,200000,200000,7210,1,3,0.036050816221047666,0.03605,,4
F13,100000,100000,2872,1,3,0.02872098441563975,0.02872,,4
F14,100000,100000,6547,1,3,0.06546949888927667,0.06547,,5
F15,400000,400000,7222,1,3,0.01805545443485118,0.018055,,3
F16,400000,400000,3115,1,3,0.00778862563729954,0.0077875,,2
F17,50000,50000,2016,1,3,0.040319697168819724,0.04032,,4
F18,100000,100000,938,1,3,0.009378987751557322,0.00938,,7
F19,400000,400000,3867,1,3,0.00966714921197337,0.0096675,,2
F20,100000,100000,4633,1,3,0.046329151636093024,0.04633,,5
F21,200000,200000,1214,1,3,0.006070462180185532,0.00607,,6
F22,400000,400000,600,1,3,0.0007165226381954937,0.0015,,4
F23,200000,200000,7199,1,3,0.0359928754286194,0.035995,,3
F24,400000,400000,3869,1,3,0.009672368897889416,0.0096725,,7
F25,200000,200000,1895,1,3,0.009475427982702678,0.009475,,3
F26,400000,400000,3883,1,3,0.009706717686787658,0.0097075,,3
F27,400000,400000,10457,1,3,0.02614252002263534,0.0261425,,3
F28,200000,200000,4242,1,3,0.021209024685652833,0.02121,,5
F29,400000,400000,2079,1,3,0.005197502075944854,0.0051975,,2
F30,400000,400000,5475,1,3,0.013686404672916513,0.0136875,,5
F31,400000,400000,4761,1,3,0.011901441921853773,0.0119025,,4
F32,400000,400000,1246,1,3,0.0031150592531812016,0.003115,,3
F33,200000,200000,779,1,3,0.0038943019129042133,0.003895,,4
F34,400000,400000,852,1,3,0.0021309564587293495,0.00213,,5
F35,100000,100000,4136,1,3,0.041362295733452126,0.04136,,5
F36,400000,400000,925,1,3,0.0023123836497319084,0.0023125,,2
F37,400000,400000,7371,1,3,0.018426703607986983,0.0184275,,4
F38,200000,200000,980,1,3,0.004899712003839263,0.0049,,3
F39,200000,200000,7853,1,3,0.039264178490296994,0.039265,,3
F40,400000,400000,3861,1,3,0.009653387454997872,0.0096525,,5
F41,200000,200000,1425,1,3,0.007126239734268777,0.007125,,4
F42,400000,400000,2349,1,3,0.005871678678816286,0.0058725,,5
F43,200000,200000,1462,1,3,0.007309039990923347,0.00731,,5
F44,400000,400000,600,1,3,0.0004924048228684696,0.0015,,7
F45,400000,400000,3861,1,3,0.009653033577085551,0.0096525,,4
F46,200000,200000,7807,1,3,0.039036600214411396,0.039035,,5
F47,400000,400000,1795,1,3,0.0044880161027127455,0.0044875,,7
F48,400000,400000,8003,1,3,0.020007555554375462,0.0200075,,7
