Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,5953,1,3,0.014882730183307435,0.0148825,,7
F2,200000,200000,936,1,3,0.004680904113664175,0.00468,,7
F3,200000,200000,7433,1,3,0.03716339652151235,0.037165,,4
F4,200000,200000,6655,1,3,0.03327418285778949,0.033275,,2
F5,100000,100000,3152,1,3,0.03151760078946442,0.03152,,1
F6,400000,400000,7787,1,3,0.019466571513712227,0.0194675,,1
F7,400000,400000,1886,1,3,0.004715571957276232,0.004715,,1
F8,200000,200000,1924,1,3,0.009620358330422296,0.00962,,6
F9,50000,50000,3392,1,3,0.06784271164810562,0.06784,,6
F10,100000,100000,6183,1,3,0.061827707591898706,0.06183,,6
F11,50000,50000,7820,1,3,0.1564085877222574,0.1564,,3
F12,100000,100000,1453,1,3,0.014530026078894531,0.01453,,5
F13,200000,200000,8862,1,3,0.044311949309394305,0.04431,,3
F14,400000,400000,2189,1,3,0.0054737335467912596,0.0054725,,5
F15,200000,200000,7057,1,3,0.035282940564589305,0.035285,,3
F16,100000,100000,6387,1,3,0.06386516197263725,0.06387,,4
F17,200000,200000,2199,1,3,0.010995968514940946,0.010995,,4
F18,400000,400000,7474,1,3,0.01868547542231741,0.018685,,2
F19,200000,200000,5575,1,3,0.02787532237043161,0.027875,,5
F20,400000,400000,3966,1,3,0.009915281780424057,0.009915,,7
F21,100000,100000,3116,1,3,0.03116027472872568,0.03116,,6
F22,400000,400000,2671,1,3,0.006677069562278426,0.0066775,,1
F23,400000,400000,6751,1,3,0.016876465816599018,0.0168775,,6
F24,100000,100000,6245,1,3,0.062453094695945066,0.06245,,2
F25,200000,200000,7221,1,3,0.03610677581263094,0.036105,,2
F26,400000,400000,3175,1,3,0.007937527113849735,0.0079375,,2
F27,400000,400000,1740,1,3,0.00435079048528958,0.00435,,2
F28,400000,400000,8794,1,3,0.021983821820040716,0.021985,,3
F29,400000,400000,9823,1,3,0.02455699028274186,0.0245575,,4
F30,200000,200000,7177,1,3,0.035887015934661065,0.035885,,4
F31,400000,400000,3347,1,3,0.008366261576804146,0.0083675,,3
F32,100000,100000,10353,1,3,0.10352530033002952,0.10353,,3
