Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,2331,1,3,0.00582701850140388,0.0058275,,6
F2,100000,100000,7417,1,3,0.07416905647529803,0.07417,,6
F3,100000,100000,9973,1,3,0.09972733326838851,0.09973,,4
F4,200000,200000,11215,1,3,0.05607652934244978,0.056075,,3
F5,200000,200000,6605,1,3,0.033022832555291204,0.033025,,6
F6,400000,400000,9853,1,3,0.024633526041160703,0.0246325,,1
F7,400000,400000,9537,1,3,0.023842538597672103,0.0238425,,2
F8,400000,400000,7094,1,3,0.01773405877947859,0.017735,,4
F9,200000,200000,7143,1,3,0.03571294468304109,0.035715,,1
F10,400000,400000,849,1,3,0.0021220140109925456,0.0021225,,3
F11,100000,100000,6024,1,3,0.06024007371392415,0.06024,,4
F12,400000,400000,9913,1,3,0.02478351847171162,0.0247825,,4
F13,400000,400000,7748,1,3,0.019368944476660266,0.01937,,5
F14,400000,400000,638,1,3,0.0015947543765350292,0.001595,,5
F15,400000,400000,927,1,3,0.0023170120637804603,0.0023175,,3
F16,50000,50000,6367,1,3,0.12733366620317538,0.12734,,6
