Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,7020,1,3,0.0087748047947061,0.008775,1.95205293840664e-07,7,3
F2,200000,200000,4634,1,3,0.0231705561192189,0.02317,5.561192189217079e-07,7,12
F3,400000,400000,6313,1,3,0.0157817593093961,0.0157825,7.406906038197325e-07,4,6
F4,200000,200000,7095,1,3,0.0354772225039965,0.035475,2.222503996542058e-06,3,12
F5,400000,400000,10833,1,3,0.0270834545600683,0.0270825,9.545600683329158e-07,6,6
F6,400000,400000,937,1,3,0.0023419006263224,0.0023425,5.993736775537425e-07,6,6
F7,50000,50000,1634,1,3,0.0326816680258177,0.03268,1.6680258177331764e-06,6,48
F8,800000,800000,6238,1,3,0.0077972484068729,0.0077975,2.515931270966401e-07,4,3
F9,800000,800000,10667,1,3,0.0133338847745287,0.01333375,1.3477452879238905e-07,1,3
F10,800000,800000,5796,1,3,0.0072454597274359,0.007245,4.597274359547515e-07,3,3
F11,100000,100000,2028,1,3,0.0202796823846335,0.02028,3.1761536648661215e-07,7,24
F12,800000,800000,6062,1,3,0.0075770056164904,0.0075775,4.943835095602353e-07,1,3
F13,100000,100000,1841,1,3,0.0184089412441569,0.01841,1.0587558430703858e-06,1,24
F14,800000,800000,600,1,3,0.0006414001016791,0.00075,0.0001085998983208,3,3
F15,200000,200000,4227,1,3,0.0211354667977914,0.021135,4.667977914346588e-07,3,12
F16,200000,200000,7937,1,3,0.0396850698404045,0.039685,6.984040454294238e-08,7,12
F17,200000,200000,5419,1,3,0.0270956639695876,0.027095,6.639695876234364e-07,7,12
F18,800000,800000,5183,1,3,0.0064791626383362,0.00647875,4.126383362553637e-07,7,3
F19,400000,400000,6884,1,3,0.0172098878951952,0.01721,1.1210480471354757e-07,5,6
F20,100000,100000,2558,1,3,0.0255790967424303,0.02558,9.032575696912848e-07,3,24
F21,200000,200000,7081,1,3,0.0354028412871695,0.035405,2.1587128304703662e-06,7,12
F22,800000,800000,946,1,3,0.0011826989665728,0.0011825,1.9896657285937638e-07,4,3
F23,100000,100000,3101,1,3,0.0310096220723624,0.03101,3.779276375910634e-07,3,24
F24,800000,800000,1647,1,3,0.0020591212164792,0.00205875,3.712164792762235e-07,1,3
F25,200000,200000,3107,1,3,0.015535412680372,0.015535,4.126803720069794e-07,7,12
F26,800000,800000,943,1,3,0.001178784745317,0.00117875,3.474531707421853e-08,2,3
F27,200000,200000,7097,1,3,0.0354828934728979,0.035485,2.1065271020997978e-06,7,12
F28,800000,800000,2284,1,3,0.0028547436816542,0.002855,2.563183457739149e-07,4,3
F29,400000,400000,6157,1,3,0.0153915504922362,0.0153925,9.495077637720896e-07,6,6
F30,200000,200000,8201,1,3,0.0410027278459648,0.041005,2.272154035129481e-06,7,12
F31,800000,800000,6014,1,3,0.0075169845422165,0.0075175,5.154577834461105e-07,4,3
F32,100000,100000,642,1,3,0.0064194060042496,0.00642,5.939957503277998e-07,6,24
F33,800000,800000,3932,1,3,0.0049144268032221,0.004915,5.731967778728822e-07,1,3
F34,400000,400000,8527,1,3,0.0213173011302619,0.0213175,1.988697380765625e-07,6,6
F35,800000,800000,3541,1,3,0.0044261241396904,0.00442625,1.2586030951472482e-07,5,3
F36,200000,200000,3423,1,3,0.0171160414899562,0.017115,1.041489956214725e-06,3,12
F37,800000,800000,7995,1,3,0.0099934836463318,0.00999375,2.663536681248025e-07,6,3
F38,100000,100000,4976,1,3,0.0497579922272393,0.04976,2.007772760603821e-06,7,24
F39,800000,800000,10300,1,3,0.0128755156582349,0.012875,5.156582349157696e-07,5,3
F40,200000,200000,7383,1,3,0.0369128162692524,0.036915,2.183730747548629e-06,7,12
F41,400000,400000,7706,1,3,0.0192647732394606,0.019265,2.2676053932843557e-07,6,6
F42,400000,400000,1315,1,3,0.0032880897548028,0.0032875,5.897548028808465e-07,7,6
F43,800000,800000,2240,1,3,0.0028001913442253,0.0028,1.913442253640048e-07,2,3
F44,50000,50000,976,1,3,0.0195190334859001,0.01952,9.665140998406374e-07,4,48
F45,200000,200000,1355,1,3,0.0067747457331159,0.006775,2.5426688403731856e-07,5,12
F46,800000,800000,2428,1,3,0.00303502797554,0.003035,2.797554002646405e-08,3,3
F47,800000,800000,6471,1,3,0.0080890384118053,0.00808875,2.88411805325281e-07,3,3
F48,200000,200000,7539,1,3,0.0376926512571124,0.037695,2.34874288752851e-06,7,12
