Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,858,1,3,0.0010723001566796,0.0010725,1.998433203048537e-07,1,3
F2,800000,800000,600,1,3,0.0005257840666799,0.00075,0.00022421593332,4,3
F3,100000,100000,4825,1,3,0.0482497802957494,0.04825,2.197042505563962e-07,4,24
F4,200000,200000,4109,1,3,0.0205455826107184,0.020545,5.82610718481702e-07,4,12
F5,200000,200000,6847,1,3,0.0342360267553921,0.034235,1.0267553921666783e-06,4,12
F6,800000,800000,4596,1,3,0.0057446963811502,0.005745,3.036188497285153e-07,2,3
F7,800000,800000,6967,1,3,0.0087093571152311,0.00870875,6.071152311316191e-07,3,3
F8,100000,100000,11692,1,3,0.1169220854391019,0.11692,2.085439101989772e-06,3,24
F9,400000,400000,9009,1,3,0.0225236010536999,0.0225225,1.1010536999922491e-06,1,6
F10,200000,200000,1917,1,3,0.0095849224013,0.009585,7.759869995530022e-08,6,12
F11,50000,50000,2210,1,3,0.0441998637010808,0.0442,1.3629891913724548e-07,3,48
F12,400000,400000,8027,1,3,0.0200667670617321,0.0200675,7.329382678382401e-07,6,6
F13,400000,400000,9007,1,3,0.0225163036388729,0.0225175,1.196361127029505e-06,5,6
F14,800000,800000,6419,1,3,0.0080236130021356,0.00802375,1.3699786438961525e-07,6,3
F15,800000,800000,8123,1,3,0.0101536965234471,0.01015375,5.34765528907577e-08,4,3
F16,800000,800000,3637,1,3,0.0045462432631906,0.00454625,6.736809303117819e-09,4,3
F17,800000,800000,4485,1,3,0.0056067872245666,0.00560625,5.372245666449005e-07,1,3
F18,800000,800000,600,1,3,0.0003007889904473,0.00075,0.0004492110095526,7,3
F19,400000,400000,1811,1,3,0.0045272220568079,0.0045275,2.779431920556241e-07,7,6
F20,100000,100000,923,1,3,0.0092301620725545,0.00923,1.620725545038032e-07,1,24
F21,400000,400000,10590,1,3,0.0264759602087304,0.026475,9.6020873044389e-07,4,6
F22,400000,400000,9475,1,3,0.0236871231070806,0.0236875,3.7689291934595037e-07,6,6
F23,400000,400000,666,1,3,0.0016651291257081,0.001665,1.291257081534932e-07,6,6
F24,50000,50000,1322,1,3,0.0264409612399058,0.02644,9.61239905800798e-07,2,48
F25,400000,400000,10720,1,3,0.0268006272096462,0.0268,6.272096462651977e-07,3,6
F26,800000,800000,7153,1,3,0.0089409811403471,0.00894125,2.6885965280672164e-07,4,3
F27,400000,400000,11373,1,3,0.0284319904283316,0.0284325,5.095716683334306e-07,6,6
F28,800000,800000,3773,1,3,0.0047158017579426,0.00471625,4.482420573829332e-07,3,3
F29,800000,800000,3057,1,3,0.0038207812744773,0.00382125,4.687255226749204e-07,5,3
F30,800000,800000,600,1,3,0.000254212069629,0.00075,0.0004957879303709,3,3
F31,400000,400000,10761,1,3,0.0269020843227998,0.0269025,4.156772001641385e-07,5,6
F32,800000,800000,6871,1,3,0.0085890312925589,0.00858875,2.8129255894709937e-07,7,3
F33,400000,400000,8377,1,3,0.0209432555989929,0.0209425,7.555989929332318e-07,3,6
F34,200000,200000,7053,1,3,0.0352656366994525,0.035265,6.366994525983105e-07,6,12
F35,800000,800000,1267,1,3,0.0015831717450229,0.00158375,5.782549770180084e-07,2,3
F36,100000,100000,3477,1,3,0.0347695610206785,0.03477,4.389793214279458e-07,3,24
F37,100000,100000,1879,1,3,0.0187902556078208,0.01879,2.5560782079825373e-07,2,24
F38,400000,400000,6561,1,3,0.0164035201107748,0.0164025,1.0201107748103455e-06,7,6
F39,800000,800000,1519,1,3,0.0018984562234615,0.00189875,2.937765384524154e-07,6,3
F40,400000,400000,707,1,3,0.0017676637021876,0.0017675,1.6370218769955205e-07,1,6
F41,800000,800000,10254,1,3,0.0128168832119006,0.0128175,6.16788099349827e-07,3,3
F42,800000,800000,3783,1,3,0.0047283435168971,0.00472875,4.064831028958993e-07,2,3
F43,50000,50000,902,1,3,0.0180395596280358,0.01804,4.403719641443704e-07,1,48
F44,100000,100000,1438,1,3,0.0143795735195663,0.01438,4.2648043360390964e-07,5,24
F45,800000,800000,6721,1,3,0.0084012296143617,0.00840125,2.0385638248646143e-08,5,3
F46,800000,800000,7548,1,3,0.0094352594812004,0.009435,2.594812004552e-07,2,3
F47,100000,100000,6805,1,3,0.0680451351380767,0.06805,4.864861923234432e-06,3,24
F48,800000,800000,600,1,3,0.0001641388687783,0.00075,0.0005858611312216,6,3
