Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,3755,1,3,0.0046943624237255,0.00469375,6.124237255621112e-07,3,3
F2,800000,800000,960,1,3,0.0012002903371259,0.0012,2.903371259866446e-07,6,3
F3,800000,800000,1766,1,3,0.0022070654121376,0.0022075,4.345878623344436e-07,7,3
F4,800000,800000,9755,1,3,0.0121932100159762,0.01219375,5.399840237139963e-07,1,3
F5,50000,50000,3642,1,3,0.0728439932436462,0.07284,3.993243646208122e-06,6,48
F6,400000,400000,7653,1,3,0.0191331499687427,0.0191325,6.499687427129197e-07,3,6
F7,200000,200000,6489,1,3,0.0324432069595588,0.032445,1.7930404411781176e-06,3,12
F8,400000,400000,10265,1,3,0.0256616278307759,0.0256625,8.721692240330758e-07,6,6
F9,800000,800000,4382,1,3,0.0054780656454226,0.0054775,5.656454226364571e-07,2,3
F10,100000,100000,3788,1,3,0.0378817307412486,0.03788,1.730741248678891e-06,6,24
F11,400000,400000,9137,1,3,0.0228436428661621,0.0228425,1.1428661621376568e-06,1,6
F12,200000,200000,796,1,3,0.0039797050569447,0.00398,2.949430552177598e-07,2,12
F13,400000,400000,7834,1,3,0.0195860984215392,0.019585,1.0984215392424723e-06,4,6
F14,800000,800000,600,1,3,0.0006811470018256,0.00075,6.885299817435621e-05,6,3
F15,400000,400000,3147,1,3,0.0078674015819629,0.0078675,9.841803702559383e-08,5,6
F16,100000,100000,6666,1,3,0.0666561529015016,0.06666,3.847098498377388e-06,4,24
F17,100000,100000,2799,1,3,0.0279904645833944,0.02799,4.6458339449106933e-07,4,24
F18,800000,800000,695,1,3,0.0008683585869904,0.00086875,3.9141300958570914e-07,7,3
F19,800000,800000,707,1,3,0.0008840764931459,0.00088375,3.264931459244156e-07,7,3
F20,400000,400000,6622,1,3,0.0165557365149953,0.016555,7.36514995366977e-07,1,6
F21,200000,200000,5206,1,3,0.0260293251374575,0.02603,6.748625424081445e-07,3,12
F22,800000,800000,600,1,3,0.0005281033198137,0.00075,0.0002218966801862,5,3
F23,100000,100000,8093,1,3,0.0809290988825859,0.08093,9.011174140205468e-07,3,24
F24,800000,800000,1679,1,3,0.0020983158946791,0.00209875,4.341053208185841e-07,1,3
F25,800000,800000,8396,1,3,0.0104944558729855,0.010495,5.441270144145027e-07,4,3
F26,800000,800000,2586,1,3,0.0032318807363088,0.0032325,6.192636911881225e-07,4,3
F27,100000,100000,3688,1,3,0.0368807681937701,0.03688,7.681937701162211e-07,1,24
F28,400000,400000,758,1,3,0.0018951449735157,0.001895,1.449735157277657e-07,4,6
F29,800000,800000,6097,1,3,0.0076214703632607,0.00762125,2.203632607179415e-07,6,3
F30,200000,200000,6021,1,3,0.030106729539872,0.030105,1.729539872090402e-06,1,12
F31,200000,200000,6271,1,3,0.0313543236850832,0.031355,6.763149167435256e-07,6,12
F32,800000,800000,8185,1,3,0.0102318229769365,0.01023125,5.729769365879489e-07,3,3
F33,800000,800000,4275,1,3,0.0053440832677491,0.00534375,3.3326774918299856e-07,6,3
F34,100000,100000,1526,1,3,0.015259261323832,0.01526,7.38676167986313e-07,3,24
F35,800000,800000,1215,1,3,0.0015183162333358,0.00151875,4.337666641852488e-07,5,3
F36,400000,400000,2163,1,3,0.0054077804055819,0.0054075,2.804055819023363e-07,4,6
F37,800000,800000,10501,1,3,0.013126874012224,0.01312625,6.240122240094154e-07,6,3
F38,800000,800000,600,1,3,0.0002865003933427,0.00075,0.0004634996066572,3,3
F39,800000,800000,4145,1,3,0.0051807414022186,0.00518125,5.085977813085868e-07,5,3
F40,50000,50000,911,1,3,0.0182198573858728,0.01822,1.426141271604342e-07,6,48
F41,800000,800000,5787,1,3,0.0072339846681579,0.00723375,2.3466815797252438e-07,1,3
F42,800000,800000,2047,1,3,0.0025591106391601,0.00255875,3.606391601727356e-07,1,3
F43,100000,100000,4112,1,3,0.0411176596997634,0.04112,2.340300236526593e-06,3,24
F44,400000,400000,6265,1,3,0.0156635905174831,0.0156625,1.090517483173098e-06,4,6
F45,800000,800000,1295,1,3,0.0016189564602732,0.00161875,2.064602732409528e-07,3,3
F46,50000,50000,3734,1,3,0.0746750053660066,0.07468,4.994633993365971e-06,3,48
F47,800000,800000,600,1,3,0.0004691476208344,0.00075,0.0002808523791655,1,3
F48,400000,400000,828,1,3,0.0020696766590488,0.00207,3.233409511262629e-07,2,6
