Queue,Flow,Packet_ID,Type,Arrival,Deadline,Exec,Start,Finish,Slack
1,F27,P27_1,M,0,400000,4190,6468.0,10658.0,389342.0
1,F27,P27_2,M,400000,800000,4190,400822.0,405012.0,394988.0
1,F27,P27_3,O,800000,1200000,4190,,,
1,F34,P34_1,O,0,400000,863,,,
1,F34,P34_2,M,400000,800000,863,407783.0,408646.0,391354.0
1,F34,P34_3,M,800000,1200000,863,808417.0,809280.0,390720.0
1,F36,P36_1,M,0,400000,5646,822.0,6468.0,393532.0
1,F36,P36_2,O,400000,800000,5646,,,
1,F36,P36_3,M,800000,1200000,5646,800000.0,805646.0,394354.0
1,F41,P41_1,M,0,50000,822,0.0,822.0,49178.0
1,F41,P41_2,O,50000,100000,822,,,
1,F41,P41_3,M,100000,150000,822,100000.0,100822.0,49178.0
1,F41,P41_4,M,150000,200000,822,150000.0,150822.0,49178.0
1,F41,P41_5,O,200000,250000,822,,,
1,F41,P41_6,M,250000,300000,822,250000.0,250822.0,49178.0
1,F41,P41_7,M,300000,350000,822,300000.0,300822.0,49178.0
1,F41,P41_8,O,350000,400000,822,,,
1,F41,P41_9,M,400000,450000,822,400000.0,400822.0,49178.0
1,F41,P41_10,M,450000,500000,822,450000.0,450822.0,49178.0
1,F41,P41_11,O,500000,550000,822,,,
1,F41,P41_12,M,550000,600000,822,550000.0,550822.0,49178.0
1,F41,P41_13,M,600000,650000,822,600000.0,600822.0,49178.0
1,F41,P41_14,O,650000,700000,822,,,
1,F41,P41_15,M,700000,750000,822,700000.0,700822.0,49178.0
1,F41,P41_16,M,750000,800000,822,750000.0,750822.0,49178.0
1,F41,P41_17,O,800000,850000,822,,,
1,F41,P41_18,M,850000,900000,822,850000.0,850822.0,49178.0
1,F41,P41_19,M,900000,950000,822,900000.0,900822.0,49178.0
1,F41,P41_20,O,950000,1000000,822,,,
1,F41,P41_21,M,1000000,1050000,822,1000000.0,1000822.0,49178.0
1,F41,P41_22,M,1050000,1100000,822,1050000.0,1050822.0,49178.0
1,F41,P41_23,O,1100000,1150000,822,,,
1,F41,P41_24,M,1150000,1200000,822,1150000.0,1150822.0,49178.0
1,F9,P9_1,O,0,400000,2771,,,
1,F9,P9_2,M,400000,800000,2771,405012.0,407783.0,392217.0
1,F9,P9_3,M,800000,1200000,2771,805646.0,808417.0,391583.0
2,F23,P23_1,M,0,400000,600,2257.0,2857.0,397143.0
2,F23,P23_2,O,400000,800000,600,,,
2,F23,P23_3,M,800000,1200000,600,801793.0,802393.0,397607.0
2,F43,P43_1,M,0,200000,716,1541.0,2257.0,197743.0
2,F43,P43_2,M,200000,400000,716,201077.0,201793.0,198207.0
2,F43,P43_3,O,400000,600000,716,,,
2,F43,P43_4,M,600000,800000,716,601541.0,602257.0,197743.0
2,F43,P43_5,M,800000,1000000,716,801077.0,801793.0,198207.0
2,F43,P43_6,O,1000000,1200000,716,,,
2,F5,P5_1,O,0,100000,1077,,,
2,F5,P5_2,M,100000,200000,1077,100000.0,101077.0,98923.0
2,F5,P5_3,M,200000,300000,1077,200000.0,201077.0,98923.0
2,F5,P5_4,O,300000,400000,1077,,,
2,F5,P5_5,M,400000,500000,1077,400000.0,401077.0,98923.0
2,F5,P5_6,M,500000,600000,1077,500000.0,501077.0,98923.0
2,F5,P5_7,O,600000,700000,1077,,,
2,F5,P5_8,M,700000,800000,1077,700000.0,701077.0,98923.0
