Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,50000,50000,7677,1,3,0.1535425828571657,0.15354,,1
F2,400000,400000,4967,1,3,0.012418065498313702,0.0124175,,7
F3,50000,50000,4962,1,3,0.09923600130833321,0.09924,,3
F4,200000,200000,2916,1,3,0.014579540885326647,0.01458,,7
F5,50000,50000,5594,1,3,0.11187899347345598,0.11188,,1
F6,50000,50000,6864,1,3,0.13728020155618842,0.13728,,1
F7,50000,50000,3107,1,3,0.06214254172183803,0.06214,,7
F8,200000,200000,5524,1,3,0.027619068377151335,0.02762,,1
F9,400000,400000,10907,1,3,0.027266570663022738,0.0272675,,2
F10,400000,400000,9897,1,3,0.02474341869070873,0.0247425,,4
F11,200000,200000,6522,1,3,0.032611864304635085,0.03261,,1
F12,400000,400000,5259,1,3,0.013147980531963338,0.0131475,,1
F13,50000,50000,1502,1,3,0.03003811668240835,0.03004,,4
F14,200000,200000,6449,1,3,0.03224492532135291,0.032245,,2
F15,400000,400000,3034,1,3,0.007584572006714842,0.007585,,2
F16,200000,200000,2733,1,3,0.013665556121421025,0.013665,,5
