Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,1974,1,3,0.0049353660020233,0.004935,3.66002023377901e-07,5,3
F2,400000,400000,7487,1,3,0.0187183843169983,0.0187175,8.843169983473176e-07,5,3
F3,400000,400000,5870,1,3,0.0146759963790138,0.014675,9.963790138442508e-07,1,3
F4,400000,400000,7364,1,3,0.0184107097603292,0.01841,7.097603292142984e-07,3,3
F5,400000,400000,1697,1,3,0.0042427889106155,0.0042425,2.889106155805343e-07,3,3
F6,100000,100000,2536,1,3,0.0253610704356871,0.02536,1.070435687137994e-06,1,12
F7,400000,400000,3675,1,3,0.0091884159678208,0.0091875,9.159678208293248e-07,1,3
F8,400000,400000,10718,1,3,0.0267940160407613,0.026795,9.839592386290397e-07,6,3
F9,400000,400000,11025,1,3,0.02756351124947,0.0275625,1.0112494700960373e-06,3,3
F10,400000,400000,8339,1,3,0.0208486397595258,0.0208475,1.139759525887324e-06,1,3
F11,400000,400000,3240,1,3,0.008099377653242,0.0081,6.223467579093145e-07,7,3
F12,400000,400000,2193,1,3,0.005481678337587,0.0054825,8.216624129411473e-07,1,3
F13,200000,200000,6863,1,3,0.0343136489725451,0.034315,1.351027454812859e-06,7,6
F14,400000,400000,4433,1,3,0.011083510787881,0.0110825,1.0107878810564769e-06,3,3
F15,400000,400000,4713,1,3,0.0117829304274273,0.0117825,4.3042742739647654e-07,7,3
F16,100000,100000,2483,1,3,0.0248297930259321,0.02483,2.06974067867155e-07,7,12
F17,200000,200000,5966,1,3,0.0298295320873415,0.02983,4.679126584840321e-07,5,6
F18,400000,400000,5945,1,3,0.0148620877807864,0.0148625,4.122192135413983e-07,6,3
F19,400000,400000,7629,1,3,0.0190721317522217,0.0190725,3.682477782776528e-07,7,3
F20,400000,400000,2370,1,3,0.0059240548936515,0.005925,9.451063484461342e-07,6,3
F21,400000,400000,3803,1,3,0.0095080503057966,0.0095075,5.503057966000507e-07,7,3
F22,400000,400000,3162,1,3,0.0079059875158633,0.007905,9.875158633546738e-07,5,3
F23,400000,400000,600,1,3,0.000478243121961,0.0015,0.0010217568780389,3,3
F24,400000,400000,600,1,3,0.0005531109562198,0.0015,0.0009468890437801,4,3
F25,200000,200000,7870,1,3,0.0393516521812736,0.03935,1.6521812736744468e-06,1,6
F26,400000,400000,7903,1,3,0.0197572708005495,0.0197575,2.291994504917405e-07,6,3
F27,400000,400000,5414,1,3,0.0135349509457294,0.013535,4.905427057090572e-08,5,3
F28,200000,200000,10569,1,3,0.052843153029436,0.052845,1.8469705639623248e-06,1,6
F29,400000,400000,7094,1,3,0.0177349740992777,0.017735,2.590072223362938e-08,7,3
F30,400000,400000,2949,1,3,0.0073734735206165,0.0073725,9.73520616513908e-07,6,3
F31,100000,100000,672,1,3,0.0067192670123928,0.00672,7.32987607162533e-07,7,12
F32,400000,400000,3191,1,3,0.007976523111313,0.0079775,9.768886869172128e-07,3,3
F33,400000,400000,8399,1,3,0.0209968184752723,0.0209975,6.815247276491243e-07,5,3
F34,400000,400000,2943,1,3,0.0073577300155458,0.0073575,2.300155458488315e-07,4,3
F35,100000,100000,9245,1,3,0.0924514519297473,0.09245,1.4519297473203352e-06,7,12
F36,200000,200000,8709,1,3,0.0435466719976516,0.043545,1.6719976516366142e-06,5,6
F37,400000,400000,3603,1,3,0.0090066006095488,0.0090075,8.99390451168311e-07,1,3
F38,400000,400000,5293,1,3,0.013232602455733,0.0132325,1.0245573307289536e-07,3,3
F39,400000,400000,2761,1,3,0.0069024597070458,0.0069025,4.029295416155959e-08,2,3
F40,400000,400000,4346,1,3,0.0108650622771864,0.010865,6.22771864078331e-08,6,3
F41,400000,400000,600,1,3,0.0004638379772634,0.0015,0.0010361620227365,5,3
F42,200000,200000,6163,1,3,0.0308137508121573,0.030815,1.2491878426702796e-06,6,6
F43,400000,400000,5683,1,3,0.0142075819454606,0.0142075,8.194546065841414e-08,1,3
F44,400000,400000,1084,1,3,0.0027099893839614,0.00271,1.06160385165803e-08,4,3
F45,400000,400000,4357,1,3,0.0108926761254116,0.0108925,1.761254116647293e-07,5,3
F46,400000,400000,689,1,3,0.0017228093419357,0.0017225,3.0934193574229385e-07,4,3
F47,400000,400000,8745,1,3,0.0218615230703358,0.0218625,9.76929664137094e-07,3,3
F48,200000,200000,2851,1,3,0.0142552329430691,0.014255,2.329430691724172e-07,6,6
