Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,10877,1,3,0.0271917811546412,0.0271925,7.188453587311794e-07,4,3
F2,400000,400000,3965,1,3,0.009912421175774,0.0099125,7.882422593287476e-08,3,3
F3,400000,400000,6815,1,3,0.0170381087267647,0.0170375,6.087267646996686e-07,4,3
F4,400000,400000,2551,1,3,0.0063785597525148,0.0063775,1.0597525148892464e-06,5,3
F5,100000,100000,5365,1,3,0.0536484791709438,0.05365,1.5208290561619098e-06,6,12
F6,400000,400000,1252,1,3,0.0031296424712843,0.00313,3.575287156670423e-07,5,3
F7,400000,400000,4197,1,3,0.0104935199128199,0.0104925,1.019912819992877e-06,6,3
F8,400000,400000,2485,1,3,0.0062113642168378,0.0062125,1.1357831621221573e-06,3,3
F9,400000,400000,2663,1,3,0.0066574996353527,0.0066575,3.6464721867024425e-10,1,3
F10,400000,400000,9860,1,3,0.0246502023507092,0.02465,2.0235070925106458e-07,4,3
F11,400000,400000,1647,1,3,0.0041177900177475,0.0041175,2.900177475916033e-07,1,3
F12,400000,400000,3725,1,3,0.0093129707567358,0.0093125,4.707567358725601e-07,5,3
F13,200000,200000,2189,1,3,0.0109454780438928,0.010945,4.780438928979336e-07,5,6
F14,400000,400000,10393,1,3,0.0259825837841575,0.0259825,8.378415752158254e-08,6,3
F15,400000,400000,10855,1,3,0.0271379022884593,0.0271375,4.022884593606058e-07,5,3
F16,400000,400000,3717,1,3,0.0092932383902248,0.0092925,7.383902248889879e-07,4,3
F17,400000,400000,600,1,3,0.0009816938642176,0.0015,0.0005183061357823,4,3
F18,200000,200000,1732,1,3,0.0086591161573332,0.00866,8.838426667195226e-07,6,6
F19,200000,200000,968,1,3,0.0048403114685473,0.00484,3.114685473539283e-07,6,6
F20,400000,400000,600,1,3,0.0010605563997986,0.0015,0.0004394436002013,6,3
F21,400000,400000,1723,1,3,0.0043070711683175,0.0043075,4.28831682477461e-07,4,3
F22,400000,400000,3963,1,3,0.0099066103340899,0.0099075,8.896659100948723e-07,1,3
F23,200000,200000,1221,1,3,0.0061059177983873,0.006105,9.177983873167804e-07,7,6
F24,200000,200000,5551,1,3,0.027754209732712,0.027755,7.902672879665784e-07,6,6
F25,400000,400000,9819,1,3,0.0245462893844252,0.0245475,1.210615574731566e-06,6,3
F26,400000,400000,5931,1,3,0.0148280749921986,0.0148275,5.749921986250572e-07,5,3
F27,200000,200000,4502,1,3,0.0225091766163794,0.02251,8.233836205316647e-07,5,6
F28,200000,200000,1563,1,3,0.0078159225070927,0.007815,9.225070927865868e-07,7,6
F29,200000,200000,6949,1,3,0.0347471732480154,0.034745,2.173248015407969e-06,6,6
F30,200000,200000,6332,1,3,0.0316596437675213,0.03166,3.56232478605778e-07,4,6
F31,400000,400000,1515,1,3,0.0037883890546875,0.0037875,8.890546875908387e-07,2,3
F32,400000,400000,10055,1,3,0.0251381108377012,0.0251375,6.108377012883914e-07,4,3
F33,400000,400000,11262,1,3,0.0281562066464319,0.028155,1.2066464319254733e-06,5,3
F34,400000,400000,1172,1,3,0.0029306275974654,0.00293,6.27597465429567e-07,1,3
F35,400000,400000,4691,1,3,0.0117280103850984,0.0117275,5.10385098408464e-07,3,3
F36,100000,100000,7692,1,3,0.0769200128588474,0.07692,1.2858847472929646e-08,5,12
F37,400000,400000,11571,1,3,0.0289285815241452,0.0289275,1.0815241452653834e-06,6,3
F38,200000,200000,6607,1,3,0.0330348727270246,0.033035,1.2727297537401538e-07,5,6
F39,400000,400000,4477,1,3,0.0111916014042592,0.0111925,8.985957407111472e-07,1,3
F40,400000,400000,10015,1,3,0.025037406318557,0.0250375,9.36814429745858e-08,5,3
F41,100000,100000,4873,1,3,0.0487313252808118,0.04873,1.3252808118910386e-06,4,12
F42,400000,400000,6268,1,3,0.0156695096631883,0.01567,4.903368116503104e-07,6,3
F43,400000,400000,2683,1,3,0.0067069292392837,0.0067075,5.707607162262068e-07,3,3
F44,400000,400000,5559,1,3,0.0138973213012603,0.0138975,1.7869873961823268e-07,6,3
F45,400000,400000,4859,1,3,0.0121468484295884,0.0121475,6.515704115573479e-07,4,3
F46,400000,400000,5173,1,3,0.0129321591120498,0.0129325,3.408879501488882e-07,7,3
F47,400000,400000,4363,1,3,0.0109076721707444,0.0109075,1.7217074446511382e-07,4,3
F48,400000,400000,4186,1,3,0.0104652467601,0.010465,2.46760100006127e-07,7,3
