Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,4575,1,3,0.011438464580993,0.0114375,9.645809930687588e-07,1,3
F2,400000,400000,3974,1,3,0.0099345563082534,0.009935,4.4369174653779996e-07,2,3
F3,400000,400000,8633,1,3,0.021583279657184,0.0215825,7.796571840947009e-07,7,3
F4,200000,200000,11337,1,3,0.0566839677750232,0.056685,1.0322249767297231e-06,2,6
F5,100000,100000,5088,1,3,0.0508793458876148,0.05088,6.541123851108721e-07,2,12
F6,100000,100000,4416,1,3,0.0441592408902035,0.04416,7.591097964873561e-07,2,12
F7,400000,400000,2069,1,3,0.0051720028571095,0.0051725,4.971428904966546e-07,7,3
F8,200000,200000,11532,1,3,0.0576585469118048,0.05766,1.45308819517187e-06,2,6
F9,400000,400000,600,1,3,0.0005521177026311,0.0015,0.0009478822973688,3,3
F10,100000,100000,3265,1,3,0.0326519862639066,0.03265,1.9862639066420278e-06,4,12
F11,200000,200000,3064,1,3,0.0153209643296627,0.01532,9.64329662789254e-07,7,6
F12,200000,200000,9258,1,3,0.0462877902811186,0.04629,2.209718881374112e-06,7,6
F13,200000,200000,8555,1,3,0.0427749539492151,0.042775,4.6050784900664166e-08,3,6
F14,400000,400000,2053,1,3,0.005131360052118,0.0051325,1.1399478819940773e-06,3,3
F15,400000,400000,767,1,3,0.0019183900742941,0.0019175,8.9007429417403e-07,2,3
F16,400000,400000,10605,1,3,0.0265122116100579,0.0265125,2.883899420449976e-07,4,3
F17,400000,400000,1811,1,3,0.004526407426805,0.0045275,1.0925731949544548e-06,5,3
F18,400000,400000,5070,1,3,0.0126755578129451,0.012675,5.578129451590946e-07,3,3
F19,400000,400000,1858,1,3,0.0046438570100307,0.004645,1.1429899692168288e-06,1,3
F20,200000,200000,625,1,3,0.0031256756150757,0.003125,6.756150757623522e-07,7,6
F21,400000,400000,3170,1,3,0.0079258673517401,0.007925,8.673517401681236e-07,5,3
F22,400000,400000,1279,1,3,0.0031974802060319,0.0031975,1.97939680002604e-08,6,3
F23,400000,400000,4353,1,3,0.0108814702519922,0.0108825,1.0297480077907373e-06,7,3
F24,200000,200000,7523,1,3,0.0376170323952438,0.037615,2.0323952438297543e-06,1,6
F25,400000,400000,4519,1,3,0.0112984588855478,0.0112975,9.588855478127184e-07,5,3
F26,400000,400000,1167,1,3,0.0029185298337975,0.0029175,1.029833797534102e-06,4,3
F27,400000,400000,8319,1,3,0.0207964523468913,0.0207975,1.0476531086857366e-06,2,3
F28,200000,200000,9092,1,3,0.0454598036221538,0.04546,1.9637784615111897e-07,7,6
F29,400000,400000,7344,1,3,0.0183601437928557,0.01836,1.4379285571963776e-07,1,3
F30,400000,400000,7375,1,3,0.0184379558312383,0.0184375,4.558312383072527e-07,3,3
F31,200000,200000,2587,1,3,0.0129339338927263,0.012935,1.066107273654457e-06,4,6
F32,400000,400000,600,1,3,0.0005069963882398,0.0015,0.0009930036117601,1,3
F33,100000,100000,926,1,3,0.0092595886513058,0.00926,4.11348694171268e-07,1,12
F34,400000,400000,11821,1,3,0.029552308949987,0.0295525,1.910500129938264e-07,3,3
F35,400000,400000,600,1,3,0.0011424312878578,0.0015,0.0003575687121421,2,3
F36,200000,200000,3368,1,3,0.0168406028228972,0.01684,6.028228972318472e-07,6,6
F37,400000,400000,2685,1,3,0.0067118624640224,0.0067125,6.37535977527498e-07,4,3
F38,100000,100000,3051,1,3,0.0305116618126633,0.03051,1.6618126633220764e-06,7,12
F39,100000,100000,1089,1,3,0.0108897714843283,0.01089,2.2851567168039047e-07,4,12
F40,400000,400000,11727,1,3,0.0293165322059766,0.0293175,9.677940233134008e-07,1,3
F41,400000,400000,3305,1,3,0.0082627020076576,0.0082625,2.020076576344371e-07,3,3
F42,200000,200000,1059,1,3,0.0052953173493321,0.005295,3.173493321401502e-07,6,6
F43,400000,400000,2641,1,3,0.0066014083262044,0.0066025,1.091673795530594e-06,2,3
F44,400000,400000,600,1,3,0.0009688141154992,0.0015,0.0005311858845007,5,3
F45,200000,200000,3005,1,3,0.0150256632413725,0.015025,6.632413725206343e-07,2,6
F46,100000,100000,986,1,3,0.009859415751155,0.00986,5.842488449772643e-07,6,12
F47,100000,100000,3211,1,3,0.0321100596257559,0.03211,5.962575595069852e-08,2,12
F48,400000,400000,6937,1,3,0.0173418192323351,0.0173425,6.80767664896359e-07,5,3
