Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,200000,200000,2268,1,3,0.0113411595204627,0.01134,1.1595204627741496e-06,4,6
F2,100000,100000,804,1,3,0.0080398276847278,0.00804,1.7231527211537814e-07,6,12
F3,100000,100000,5720,1,3,0.0572011713305037,0.0572,1.1713305037297506e-06,3,12
F4,400000,400000,3019,1,3,0.007548699882645,0.0075475,1.1998826450598105e-06,7,3
F5,100000,100000,8327,1,3,0.0832655061745025,0.08327,4.493825497428605e-06,2,12
F6,200000,200000,7829,1,3,0.0391440690046882,0.039145,9.309953117458968e-07,2,6
F7,400000,400000,5473,1,3,0.0136828654085374,0.0136825,3.654085374699134e-07,4,3
F8,200000,200000,4107,1,3,0.0205349556462345,0.020535,4.4353765469434814e-08,6,6
F9,400000,400000,2301,1,3,0.0057523309293456,0.0057525,1.690706543161155e-07,4,3
F10,400000,400000,3221,1,3,0.0080525823502507,0.0080525,8.23502507470153e-08,5,3
F11,400000,400000,600,1,3,0.0013718914833327,0.0015,0.0001281085166672,6,3
F12,200000,200000,4971,1,3,0.0248546414462121,0.024855,3.585537878096623e-07,7,6
F13,200000,200000,8354,1,3,0.0417679346916723,0.04177,2.0653083276089834e-06,7,6
F14,400000,400000,4675,1,3,0.0116863017241254,0.0116875,1.1982758745636424e-06,5,3
F15,200000,200000,9015,1,3,0.0450762415178985,0.045075,1.241517898577238e-06,7,6
F16,400000,400000,719,1,3,0.0017980249343955,0.0017975,5.249343955145321e-07,3,3
F17,100000,100000,6344,1,3,0.0634391826305149,0.06344,8.173694850399649e-07,2,12
F18,200000,200000,7789,1,3,0.0389468570480262,0.038945,1.857048026250585e-06,3,6
F19,400000,400000,4486,1,3,0.0112146356682711,0.011215,3.643317288103132e-07,1,3
F20,400000,400000,11311,1,3,0.028277645378944,0.0282775,1.4537894406016497e-07,5,3
F21,400000,400000,7222,1,3,0.0180546408101259,0.018055,3.591898740246125e-07,7,3
F22,400000,400000,600,1,3,0.0001745422283724,0.0015,0.0013254577716275,5,3
F23,400000,400000,1217,1,3,0.0030432689225465,0.0030425,7.689225465269678e-07,7,3
F24,100000,100000,1264,1,3,0.0126399516039038,0.01264,4.8396096146222096e-08,7,12
F25,200000,200000,10760,1,3,0.0537994262144175,0.0538,5.737855824222704e-07,2,6
F26,400000,400000,7526,1,3,0.0188150847581903,0.018815,8.475819038289424e-08,3,3
F27,400000,400000,1789,1,3,0.0044721187450045,0.0044725,3.812549954724728e-07,4,3
F28,200000,200000,726,1,3,0.0036311975758266,0.00363,1.19757582661131e-06,6,6
F29,100000,100000,1116,1,3,0.0111607127467905,0.01116,7.127467905355955e-07,2,12
F30,400000,400000,5128,1,3,0.0128192481446857,0.01282,7.518553142033674e-07,2,3
F31,400000,400000,1231,1,3,0.0030783192072074,0.0030775,8.192072074694919e-07,5,3
F32,400000,400000,1671,1,3,0.0041772571888755,0.0041775,2.428111244836759e-07,1,3
F33,400000,400000,2188,1,3,0.0054706721447807,0.00547,6.72144780780419e-07,2,3
F34,400000,400000,984,1,3,0.0024606304545462,0.00246,6.304545462809848e-07,3,3
F35,400000,400000,2701,1,3,0.0067530410156937,0.0067525,5.410156937116911e-07,6,3
F36,400000,400000,8894,1,3,0.0222342755079093,0.022235,7.244920906777919e-07,2,3
F37,200000,200000,2408,1,3,0.0120402818056779,0.01204,2.81805677926697e-07,6,6
F38,200000,200000,1549,1,3,0.0077459783508697,0.007745,9.7835086973648e-07,7,6
F39,200000,200000,944,1,3,0.0047188973646957,0.00472,1.1026353042269815e-06,3,6
F40,100000,100000,1359,1,3,0.0135901007579974,0.01359,1.0075799749230396e-07,3,12
F41,400000,400000,2983,1,3,0.007457038574433,0.0074575,4.614255669716308e-07,5,3
F42,400000,400000,7347,1,3,0.0183686878729832,0.0183675,1.1878729832652537e-06,2,3
F43,400000,400000,2227,1,3,0.0055664818624252,0.0055675,1.018137574787699e-06,1,3
F44,200000,200000,3239,1,3,0.016195842379375,0.016195,8.423793750045316e-07,5,6
F45,200000,200000,8443,1,3,0.0422136975295592,0.042215,1.302470440785186e-06,3,6
F46,400000,400000,938,1,3,0.0023443062856577,0.002345,6.937143422688918e-07,2,3
F47,400000,400000,4431,1,3,0.0110765269480464,0.0110775,9.730519535643134e-07,3,3
F48,200000,200000,6744,1,3,0.0337182843546198,0.03372,1.7156453801514535e-06,6,6
