Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,8906,1,2,0.0222660924118077,0.022265,,7
F2,400000,400000,711,1,2,0.001777547281918,0.0017775,,5
F3,400000,400000,8161,1,2,0.0204031939492286,0.0204025,,6
F4,400000,400000,600,1,2,0.0002745152581199,0.0015,,5
F5,400000,400000,1740,1,2,0.0043493516853547,0.00435,,1
F6,400000,400000,3146,1,2,0.0078652963054478,0.007865,,4
F7,200000,200000,3911,1,2,0.0195557865036029,0.019555,,1
F8,400000,400000,2695,1,2,0.0067373153817191,0.0067375,,7
F9,400000,400000,813,1,2,0.002033240634429,0.0020325,,4
F10,400000,400000,4101,1,2,0.010252691235293,0.0102525,,4
F11,400000,400000,600,1,2,0.0002659945869918,0.0015,,4
F12,400000,400000,5693,1,2,0.0142325164437558,0.0142325,,4
F13,200000,200000,1001,1,2,0.0050048815563952,0.005005,,3
F14,100000,100000,1313,1,2,0.0131304746727818,0.01313,,5
F15,400000,400000,3833,1,2,0.0095812641397111,0.0095825,,7
F16,200000,200000,9739,1,2,0.0486974438360447,0.048695,,6
F17,200000,200000,712,1,2,0.0035603744422393,0.00356,,7
F18,400000,400000,2920,1,2,0.0072989594989947,0.0073,,2
F19,200000,200000,7619,1,2,0.038094025853734,0.038095,,5
F20,400000,400000,4798,1,2,0.0119941400917289,0.011995,,7
F21,400000,400000,3312,1,2,0.0082808504375059,0.00828,,1
F22,400000,400000,3723,1,2,0.0093078052718768,0.0093075,,3
F23,400000,400000,8547,1,2,0.0213684773827154,0.0213675,,2
F24,400000,400000,2224,1,2,0.0055605097781841,0.00556,,3
F25,400000,400000,3459,1,2,0.0086471928186841,0.0086475,,6
F26,200000,200000,7479,1,2,0.0373973385319789,0.037395,,7
F27,400000,400000,2919,1,2,0.0072981115088781,0.0072975,,5
F28,400000,400000,600,1,2,0.0013592192619581,0.0015,,7
F29,400000,400000,4401,1,2,0.0110020398744342,0.0110025,,6
F30,100000,100000,2667,1,2,0.0266698531785134,0.02667,,6
F31,400000,400000,9407,1,2,0.023518066803826,0.0235175,,5
F32,400000,400000,6979,1,2,0.0174466717621148,0.0174475,,5
F33,400000,400000,7469,1,2,0.0186722910379662,0.0186725,,7
F34,400000,400000,1389,1,2,0.0034733005521483,0.0034725,,2
F35,400000,400000,2555,1,2,0.006387661743177,0.0063875,,1
F36,400000,400000,600,1,2,0.0009066672467716,0.0015,,2
F37,400000,400000,5771,1,2,0.0144265768911582,0.0144275,,1
F38,400000,400000,3855,1,2,0.0096386208436163,0.0096375,,2
F39,400000,400000,3785,1,2,0.0094629180504383,0.0094625,,5
F40,400000,400000,6844,1,2,0.0171110130360561,0.01711,,2
F41,200000,200000,1192,1,2,0.0059592287799173,0.00596,,6
F42,400000,400000,4958,1,2,0.0123937876888866,0.012395,,2
F43,200000,200000,2236,1,2,0.0111811343941038,0.01118,,3
F44,100000,100000,4293,1,2,0.0429295821802382,0.04293,,1
F45,400000,400000,10533,1,2,0.0263332528398156,0.0263325,,1
F46,200000,200000,2169,1,2,0.010844752722349,0.010845,,1
F47,400000,400000,1907,1,2,0.0047683853543536,0.0047675,,6
F48,200000,200000,2929,1,2,0.01464426527055,0.014645,,6
