Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,100000,100000,907,1,3,0.009069250642284976,0.00907,,6
F2,400000,400000,9702,1,3,0.024254424346574877,0.024255,,4
F3,400000,400000,1840,1,3,0.0045990126372768,0.0046,,6
F4,400000,400000,8923,1,3,0.022308313274970126,0.0223075,,3
F5,200000,200000,6375,1,3,0.03187497931416905,0.031875,,6
F6,400000,400000,10078,1,3,0.025193807749134378,0.025195,,6
F7,400000,400000,4984,1,3,0.012459345512237985,0.01246,,3
F8,400000,400000,3271,1,3,0.008176264778979259,0.0081775,,5
F9,400000,400000,10166,1,3,0.025415669407952868,0.025415,,7
F10,400000,400000,7503,1,3,0.01875858128503899,0.0187575,,6
F11,400000,400000,11461,1,3,0.028653080612686344,0.0286525,,6
F12,400000,400000,3171,1,3,0.007926956870348334,0.0079275,,1
F13,400000,400000,940,1,3,0.0023489725566306907,0.00235,,6
F14,400000,400000,6108,1,3,0.015269432016831952,0.01527,,6
F15,400000,400000,1498,1,3,0.0037443857056080887,0.003745,,7
F16,200000,200000,1422,1,3,0.007109995639692002,0.00711,,3
F17,200000,200000,1395,1,3,0.006976114560626995,0.006975,,2
F18,400000,400000,7445,1,3,0.018611447037999634,0.0186125,,4
F19,400000,400000,5779,1,3,0.014448217403764257,0.0144475,,4
F20,200000,200000,8458,1,3,0.0422915691159402,0.04229,,6
F21,400000,400000,8753,1,3,0.021882880279840866,0.0218825,,7
F22,200000,200000,3481,1,3,0.01740585501256217,0.017405,,1
F23,400000,400000,6332,1,3,0.015830382039735066,0.01583,,7
F24,400000,400000,2827,1,3,0.007067407305136525,0.0070675,,4
F25,400000,400000,4170,1,3,0.010425608232274522,0.010425,,7
F26,400000,400000,5075,1,3,0.012688688281277977,0.0126875,,1
F27,400000,400000,1168,1,3,0.0029196705264076805,0.00292,,7
F28,50000,50000,1370,1,3,0.027398885536249633,0.0274,,4
F29,200000,200000,6276,1,3,0.031379162581731485,0.03138,,4
F30,400000,400000,1209,1,3,0.003023521932205623,0.0030225,,5
F31,400000,400000,7077,1,3,0.017693452661187846,0.0176925,,3
F32,400000,400000,1118,1,3,0.0027946651426428008,0.002795,,3
