Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,600,1,3,0.0012276042832439,0.0015,,6
F2,400000,400000,7285,1,3,0.0182136871588278,0.0182125,,1
F3,200000,200000,5937,1,3,0.0296842843634145,0.029685,,5
F4,400000,400000,600,1,3,0.0002423323652577,0.0015,,4
F5,400000,400000,600,1,3,0.0013214323617418,0.0015,,7
F6,400000,400000,2256,1,3,0.0056390047371003,0.00564,,7
F7,400000,400000,5737,1,3,0.0143426236166727,0.0143425,,6
F8,400000,400000,2025,1,3,0.005062884430547,0.0050625,,3
F9,400000,400000,8607,1,3,0.0215174841741271,0.0215175,,3
F10,400000,400000,11274,1,3,0.0281856447037244,0.028185,,1
F11,400000,400000,1687,1,3,0.0042186253032205,0.0042175,,6
F12,50000,50000,4620,1,3,0.0924045885110361,0.0924,,3
F13,400000,400000,1720,1,3,0.0042990228496356,0.0043,,4
F14,100000,100000,7952,1,3,0.0795197557801373,0.07952,,5
F15,400000,400000,11676,1,3,0.0291905379420643,0.02919,,3
F16,400000,400000,1172,1,3,0.0029291432148594,0.00293,,5
F17,400000,400000,1676,1,3,0.0041899554797044,0.00419,,7
F18,400000,400000,6443,1,3,0.0161071551070405,0.0161075,,1
F19,200000,200000,1661,1,3,0.0083040310755956,0.008305,,7
F20,100000,100000,3840,1,3,0.0384013071332334,0.0384,,3
F21,400000,400000,3815,1,3,0.0095365237033927,0.0095375,,3
F22,100000,100000,6953,1,3,0.0695301717600218,0.06953,,5
F23,100000,100000,1565,1,3,0.0156504549595123,0.01565,,7
F24,400000,400000,5119,1,3,0.0127982488891121,0.0127975,,4
F25,200000,200000,10877,1,2,0.0543855844332305,0.054385,,3
F26,400000,400000,7195,1,2,0.0179872216973504,0.0179875,,7
F27,200000,200000,10276,1,2,0.0513818886924774,0.05138,,5
F28,400000,400000,600,1,2,5.883984122595498e-05,0.0015,,1
F29,400000,400000,3261,1,2,0.0081521642418065,0.0081525,,3
F30,400000,400000,2565,1,2,0.0064114864151259,0.0064125,,4
F31,400000,400000,2187,1,2,0.0054675377453442,0.0054675,,1
F32,200000,200000,2091,1,2,0.0104555342118742,0.010455,,1
F33,200000,200000,8564,1,2,0.0428215356484742,0.04282,,5
F34,200000,200000,3538,1,2,0.0176901576879016,0.01769,,5
F35,50000,50000,1750,1,2,0.0349995973624242,0.035,,1
F36,400000,400000,1327,1,2,0.0033179865340843,0.0033175,,2
F37,200000,200000,718,1,2,0.0035909682829303,0.00359,,5
F38,50000,50000,3541,1,2,0.0708189554569327,0.07082,,3
F39,400000,400000,2535,1,2,0.0063381203263919,0.0063375,,6
F40,400000,400000,8770,1,2,0.0219247609597538,0.021925,,5
F41,100000,100000,1869,1,2,0.0186899331397574,0.01869,,4
F42,400000,400000,5138,1,2,0.0128457273811918,0.012845,,5
F43,400000,400000,2814,1,2,0.0070347465593003,0.007035,,1
F44,100000,100000,2840,1,2,0.0284001218472877,0.0284,,4
F45,200000,200000,3216,1,2,0.0160810631373909,0.01608,,3
F46,400000,400000,2762,1,2,0.0069056764959063,0.006905,,5
F47,400000,400000,7050,1,2,0.0176248309943056,0.017625,,4
F48,200000,200000,9567,1,2,0.0478336333750219,0.047835,,3
