Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,200000,200000,11248,1,3,0.0562375322647045,0.05624,,6
F2,200000,200000,4517,1,3,0.0225850799388653,0.022585,,6
F3,400000,400000,7470,1,3,0.0186761563904461,0.018675,,2
F4,100000,100000,1910,1,3,0.0191005931625174,0.0191,,1
F5,400000,400000,5671,1,3,0.0141767003077777,0.0141775,,4
F6,200000,200000,11339,1,3,0.0566945628889656,0.056695,,4
F7,400000,400000,10070,1,3,0.0251746887469065,0.025175,,1
F8,400000,400000,3869,1,3,0.0096716417820936,0.0096725,,1
F9,400000,400000,10806,1,3,0.0270160923612364,0.027015,,3
F10,400000,400000,3529,1,3,0.0088228434219076,0.0088225,,2
F11,100000,100000,641,1,3,0.0064105091060326,0.00641,,6
F12,400000,400000,4154,1,3,0.0103843305935299,0.010385,,3
F13,200000,200000,3055,1,3,0.0152750199404165,0.015275,,6
F14,200000,200000,10173,1,3,0.0508669668288569,0.050865,,6
F15,100000,100000,763,1,3,0.00763098686023,0.00763,,7
F16,100000,100000,3260,1,3,0.0326013948867075,0.0326,,3
F17,400000,400000,6334,1,3,0.0158343173488801,0.015835,,3
F18,100000,100000,6247,1,3,0.0624718714286872,0.06247,,6
F19,200000,200000,2287,1,3,0.0114344496526496,0.011435,,5
F20,400000,400000,600,1,3,0.0007688967523354,0.0015,,3
F21,400000,400000,619,1,3,0.0015485240577127,0.0015475,,6
F22,200000,200000,8000,1,3,0.0399988565556774,0.04,,1
F23,400000,400000,1244,1,3,0.0031091938343978,0.00311,,7
F24,400000,400000,2367,1,3,0.005918267419521,0.0059175,,3
F25,200000,200000,1497,1,2,0.0074844824340728,0.007485,,4
F26,400000,400000,1962,1,2,0.0049050484424562,0.004905,,2
F27,100000,100000,609,1,2,0.0060906917920131,0.00609,,1
F28,200000,200000,6691,1,2,0.0334546077143616,0.033455,,6
F29,400000,400000,1990,1,2,0.0049748219349784,0.004975,,5
F30,200000,200000,3765,1,2,0.0188247880440716,0.018825,,3
F31,100000,100000,3696,1,2,0.0369577068097586,0.03696,,3
F32,400000,400000,9314,1,2,0.0232861190813154,0.023285,,5
F33,200000,200000,713,1,2,0.0035638674305081,0.003565,,5
F34,50000,50000,1558,1,2,0.0311583201007794,0.03116,,6
F35,200000,200000,3418,1,2,0.0170892082965882,0.01709,,1
F36,400000,400000,8691,1,2,0.0217273618364166,0.0217275,,4
F37,200000,200000,11025,1,2,0.0551263818519117,0.055125,,4
F38,200000,200000,6283,1,2,0.0314165925040512,0.031415,,1
F39,400000,400000,669,1,2,0.0016731705127372,0.0016725,,1
F40,200000,200000,6529,1,2,0.0326473313936409,0.032645,,4
F41,200000,200000,3164,1,2,0.0158188737870113,0.01582,,2
F42,50000,50000,1534,1,2,0.0306775698997429,0.03068,,4
F43,400000,400000,8409,1,2,0.0210216645193886,0.0210225,,5
F44,400000,400000,6377,1,2,0.0159436737270573,0.0159425,,5
F45,400000,400000,4607,1,2,0.0115163368118282,0.0115175,,7
F46,400000,400000,7048,1,2,0.017620110367862,0.01762,,4
F47,200000,200000,3540,1,2,0.0176992933653665,0.0177,,6
F48,200000,200000,9019,1,2,0.0450929943187347,0.045095,,4
