Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,600,1,3,0.0010807249424251,0.0015,,1
F2,400000,400000,10220,1,3,0.025550986830015,0.02555,,3
F3,400000,400000,600,1,3,0.0011312392387858,0.0015,,3
F4,200000,200000,8071,1,3,0.0403565075619228,0.040355,,6
F5,400000,400000,819,1,3,0.0020472937694133,0.0020475,,2
F6,50000,50000,4972,1,3,0.0994404432985389,0.09944,,6
F7,100000,100000,6677,1,3,0.0667691817617557,0.06677,,6
F8,400000,400000,1325,1,3,0.003312310105341,0.0033125,,4
F9,200000,200000,6351,1,3,0.0317547476657797,0.031755,,6
F10,200000,200000,2918,1,3,0.0145895800373037,0.01459,,2
F11,400000,400000,4583,1,3,0.0114586033063065,0.0114575,,4
F12,400000,400000,6026,1,3,0.0150653752728312,0.015065,,6
F13,400000,400000,4530,1,3,0.0113252924429605,0.011325,,3
F14,200000,200000,7767,1,3,0.0388356726721157,0.038835,,7
F15,200000,200000,7099,1,3,0.0354925392466283,0.035495,,5
F16,200000,200000,3091,1,3,0.0154544514107904,0.015455,,4
F17,400000,400000,1001,1,3,0.0025025146235957,0.0025025,,7
F18,200000,200000,2475,1,3,0.0123752310830974,0.012375,,3
F19,400000,400000,6234,1,3,0.0155861434098906,0.015585,,1
F20,400000,400000,1314,1,3,0.0032854152588565,0.003285,,1
F21,400000,400000,3701,1,3,0.0092521519080901,0.0092525,,7
F22,200000,200000,8813,1,3,0.0440644627945189,0.044065,,6
F23,200000,200000,2164,1,3,0.0108201495695585,0.01082,,5
F24,400000,400000,8175,1,3,0.0204379846922132,0.0204375,,6
F25,400000,400000,3603,1,2,0.0090079487099868,0.0090075,,2
F26,100000,100000,5327,1,2,0.0532702739801739,0.05327,,6
F27,100000,100000,4574,1,2,0.0457383511015604,0.04574,,3
F28,100000,100000,1887,1,2,0.0188694245283184,0.01887,,3
F29,200000,200000,635,1,2,0.003174727787383,0.003175,,4
F30,400000,400000,7295,1,2,0.0182364621973485,0.0182375,,7
F31,200000,200000,5575,1,2,0.0278749603754686,0.027875,,2
F32,400000,400000,6748,1,2,0.0168712198220895,0.01687,,5
F33,400000,400000,6503,1,2,0.0162583401151887,0.0162575,,6
F34,200000,200000,2726,1,2,0.0136297764710291,0.01363,,5
F35,400000,400000,9849,1,2,0.0246224517496212,0.0246225,,7
F36,200000,200000,8438,1,2,0.0421889355902719,0.04219,,3
F37,400000,400000,6499,1,2,0.0162478338194573,0.0162475,,2
F38,400000,400000,5573,1,2,0.0139335401339614,0.0139325,,7
F39,400000,400000,2348,1,2,0.0058696628863397,0.00587,,1
F40,400000,400000,8998,1,2,0.0224945077444699,0.022495,,1
F41,400000,400000,7923,1,2,0.0198074085814897,0.0198075,,4
F42,400000,400000,6048,1,2,0.0151206384492616,0.01512,,1
F43,400000,400000,2395,1,2,0.0059865771679707,0.0059875,,6
F44,200000,200000,6602,1,2,0.0330120207406872,0.03301,,1
F45,400000,400000,9391,1,2,0.0234785390522937,0.0234775,,5
F46,200000,200000,7255,1,2,0.0362740482453909,0.036275,,3
F47,200000,200000,4538,1,2,0.0226908754650371,0.02269,,2
F48,400000,400000,1308,1,2,0.0032698642408942,0.00327,,6
