Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,5,0,200000,1473,0.0,1473.0,1473.0,Scheduled - Deadline Met,Yes,Yes,7.936312437057495,0.13227187395095824,2,41.0,Proven Optimal (Gap = 0%)
F1,P1_2,5,200000,400000,1473,207488.0,208961.0,8961.0,Scheduled - Deadline Met,Yes,Yes,7.936312437057495,0.13227187395095824,2,41.0,Proven Optimal (Gap = 0%)
F1,P1_3,8,400000,600000,1473,431717.0,433190.0,33190.0,Scheduled - Deadline Met,Yes,Yes,7.936312437057495,0.13227187395095824,2,41.0,Proven Optimal (Gap = 0%)
F1,P1_4,5,600000,800000,1473,600000.0,601473.0,1473.0,Scheduled - Deadline Met,Yes,Yes,7.936312437057495,0.13227187395095824,2,41.0,Proven Optimal (Gap = 0%)
F1,P1_5,5,800000,1000000,1473,855644.0,857117.0,57117.0,Scheduled - Deadline Met,Yes,Yes,7.936312437057495,0.13227187395095824,2,41.0,Proven Optimal (Gap = 0%)
F1,P1_6,8,1000000,1200000,1473,1091039.0,1092512.0,92512.0,Scheduled - Deadline Met,Yes,Yes,7.936312437057495,0.13227187395095824,2,41.0,Proven Optimal (Gap = 0%)
F10,P10_1,2,0,200000,8139,20361.0,28500.0,28500.0,Scheduled - Deadline Met,Yes,Yes,7.936312437057495,0.13227187395095824,2,41.0,Proven Optimal (Gap = 0%)
F10,P10_2,2,200000,400000,8139,241861.0,250000.0,50000.0,Scheduled - Deadline Met,Yes,Yes,7.936312437057495,0.13227187395095824,2,41.0,Proven Optimal (Gap = 0%)
F10,P10_3,8,400000,600000,8139,412950.0,421089.0,21089.0,Scheduled - Deadline Met,Yes,Yes,7.936312437057495,0.13227187395095824,2,41.0,Proven Optimal (Gap = 0%)
F10,P10_4,2,600000,800000,8139,633859.0,641998.0,41998.0,Scheduled - Deadline Met,Yes,Yes,7.936312437057495,0.13227187395095824,2,41.0,Proven Optimal (Gap = 0%)
