Flow,Period,Deadline,Execution Time,m,k,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,200000,200000,8884,1,3,0.04442100913362945,0.04442,,6
F2,200000,200000,6491,1,3,0.03245552481741465,0.032455,,1
F3,400000,400000,609,1,3,0.0015235842091557705,0.0015225,,6
F4,100000,100000,7131,1,3,0.07131388702312003,0.07131,,2
F5,400000,400000,3702,1,3,0.009255347960384297,0.009255,,2
F6,400000,400000,1782,1,3,0.004456051426480312,0.004455,,5
F7,400000,400000,9089,1,3,0.022721850299422752,0.0227225,,3
F8,200000,200000,8877,1,3,0.04438657409693547,0.044385,,3
F9,400000,400000,3992,1,3,0.009981232640314919,0.00998,,5
F10,400000,400000,2987,1,3,0.007468404905826009,0.0074675,,3
F11,400000,400000,2909,1,3,0.007271895045385723,0.0072725,,6
F12,400000,400000,3457,1,3,0.008642065014920042,0.0086425,,7
F13,200000,200000,5113,1,3,0.02556587428520607,0.025565,,6
F14,400000,400000,7593,1,3,0.018983696193704214,0.0189825,,1
F15,200000,200000,6097,1,3,0.03048526430683951,0.030485,,5
F16,50000,50000,6797,1,3,0.13593004250198076,0.13594,,5
F17,100000,100000,3787,1,3,0.03786782017469059,0.03787,,2
F18,400000,400000,4999,1,3,0.01249768792310113,0.0124975,,3
F19,400000,400000,6059,1,3,0.015148535339070623,0.0151475,,6
F20,400000,400000,2026,1,3,0.0050650427812065635,0.005065,,4
F21,200000,200000,7101,1,3,0.03550669939649875,0.035505,,7
F22,400000,400000,4350,1,3,0.010875456634682507,0.010875,,7
F23,200000,200000,852,1,3,0.004261049037685677,0.00426,,4
F24,400000,400000,9000,1,3,0.022498853276883918,0.0225,,2
F25,400000,400000,6205,1,3,0.015513216700945187,0.0155125,,5
F26,400000,400000,4289,1,3,0.010723609175242538,0.0107225,,1
F27,200000,200000,9359,1,3,0.04679256509007415,0.046795,,1
F28,400000,400000,8907,1,3,0.022267643935635878,0.0222675,,7
F29,100000,100000,6474,1,3,0.06473781447368641,0.06474,,5
F30,400000,400000,1529,1,3,0.0038216563206341404,0.0038225,,3
F31,200000,200000,2242,1,3,0.011208822107835581,0.01121,,2
F32,400000,400000,2540,1,3,0.006351223771406408,0.00635,,1
